Número REDS;Data Fato;Município;Código da Infração;AIT/ AINA - Número Documento;AIT/AINA - Órgão Origem -Autoridade Responsável;Qtde Infrações
2019-008225362-001;21/02/2019;NOVA SERRANA;66371;AC01281964;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008225362-001;21/02/2019;NOVA SERRANA;67261;AC01281962;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008225362-001;21/02/2019;NOVA SERRANA;68580;AC01281965;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008229267-001;21/02/2019;ITAUNA;53800;AG03381073;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008230010-001;21/02/2019;DIVINOPOLIS;50100;AC01284206;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008230010-001;21/02/2019;DIVINOPOLIS;66102;AC01284207;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008247739-001;21/02/2019;PARA DE MINAS;54870;AM00331712;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008247739-001;21/02/2019;PARA DE MINAS;65992;AM00331713;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008247739-001;21/02/2019;PARA DE MINAS;69120;AM00331714;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008259144-001;21/02/2019;LAGOA DA PRATA;50100;AM00362720;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008259144-001;21/02/2019;LAGOA DA PRATA;66372;AM00364280;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008277302-001;21/02/2019;DIVINOPOLIS;5010-0;AM 00045988;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008277302-001;21/02/2019;DIVINOPOLIS;6556-1;AM 00045989;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008290490-001;21/02/2019;DIVINOPOLIS;50100;AM00265909;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008290490-001;21/02/2019;DIVINOPOLIS;65992;AM00265910;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008299328-001;21/02/2019;PAPAGAIOS;50100;AM00203483;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008299328-001;21/02/2019;PAPAGAIOS;65992;AM00203484;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008299328-001;21/02/2019;PAPAGAIOS;66371;AM00203485;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008299328-001;21/02/2019;PAPAGAIOS;73400;AM00203486;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008299710-001;21/02/2019;ABAETE;65992;AM00363149;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008300926-001;21/02/2019;NOVA SERRANA;50100;AJ202149;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008300926-001;21/02/2019;NOVA SERRANA;51851;AJ202153;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008300926-001;21/02/2019;NOVA SERRANA;65992;AJ202151;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008300926-001;21/02/2019;NOVA SERRANA;67261;AJ202152;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008300926-001;21/02/2019;NOVA SERRANA;73400;AJ202154;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008307289-001;21/02/2019;ITAUNA;65992;AG3380647;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008320338-001;21/02/2019;MORADA NOVA DE MINAS;50100;AA00364824;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008324743-001;21/02/2019;MARAVILHAS;50450;AM00203358;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008324806-001;21/02/2019;NOVA SERRANA;65562;AJ201899;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008335912-001;21/02/2019;FORMIGA;66700;AC01341598;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008341242-001;21/02/2019;IGARATINGA;65992;AM00204262;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008353901-001;22/02/2019;ITAPECERICA;50100;AM00310261;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008353901-001;22/02/2019;ITAPECERICA;64080;AM00310264;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008353901-001;22/02/2019;ITAPECERICA;66700;AM00310262;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008353901-001;22/02/2019;ITAPECERICA;67261;AM00310263;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008356119-001;22/02/2019;ITAUNA;50610;3380747;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008356119-001;22/02/2019;ITAUNA;66372;3380748;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008357756-001;22/02/2019;DIVINOPOLIS;5169;AM00051517;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008357875-001;21/02/2019;SANTO ANTONIO DO MONTE;50100;AM00364778;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008358500-001;21/02/2019;SANTO ANTONIO DO MONTE;50100;AM00364779;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008364786-001;22/02/2019;ITAUNA;52070;AG3381422;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008364786-001;22/02/2019;ITAUNA;66371;AG3381423;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008364786-001;22/02/2019;ITAUNA;66450;AG3381425;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008364786-001;22/02/2019;ITAUNA;66532;AG3381424;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008364786-001;22/02/2019;ITAUNA;73400;AG3381421;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008370573-001;22/02/2019;BOM DESPACHO;54600;AG2917724;MUNICIPAL;1
2019-008386325-001;22/02/2019;ITAUNA;55417;AG03381075;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008386682-001;22/02/2019;LUZ;65992;AC01342861;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008386682-001;22/02/2019;LUZ;66450;AC01342864;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008386682-001;22/02/2019;LUZ;66880;AC01342863;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008386682-001;22/02/2019;LUZ;67261;AC01342862;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008386682-001;22/02/2019;LUZ;67500;AC01342865;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008390797-001;22/02/2019;PARA DE MINAS;66372;AM00331720;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008390797-001;22/02/2019;PARA DE MINAS;67690;AM00331719;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008390979-001;22/02/2019;PARA DE MINAS;65992;AM00331718;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008391187-001;22/02/2019;PARA DE MINAS;65992;AM00331716;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008391187-001;22/02/2019;PARA DE MINAS;67261;AM00331717;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008391566-001;22/02/2019;ITAUNA;50100;AG03381077;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008391566-001;22/02/2019;ITAUNA;65992;AG03381076;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008399008-001;22/02/2019;BAMBUI;50100;AM00311261;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008399008-001;22/02/2019;BAMBUI;65992;AM00311262;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008401037-001;22/02/2019;ITAUNA;53800;AG03381079;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008403428-001;22/02/2019;ITAUNA;53800;AG03381080;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008407322-001;22/02/2019;FORMIGA;68070;AC01341572;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008411662-001;22/02/2019;LAGOA DA PRATA;65992;AM00362828;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008412968-001;22/02/2019;NOVA SERRANA;65992;aj202155;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008413527-001;22/02/2019;DIVINOPOLIS;50100;AM00045714;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008413527-001;22/02/2019;DIVINOPOLIS;65992;AM00045713;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008413527-001;22/02/2019;DIVINOPOLIS;66371;AM00045712;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008413527-001;22/02/2019;DIVINOPOLIS;73400;AM00045715;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008431165-001;22/02/2019;ITAUNA;65992;AG3381607;MUNICIPAL;1
2019-008445667-001;22/02/2019;LUZ;69992;AM00363373;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008463120-001;22/02/2019;NOVA SERRANA;50100;AC01342868;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008463120-001;22/02/2019;NOVA SERRANA;65992;AC01342869;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008463277-001;22/02/2019;ITAUNA;55411;AG03381608;MUNICIPAL;1
2019-008463721-001;22/02/2019;DIVINOPOLIS;52151;AM00265504;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008463721-001;22/02/2019;DIVINOPOLIS;73400;AM00265505;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008464124-001;22/02/2019;SANTO ANTONIO DO MONTE;50100;AC01281993;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008464124-001;22/02/2019;SANTO ANTONIO DO MONTE;65992;AC01281994;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008468295-001;22/02/2019;NOVA SERRANA;50100;AF00103059;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008468295-001;22/02/2019;NOVA SERRANA;73400;AF00103060;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008468386-001;22/02/2019;NOVA SERRANA;50100;AF00103057;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008468386-001;22/02/2019;NOVA SERRANA;65992;AF00103058;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008469196-001;22/02/2019;BOM DESPACHO;52070;AG02917763;MUNICIPAL;1
2019-008469196-001;22/02/2019;BOM DESPACHO;58350;AG02917764;MUNICIPAL;1
2019-008469196-001;22/02/2019;BOM DESPACHO;59670;AG02917765;MUNICIPAL;1
2019-008469196-001;22/02/2019;BOM DESPACHO;70561;AG02917761;MUNICIPAL;1
2019-008469196-001;22/02/2019;BOM DESPACHO;70640;AG02917762;MUNICIPAL;1
2019-008471730-001;22/02/2019;NOVA SERRANA;65992;AJ201917;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008473664-001;22/02/2019;NOVA SERRANA;65992;AJ201918;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008478416-001;22/02/2019;PERDIGAO;50450;AA04708403;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008479373-001;22/02/2019;NOVA SERRANA;65992;AJ201816;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008480506-001;22/02/2019;ARAUJOS;50371;aj059770;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008482076-001;22/02/2019;ABAETE;50100;AM00363155;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008482076-001;22/02/2019;ABAETE;52152;AM00363154;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008482076-001;22/02/2019;ABAETE;52741;AM00363152;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008482076-001;22/02/2019;ABAETE;57380;AM00363153;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008482076-001;22/02/2019;ABAETE;58350;AM00363151;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008482076-001;22/02/2019;ABAETE;60502;AM00363156;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008482076-001;22/02/2019;ABAETE;70561;AM00363150;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008483553-001;22/02/2019;NOVA SERRANA;65992;AJ201812;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008484599-001;22/02/2019;CORREGO DANTA;65992;AM00363395;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008493204-001;22/02/2019;ITAUNA;50450;AG03380750;MUNICIPAL;1
2019-008493204-001;22/02/2019;ITAUNA;65992;AG03380749;MUNICIPAL;1
2019-008495231-001;22/02/2019;NOVA SERRANA;52070;AC01342885;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008495231-001;22/02/2019;NOVA SERRANA;65992;AC01342881;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008495231-001;22/02/2019;NOVA SERRANA;66371;AC01342883;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008495231-001;22/02/2019;NOVA SERRANA;73400;AC01342884;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008495363-001;22/02/2019;ITAUNA;50100;3381084;MUNICIPAL;1
2019-008495363-001;22/02/2019;ITAUNA;65800;3381086;MUNICIPAL;1
2019-008495363-001;22/02/2019;ITAUNA;65992;3381085;MUNICIPAL;1
2019-008495517-001;22/02/2019;NOVA SERRANA;51691;AJ202103;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008497137-001;22/02/2019;NOVA SERRANA;50100;AJ202204;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008497137-001;22/02/2019;NOVA SERRANA;65992;AJ201920;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008498210-001;22/02/2019;LAGOA DA PRATA;50100;AM00362833;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008498210-001;22/02/2019;LAGOA DA PRATA;65992;AM00362834;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008499478-001;22/02/2019;NOVA SERRANA;50100;AJ202049;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008500630-001;22/02/2019;PITANGUI;50100;AF01370823;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008500630-001;22/02/2019;PITANGUI;66531;AF01370822;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008503214-001;22/02/2019;NOVA SERRANA;50100;AJ201814;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008503214-001;22/02/2019;NOVA SERRANA;65992;AJ201813;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008504219-001;22/02/2019;NOVA SERRANA;50100;AJ202202;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008507360-001;22/02/2019;SAO GONCALO DO PARA;50100;AM00203114;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008507360-001;22/02/2019;SAO GONCALO DO PARA;50100;AM00203117;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008507360-001;22/02/2019;SAO GONCALO DO PARA;51691;AM00203115;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008509146-001;22/02/2019;DIVINOPOLIS;65992;AM00045647;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008512585-001;22/02/2019;DIVINOPOLIS;50100;AM00045662;MUNICIPAL;1
2019-008516514-001;22/02/2019;DIVINOPOLIS;50100;AM00045663;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008518028-001;22/02/2019;CLAUDIO;501-00;AC001284211;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008518028-001;22/02/2019;CLAUDIO;659-92;AC001284212;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008518134-001;22/02/2019;ABAETE;51691;AM00363161;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008518134-001;22/02/2019;ABAETE;64080;AM00363160;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008518134-001;22/02/2019;ABAETE;67261;AM00363162;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008525060-001;22/02/2019;DIVINOPOLIS;51691;B-15.689.280-4;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-008525060-001;22/02/2019;DIVINOPOLIS;70640;B-15.689.281-2;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-008526732-001;22/02/2019;ITAUNA;52070;3381089;MUNICIPAL;1
2019-008526732-001;22/02/2019;ITAUNA;66020;3381087;MUNICIPAL;1
2019-008526732-001;22/02/2019;ITAUNA;66372;3381090;MUNICIPAL;1
2019-008526732-001;22/02/2019;ITAUNA;73400;3381088;MUNICIPAL;1
2019-008528352-001;22/02/2019;ABAETE;51691;AM00363159;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008534481-001;23/02/2019;PARA DE MINAS;51691;am 00038200;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008536530-001;23/02/2019;LAGOA DA PRATA;50100;AM00362801;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008536530-001;23/02/2019;LAGOA DA PRATA;52070;AM00362802;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008536530-001;23/02/2019;LAGOA DA PRATA;57380;AM00362804;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008536530-001;23/02/2019;LAGOA DA PRATA;70303;AM00362803;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008541468-001;23/02/2019;PARA DE MINAS;51691;am00204475;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008541561-001;23/02/2019;ITAUNA;50100;AG3381610;MUNICIPAL;1
2019-008550798-001;22/02/2019;NOVA SERRANA;66700;AC01342891;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008550798-001;22/02/2019;NOVA SERRANA;67000;AC01342892;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008550798-001;22/02/2019;NOVA SERRANA;69800;AC01342898;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008550807-001;23/02/2019;DIVINOPOLIS;51691;AM00051093;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008550807-001;23/02/2019;DIVINOPOLIS;52742;AM00051094;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008551360-001;23/02/2019;CLAUDIO;50100;00267203;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008551360-001;23/02/2019;CLAUDIO;52742;00267202;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008551360-001;23/02/2019;CLAUDIO;65992;00267204;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008558149-001;23/02/2019;DIVINOPOLIS;50100;AC01284213;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008558149-001;23/02/2019;DIVINOPOLIS;65992;AC01284214;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008561183-001;23/02/2019;BOM DESPACHO;65992;AC01342911;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008561183-001;23/02/2019;BOM DESPACHO;73400;AC01342912;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008561337-001;23/02/2019;BOM DESPACHO;51852;AC01342932;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008561337-001;23/02/2019;BOM DESPACHO;65992;AC01342933;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008561337-001;23/02/2019;BOM DESPACHO;66700;AC01342931;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008564920-001;23/02/2019;LAGOA DA PRATA;50100;AM00362728;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008564920-001;23/02/2019;LAGOA DA PRATA;65992;AM00362729;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008565520-001;23/02/2019;ITAUNA;50100;AG3381174;MUNICIPAL;1
2019-008565520-001;23/02/2019;ITAUNA;51180;AG3381177;MUNICIPAL;1
2019-008565520-001;23/02/2019;ITAUNA;64080;AG3381176;MUNICIPAL;1
2019-008565520-001;23/02/2019;ITAUNA;65992;AG338175;MUNICIPAL;1
2019-008575371-001;23/02/2019;PARA DE MINAS;50100;AM00204011;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008575371-001;23/02/2019;PARA DE MINAS;65992;AM00204012;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008575419-001;23/02/2019;PARA DE MINAS;50100;AM00331899;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008575419-001;23/02/2019;PARA DE MINAS;65992;AM00331900;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008579902-001;23/02/2019;PARA DE MINAS;65991;AM00204018;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008581065-001;23/02/2019;SAO GONCALO DO PARA;65992;AC01284244;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008581250-001;23/02/2019;SAO GONCALO DO PARA;50450;AC01284223;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008586343-001;23/02/2019;NOVA SERRANA;50450;AJ202125;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008590614-001;23/02/2019;POMPEU;65992;AC0134274;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-008598376-001;23/02/2019;PARA DE MINAS;50100;AM 00331941;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008598376-001;23/02/2019;PARA DE MINAS;65992;AM 00331942;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008600966-001;23/02/2019;PARA DE MINAS;65992;AM 00331944;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008600966-001;23/02/2019;PARA DE MINAS;67261;AM 00331945;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008601237-001;23/02/2019;PARA DE MINAS;65992;AM00331943;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008604598-001;23/02/2019;DIVINOPOLIS;65992;AM00045073;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008608674-001;23/02/2019;PARA DE MINAS;50100;AM00203761;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008608674-001;23/02/2019;PARA DE MINAS;65992;AM00203762;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008612447-001;23/02/2019;PIMENTA;50100;AM00311397;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008614734-001;23/02/2019;IGARATINGA;50100;AM00204266;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008614734-001;23/02/2019;IGARATINGA;65992;AM00204265;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008615754-001;23/02/2019;IGARATINGA;65992;AM00204267;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008617690-001;23/02/2019;IGARATINGA;50100;AM00204268;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008618548-001;23/02/2019;PARA DE MINAS;50100;AM00331903;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008618548-001;23/02/2019;PARA DE MINAS;66102;AM00331904;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008630060-001;22/02/2019;LAGOA DA PRATA;50100;AM00362830;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008630060-001;22/02/2019;LAGOA DA PRATA;65992;AM00362829;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008633258-001;23/02/2019;BOM DESPACHO;51851;AG02917627;MUNICIPAL;1
2019-008633258-001;23/02/2019;BOM DESPACHO;52152;AG02917626;MUNICIPAL;1
2019-008633258-001;23/02/2019;BOM DESPACHO;52741;AM00228633;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008633258-001;23/02/2019;BOM DESPACHO;58350;AG02917628;MUNICIPAL;1
2019-008633258-001;23/02/2019;BOM DESPACHO;62700;AG02917629;MUNICIPAL;1
2019-008634330-001;23/02/2019;BOM DESPACHO;75790;AM00228634;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008638291-001;23/02/2019;MORADA NOVA DE MINAS;50100;AM00364836;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008638291-001;23/02/2019;MORADA NOVA DE MINAS;51691;AM00364837;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008638668-001;23/02/2019;LAGOA DA PRATA;52151;AM00362807;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008638668-001;23/02/2019;LAGOA DA PRATA;52152;AM00362808;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008638668-001;23/02/2019;LAGOA DA PRATA;57200;AM00362809;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008640262-001;23/02/2019;BOM DESPACHO;51691;AM00228655;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008640262-001;23/02/2019;BOM DESPACHO;69120;AM00228656;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008640548-001;23/02/2019;LAGOA DA PRATA;51691;AM00362805;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008640548-001;23/02/2019;LAGOA DA PRATA;65300;am00362806;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008642064-001;23/02/2019;BOM DESPACHO;50100;AM00228520;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008642064-001;23/02/2019;BOM DESPACHO;65992;am00228578;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008649420-001;23/02/2019;BOM DESPACHO;75790;AM00228635;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008650478-001;23/02/2019;DIVINOPOLIS;51691;AM00045969;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008651040-001;23/02/2019;PARA DE MINAS;75790;AM 00331946;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008655559-001;23/02/2019;POMPEU;50100;AM00427041;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008655559-001;23/02/2019;POMPEU;52070;AM0042704;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008655559-001;23/02/2019;POMPEU;69120;AM00427045;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008655559-001;23/02/2019;POMPEU;73400;AM00427043;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008655559-001;23/02/2019;POMPEU;76332;AM00427042;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008656710-001;23/02/2019;LUZ;52151;AM00363378;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008656710-001;23/02/2019;LUZ;52741;AM00363377;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008656710-001;23/02/2019;LUZ;58191;AM00363379;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008656710-001;23/02/2019;LUZ;58350;AM00363375;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008656710-001;23/02/2019;LUZ;60502;AM00363376;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008660473-001;23/02/2019;BAMBUI;50100;AM 00311265;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008660473-001;23/02/2019;BAMBUI;65992;AM 00311266;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008661690-001;23/02/2019;BOM DESPACHO;51691;AM00228636;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008661690-001;23/02/2019;BOM DESPACHO;52741;AM00228580;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008662704-001;23/02/2019;NOVA SERRANA;50100;AJ202162;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-008662704-001;23/02/2019;NOVA SERRANA;50100;AJ202163;DETRAN - DEPARTAMENTO DE TRANSITO;1
