Número REDS;Data Fato;Município;Código da Infração;AIT/ AINA - Número Documento;AIT/AINA - Órgão Origem -Autoridade Responsável;Qtde Infrações
2019-000000750-001;01/01/2019;ITAUNA;55421;AM00050940;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000001005-001;01/01/2019;ITAUNA;54600;AM00050939;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000004052-001;01/01/2019;POMPEU;50371;AM00226995;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000004052-001;01/01/2019;POMPEU;52151;AM00226993;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000004052-001;01/01/2019;POMPEU;52152;AM00226994;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000006876-001;01/01/2019;PEQUI;50100;AK00168569;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000006876-001;01/01/2019;PEQUI;51691;AK00168571;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000006876-001;01/01/2019;PEQUI;65992;AK00168570;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000015052-001;01/01/2019;DIVINOPOLIS;50371;AM00051337;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000015052-001;01/01/2019;DIVINOPOLIS;50450;AM00051336;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000015052-001;01/01/2019;DIVINOPOLIS;51691;AM00051335;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000015052-001;01/01/2019;DIVINOPOLIS;65992;AM00051334;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000020278-001;01/01/2019;ITAPECERICA;51691;AM00310036;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000030351-001;01/01/2019;LAGOA DA PRATA;50100;ac01217991;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000030351-001;01/01/2019;LAGOA DA PRATA;51851;ac01217993;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000030351-001;01/01/2019;LAGOA DA PRATA;65992;ac01217992;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000033396-001;01/01/2019;LAGOA DA PRATA;50100;AC01217986;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000033396-001;01/01/2019;LAGOA DA PRATA;65992;AC01217985;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000037864-001;01/01/2019;BOM DESPACHO;65992;AM00228322;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000038570-001;01/01/2019;LAGOA DA PRATA;50100;AC01217990;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000038570-001;01/01/2019;LAGOA DA PRATA;65992;AC01217989;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000038570-001;01/01/2019;LAGOA DA PRATA;66371;AC01216501;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000040162-001;01/01/2019;LAGOA DA PRATA;50100;AC01217999;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000040162-001;01/01/2019;LAGOA DA PRATA;65800;AC01218000;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000053490-001;01/01/2019;ITAUNA;55680;AM00050934;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000053490-001;01/01/2019;ITAUNA;65992;AM00050933;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000055120-001;01/01/2019;MORADA NOVA DE MINAS;51691;AC01215599;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000058910-001;01/01/2019;PARA DE MINAS;50450;AM00203845;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000063640-001;01/01/2019;ITAUNA;57380;AM00050937;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000063640-001;01/01/2019;ITAUNA;58350;AM00050968;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000063640-001;01/01/2019;ITAUNA;70301;AM00050936;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000069465-001;01/01/2019;DIVINOPOLIS;52741;AM00045965;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000075055-001;01/01/2019;CORREGO FUNDO;65992;AM310619;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000075791-001;01/01/2019;BOM DESPACHO;66102;AC01216501;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000075791-001;01/01/2019;BOM DESPACHO;66700;AC01216502;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000075867-001;01/01/2019;PEQUI;66020;AK00168577;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000075867-001;01/01/2019;PEQUI;66531;AK00168579;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000075867-001;01/01/2019;PEQUI;66700;AK00168578;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000085994-001;01/01/2019;QUARTEL GERAL;50100;AM00229320;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000089804-001;01/01/2019;POMPEU;50100;AM00226998;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000089804-001;01/01/2019;POMPEU;65992;AM00226998;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000092563-001;01/01/2019;NOVA SERRANA;50371;AJ200921;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000092563-001;01/01/2019;NOVA SERRANA;65992;AJ200922;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000092914-001;01/01/2019;DIVINOPOLIS;51691;AM00045776;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000109941-001;02/01/2019;DIVINOPOLIS;65992;AM00045069;MUNICIPAL;1
2019-000110121-001;02/01/2019;FORMIGA;51691;AM 6875;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000114370-001;02/01/2019;PARA DE MINAS;50100;AM00203887;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000119633-001;02/01/2019;FORMIGA;50100;AM00006319;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000119633-001;02/01/2019;FORMIGA;65992;AM00006320;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000126347-001;02/01/2019;CARMO DO CAJURU;65992;ac01282561;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000127404-001;02/01/2019;NOVA SERRANA;6599-2;B150509014;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-000128753-001;02/01/2019;PARA DE MINAS;67261;AM00203556;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000131246-001;02/01/2019;SANTO ANTONIO DO MONTE;65992;AC01216517;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000131970-001;02/01/2019;SANTO ANTONIO DO MONTE;50100;AC01216603;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000131970-001;02/01/2019;SANTO ANTONIO DO MONTE;51180;AC01216604;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000131970-001;02/01/2019;SANTO ANTONIO DO MONTE;65992;AC01216602;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000131970-001;02/01/2019;SANTO ANTONIO DO MONTE;66371;AC01216606;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000131970-001;02/01/2019;SANTO ANTONIO DO MONTE;67261;AC01216605;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000133611-001;02/01/2019;PARA DE MINAS;50100;AM00203557;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000133678-001;02/01/2019;PARA DE MINAS;65992;AM00203555;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000134343-001;02/01/2019;NOVA SERRANA;65992;B150509081;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-000155154-001;02/01/2019;NOVA SERRANA;51851;AC01216582;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000155154-001;02/01/2019;NOVA SERRANA;65992;AC01216581;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000155728-001;02/01/2019;ITAUNA;65992;AG3380242;MUNICIPAL;1
2019-000156315-001;02/01/2019;BOM DESPACHO;50100;AM00228323;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000161621-001;02/01/2019;ITAUNA;65992;AG3380243;MUNICIPAL;1
2019-000183086-001;02/01/2019;FORMIGA;50371;AC01214682;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000183086-001;02/01/2019;FORMIGA;65992;AC01214681;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000187266-001;02/01/2019;FORMIGA;50100;AM00006826;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000187266-001;02/01/2019;FORMIGA;65992;AM00006827;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000195485-001;02/01/2019;PARA DE MINAS;52070;AM00203871;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000195485-001;02/01/2019;PARA DE MINAS;67261;AM00203869;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000195485-001;02/01/2019;PARA DE MINAS;73400;AM00203870;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000195970-001;02/01/2019;PARA DE MINAS;55680;AM00204102;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000195970-001;02/01/2019;PARA DE MINAS;66020;AM00204103;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000195970-001;02/01/2019;PARA DE MINAS;66372;AM00204104;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000201380-001;02/01/2019;SANTO ANTONIO DO MONTE;54522;AM00225450;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000220844-001;02/01/2019;PAPAGAIOS;50100;AM00203951;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000244282-001;02/01/2019;BOM DESPACHO;51930;AC01216596;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000244282-001;02/01/2019;BOM DESPACHO;65992;AC01216595;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000245521-001;02/01/2019;CORREGO FUNDO;50100;AM00310821;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000245521-001;02/01/2019;CORREGO FUNDO;65992;AM00310822;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000255633-001;02/01/2019;MARTINHO CAMPOS;66102;AC01215635;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000255633-001;02/01/2019;MARTINHO CAMPOS;66450;AC01215633;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000255633-001;02/01/2019;MARTINHO CAMPOS;66450;AC01215634;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000257294-001;02/01/2019;BAMBUI;50100;AM 00006368;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000257294-001;02/01/2019;BAMBUI;66102;AM 00006370;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000257294-001;02/01/2019;BAMBUI;67000;AM 00006369;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000266492-001;02/01/2019;POMPEU;65992;AM00227000;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000270973-001;03/01/2019;BAMBUI;50100;AM 00006371;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000283972-001;03/01/2019;ABAETE;50100;AM00225851;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000283972-001;03/01/2019;ABAETE;51851;AM00225854;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000283972-001;03/01/2019;ABAETE;65992;AM00225852;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000283972-001;03/01/2019;ABAETE;67261;AM00225853;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000285053-001;03/01/2019;BOM DESPACHO;65992;AM00228324;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000286829-001;03/01/2019;LAGOA DA PRATA;6599-2;AC01216574;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000290190-001;03/01/2019;DIVINOPOLIS;65992;AM 00051835;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000292581-001;03/01/2019;ITAUNA;76251;AG03380591;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000292945-001;03/01/2019;DIVINOPOLIS;50450;00051833;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000292945-001;03/01/2019;DIVINOPOLIS;67690;00051834;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000299919-001;03/01/2019;NOVA SERRANA;50450;AJ200905;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000299919-001;03/01/2019;NOVA SERRANA;65992;AJ200904;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000303596-001;03/01/2019;ITAUNA;54526;AG03380595;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000305385-001;03/01/2019;LAGOA DA PRATA;65992;AC01216580;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000305539-001;03/01/2019;ITAUNA;55417;AG03380596;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000305710-001;03/01/2019;ITAUNA;65561;AC01282573;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000305710-001;03/01/2019;ITAUNA;65992;AC01282573;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000310544-001;03/01/2019;ITAUNA;55417;AG03380599;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000318237-001;03/01/2019;ITAUNA;6599-2;AG3380145;MUNICIPAL;1
2019-000318882-001;03/01/2019;IGARATINGA;659-92;AC00925931;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000318882-001;03/01/2019;IGARATINGA;672-61;AC00925932;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000324823-001;03/01/2019;SANTO ANTONIO DO MONTE;50100;AM00225457;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000324823-001;03/01/2019;SANTO ANTONIO DO MONTE;51180;AM00225458;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000324836-001;03/01/2019;QUARTEL GERAL;64080;AC01215640;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000324836-001;03/01/2019;QUARTEL GERAL;66372;AC01215638;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000324836-001;03/01/2019;QUARTEL GERAL;66880;AC01215639;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000333157-001;03/01/2019;CLAUDIO;65564;AM00266543;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000333157-001;03/01/2019;CLAUDIO;6599;AM00266542;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000340920-001;03/01/2019;DIVINOPOLIS;50100;ac01283086;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000340920-001;03/01/2019;DIVINOPOLIS;65992;ac01283029;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000347501-001;03/01/2019;DIVINOPOLIS;50450;AM00265601;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000357773-001;03/01/2019;PARA DE MINAS;55411;AM 00203795;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000361048-001;03/01/2019;SANTO ANTONIO DO MONTE;50100;AM00225459;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000361048-001;03/01/2019;SANTO ANTONIO DO MONTE;51180;AM00225460;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000371028-001;03/01/2019;DIVINOPOLIS;65992;AM00265602;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000376321-001;03/01/2019;FORMIGA;51411;AM0031667;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000377012-001;03/01/2019;FORMIGA;51414;AM0031665;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000380975-001;03/01/2019;DIVINOPOLIS;65992;AM00265543;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000382526-001;03/01/2019;JAPARAIBA;50100;AM00227155;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000382526-001;03/01/2019;JAPARAIBA;65992;AM00227154;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000382526-001;03/01/2019;JAPARAIBA;73400;AM00227156;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000397370-001;03/01/2019;BOM DESPACHO;65992;AC01216524;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000397370-001;03/01/2019;BOM DESPACHO;73400;AC01216525;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000402516-001;03/01/2019;PARA DE MINAS;50100;AM00203847;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000402516-001;03/01/2019;PARA DE MINAS;65992;AM00203846;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000407352-001;03/01/2019;ITAPECERICA;51691;AM00310058;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000407352-001;03/01/2019;ITAPECERICA;52152;AM00310059;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000407352-001;03/01/2019;ITAPECERICA;57380;AM00310055;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000418309-001;03/01/2019;ABAETE;50100;AM00225681;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000418309-001;03/01/2019;ABAETE;65992;AM00225682;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000425103-001;03/01/2019;CORREGO FUNDO;65992;AM00310823;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000431427-001;04/01/2019;NOVA SERRANA;50100;AJ200961;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000436997-001;04/01/2019;BAMBUI;51851;AM 00005609;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000436997-001;04/01/2019;BAMBUI;52742;AM 00005607;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000436997-001;04/01/2019;BAMBUI;58350;AM 00005608;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000436997-001;04/01/2019;BAMBUI;60502;AM 00005610;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000446020-001;04/01/2019;SANTO ANTONIO DO MONTE;50371;AC01216642;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000446020-001;04/01/2019;SANTO ANTONIO DO MONTE;51341;AC01216643;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000446020-001;04/01/2019;SANTO ANTONIO DO MONTE;65992;AC01216641;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000446020-001;04/01/2019;SANTO ANTONIO DO MONTE;67261;AC01216644;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000451757-001;04/01/2019;DIVINOPOLIS;6599-2;AM00045207;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000452266-001;04/01/2019;SANTO ANTONIO DO MONTE;51851;AC01216624;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000452266-001;04/01/2019;SANTO ANTONIO DO MONTE;65992;AC01216623;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000452266-001;04/01/2019;SANTO ANTONIO DO MONTE;73400;AC01216625;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000452749-001;04/01/2019;ITAUNA;55411;AG03380151;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000454800-001;04/01/2019;FORMIGA;65992;AM6876;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000456788-001;04/01/2019;DIVINOPOLIS;50450;an00045209;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000456788-001;04/01/2019;DIVINOPOLIS;65992;an00045208;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000459515-001;04/01/2019;ITAUNA;53800;AG03380154;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000465685-001;04/01/2019;ITAUNA;76251;AG03380156;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000467985-001;04/01/2019;ITAUNA;50100;AG3380329;MUNICIPAL;1
2019-000467985-001;04/01/2019;ITAUNA;65992;AG3380328;MUNICIPAL;1
2019-000468412-001;04/01/2019;FORMIGA;50100;AM 6878;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000468412-001;04/01/2019;FORMIGA;65992;AM6877;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000468412-001;04/01/2019;FORMIGA;70301;AM 6879;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000473092-001;04/01/2019;ITAUNA;50100;AG3380334;MUNICIPAL;1
2019-000473092-001;04/01/2019;ITAUNA;65992;AG3380333;MUNICIPAL;1
2019-000473092-001;04/01/2019;ITAUNA;65992;AG3380335;MUNICIPAL;1
2019-000475900-001;04/01/2019;PARA DE MINAS;55680;am203639*;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000475953-001;04/01/2019;PARA DE MINAS;55680;AM203640;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000477285-001;04/01/2019;ITAUNA;55680;AG03380159;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000478944-001;04/01/2019;ITAUNA;55680;AG03380160;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000480668-001;04/01/2019;ITAUNA;50292;AG3380336;MUNICIPAL;1
2019-000484092-001;04/01/2019;LUZ;50100;AM00226334;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000494646-001;04/01/2019;ITAUNA;55414;AG3380331;MUNICIPAL;1
2019-000501442-001;04/01/2019;DIVINOPOLIS;50450;AM00265603;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000503560-001;04/01/2019;DIVINOPOLIS;65992;AM00265454;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000509451-001;04/01/2019;DIVINOPOLIS;65992;AM00265434;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000512769-001;04/01/2019;DIVINOPOLIS;65992;AM00265472;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000529201-001;04/01/2019;PARA DE MINAS;50100;AM00203848;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000529201-001;04/01/2019;PARA DE MINAS;65992;AM00203849;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000531072-001;04/01/2019;BOM DESPACHO;50100;AM00228292;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000531072-001;04/01/2019;BOM DESPACHO;65992;AM00228293;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000532550-001;04/01/2019;PAINEIRAS;65992;AC01215691;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000533961-001;04/01/2019;DIVINOPOLIS;50100;AM00265474;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000533961-001;04/01/2019;DIVINOPOLIS;65992;AM00265473;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000552312-001;04/01/2019;DIVINOPOLIS;65563;am00045966;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000557512-001;04/01/2019;BOM DESPACHO;65992;AM00228361;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000557776-001;04/01/2019;PARA DE MINAS;50100;AM00203850;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000557776-001;04/01/2019;PARA DE MINAS;65992;AM00203851;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000566526-001;04/01/2019;ABAETE;50100;AM00225685;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000566526-001;04/01/2019;ABAETE;65992;AM00225684;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000581957-001;04/01/2019;POMPEU;65992;ac01215694;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000584816-001;04/01/2019;BAMBUI;50450;AM00005613;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000584816-001;04/01/2019;BAMBUI;65992;AM00005612;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000589258-001;05/01/2019;PARA DE MINAS;50100;AM00203803;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000590579-001;05/01/2019;PARA DE MINAS;50100;AM00203804;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000594185-001;05/01/2019;DIVINOPOLIS;51691;AM00045630;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000594185-001;05/01/2019;DIVINOPOLIS;75790;AM00045629;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000595650-001;05/01/2019;DIVINOPOLIS;52152;AM 00051950;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000595650-001;05/01/2019;DIVINOPOLIS;52741;AM 00051948;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000595650-001;05/01/2019;DIVINOPOLIS;58350;AM 00051949;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000613850-001;05/01/2019;NOVA SERRANA;50450;B157509157;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-000613850-001;05/01/2019;NOVA SERRANA;51420;B157509168;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-000613850-001;05/01/2019;NOVA SERRANA;65992;B157509141;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-000613850-001;05/01/2019;NOVA SERRANA;67261;B157509176;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-000615204-001;05/01/2019;DIVINOPOLIS;65561;AC01283076;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000615349-001;05/01/2019;ABAETE;50100;AM00225687;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000615349-001;05/01/2019;ABAETE;64080;AM00225689;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000615349-001;05/01/2019;ABAETE;65992;AM00225688;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000615496-001;05/01/2019;DIVINOPOLIS;50450;AC01283056;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000615496-001;05/01/2019;DIVINOPOLIS;65992;AC01283051;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000616958-001;05/01/2019;NOVA SERRANA;50531;B157509532;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-000616958-001;05/01/2019;NOVA SERRANA;66102;B157509591;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-000618236-001;05/01/2019;ITAUNA;55417;AG03380252;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000619544-001;05/01/2019;PARA DE MINAS;65300;AM00204066;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000619845-001;05/01/2019;DIVINOPOLIS;50450;AC01283054;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000619845-001;05/01/2019;DIVINOPOLIS;51851;AC01283055;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000620040-001;05/01/2019;ITAUNA;55417;AG03380253;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000622288-001;05/01/2019;ITAUNA;54526;AG03380256;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000622808-001;05/01/2019;ITAUNA;76251;AG03380257;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000622836-001;05/01/2019;SANTO ANTONIO DO MONTE;65992;AM00225483;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000624246-001;05/01/2019;ITAUNA;53800;AG03379799;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000628820-001;05/01/2019;ITAUNA;76251;AG03380261;DETRAN - DEPARTAMENTO DE TRANSITO;1
