Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Data Fato;Horário Fato;Descrição Longa Tipo Material;Descrição Longa Unidade Medida;Situação Material;Qtde Materiais;Qtde/Volume Material
2019-000048901-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;JOSE BRANDAO;;PREENCHIMENTO OPCIONAL;;401;PARQUE JARDIM SANTANENSE;;;;ITAUNA;-20,08500610;-44,60886950;01/01/2019;04:00:00;OUTROS - VESTUARIO EM GERAL;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;3,00
2019-000053224-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;AVENIDA;ANTONIO PINTO RESENDE;;PREENCHIMENTO OPCIONAL;;939;SOL NASCENTE;;;;LAGOA DA PRATA;-20,05119950;-45,53335330;01/01/2019;15:01:30;TELEFONE CELULAR;UNIDADE;APREENDIDO;1;1,00
2019-000053421-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;RUA;BOM DESPACHO;;PREENCHIMENTO OPCIONAL;;324;MARISA;;;;NOVA SERRANA;-19,88285930;-44,98476850;01/01/2019;14:26:19;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-000059300-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;JOSIAS CALDEIRA;;PREENCHIMENTO OPCIONAL;;380;SANTA LUCIA;;;;DIVINOPOLIS;-20,16423490;-44,84378180;01/01/2019;15:03:36;FOGAO / BOTIJAO DE GAS;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000059300-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;JOSIAS CALDEIRA;;PREENCHIMENTO OPCIONAL;;380;SANTA LUCIA;;;;DIVINOPOLIS;-20,16423490;-44,84378180;01/01/2019;15:03:36;TELEVISAO;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000063007-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;AFRANIO PEIXOTO;;CAMPOS GERAIS;;;SAO JOSE;;;;DIVINOPOLIS;-20,16173820;-44,90638710;01/01/2019;16:37:03;BOLSA / MOCHILA;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-000063007-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;AFRANIO PEIXOTO;;CAMPOS GERAIS;;;SAO JOSE;;;;DIVINOPOLIS;-20,16173820;-44,90638710;01/01/2019;16:37:03;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);2;2,00
2019-000064209-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;U34200;CONSUMADO;RUA;PEDRO MARTINS MACHADO;;PREENCHIMENTO OPCIONAL;;261;SANTA LUCIA;;;;DIVINOPOLIS;-20,16487630;-44,84038910;01/01/2019;03:00:00;CHIP DE TELEFONIA MOVEL;UNIDADE;EXTRAVIADO;2;2,00
2019-000064209-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;U34200;CONSUMADO;RUA;PEDRO MARTINS MACHADO;;PREENCHIMENTO OPCIONAL;;261;SANTA LUCIA;;;;DIVINOPOLIS;-20,16487630;-44,84038910;01/01/2019;03:00:00;CHIP MEMORIA REMOVIVEL;UNIDADE;EXTRAVIADO;1;1,00
2019-000064209-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;U34200;CONSUMADO;RUA;PEDRO MARTINS MACHADO;;PREENCHIMENTO OPCIONAL;;261;SANTA LUCIA;;;;DIVINOPOLIS;-20,16487630;-44,84038910;01/01/2019;03:00:00;TELEFONE CELULAR;UNIDADE;EXTRAVIADO;1;1,00
2019-000066145-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E08019;CONSUMADO;RUA;SENADOR MELO VIANA;;PREENCHIMENTO OPCIONAL;;1123;TREVO;;;;POMPEU;-19,22612790;-44,99415060;01/01/2019;17:00:00;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-000066264-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;HERMINIA LAGE TEIXEIRA;;PREENCHIMENTO OPCIONAL;;152;SAO PAULO;;;;PARA DE MINAS;-19,83402000;-44,60474210;01/01/2019;17:13:58;CRACK EM PEDRAS;UNIDADE;APREENDIDO;4;45,00
2019-000066264-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;HERMINIA LAGE TEIXEIRA;;PREENCHIMENTO OPCIONAL;;152;SAO PAULO;;;;PARA DE MINAS;-19,83402000;-44,60474210;01/01/2019;17:13:58;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;APREENDIDO;2;0,00
2019-000066264-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;HERMINIA LAGE TEIXEIRA;;PREENCHIMENTO OPCIONAL;;152;SAO PAULO;;;;PARA DE MINAS;-19,83402000;-44,60474210;01/01/2019;17:13:58;TELEFONE CELULAR;UNIDADE;APREENDIDO;4;4,00
2019-000068160-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;MARIA GONCALVES DE VASCONCELOS;;PREENCHIMENTO OPCIONAL;;685;INVÁLIDO;VÁRZEA DA OLARIA;;;ITAUNA;;;01/01/2019;17:31:00;COLAR / GARGANTILHA / CORDAO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-000068160-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;MARIA GONCALVES DE VASCONCELOS;;PREENCHIMENTO OPCIONAL;;685;INVÁLIDO;VÁRZEA DA OLARIA;;;ITAUNA;;;01/01/2019;17:31:00;TELEVISAO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-000068198-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;B08021;CONSUMADO;RUA;MARIA HELENA ALVARES;;PREENCHIMENTO OPCIONAL;;70;CENTRO;;;;MORADA NOVA DE MINAS;-18,61265150;-45,36126280;01/01/2019;16:30:00;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;UNIDADE;APREENDIDO;1;1,00
2019-000077223-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;POVOADO;PRATA DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;SAO GONCALO DO PARA;-20,06429510;-44,83706580;01/01/2019;18:53:09;TELEVISAO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-000077490-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;B01129;CONSUMADO;RUA;INVÁLIDO;JOSE ANTONIO DOS SANTOS - CLUBE ARPA;PREENCHIMENTO OPCIONAL;;503;INVÁLIDO;;;;PARA DE MINAS;;;01/01/2019;18:28:39;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;RECOLHIDO;1;0,00
2019-000078180-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;RUA;LASSANCE CUNHA;;PREENCHIMENTO OPCIONAL;;824;JARDIM ALVORADA;;;;FORMIGA;-20,47285310;-45,42520250;01/01/2019;19:02:08;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;RECUPERADO;1;7,00
2019-000078180-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;RUA;LASSANCE CUNHA;;PREENCHIMENTO OPCIONAL;;824;JARDIM ALVORADA;;;;FORMIGA;-20,47285310;-45,42520250;01/01/2019;19:02:08;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;RECUPERADO;1;0,00
2019-000078180-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;RUA;LASSANCE CUNHA;;PREENCHIMENTO OPCIONAL;;824;JARDIM ALVORADA;;;;FORMIGA;-20,47285310;-45,42520250;01/01/2019;19:02:08;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-000078180-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;RUA;LASSANCE CUNHA;;PREENCHIMENTO OPCIONAL;;824;JARDIM ALVORADA;;;;FORMIGA;-20,47285310;-45,42520250;01/01/2019;19:02:08;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;RECUPERADO;1;0,00
2019-000079971-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;22 CIA PM/16 BPM/1 RPM;C01155;CONSUMADO;RODOVIA;LMG 893;;PREENCHIMENTO OPCIONAL;;3;INVÁLIDO;;;;FORMIGA;-20,49600690;-45,56006290;01/01/2019;19:20:16;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000081262-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;PITANGUI;;PREENCHIMENTO OPCIONAL;;518;NOSSA SRA. DA CONCEIÇAO;;;;POMPEU;-19,22024190;-44,98806140;01/01/2019;19:00:00;PASTA DE COCAINA;PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-000083638-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;CONDOMINIO;FAZENDA CANAA;CANAA;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;ZONA RURAL;;ESTRADA DA PASSAGEM 7 KM DO CAIC;BOM DESPACHO;-19,73235070;-45,18510680;01/01/2019;17:57:29;FOGAO / BOTIJAO DE GAS;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-000084281-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;27;INVÁLIDO;;;;DIVINOPOLIS;-20,09506230;-44,92228230;01/01/2019;20:03:58;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-000085496-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;B08021;CONSUMADO;RUA;TURMALINA;;PREENCHIMENTO OPCIONAL;;66;ESPIRITO SANTO;;;;DIVINOPOLIS;-20,13361350;-44,87402280;01/01/2019;19:36:29;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;PREENCHIMENTO OPCIONAL;APREENDIDO;1;1,00
2019-000086174-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;JACINTO TEOTONIO MENDONCA;;PREENCHIMENTO OPCIONAL;;75;RECANTO DA LAGOA;;;;PARA DE MINAS;-19,86959620;-44,57370930;01/01/2019;19:32:07;MICRO COMPUTADOR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-000086174-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;JACINTO TEOTONIO MENDONCA;;PREENCHIMENTO OPCIONAL;;75;RECANTO DA LAGOA;;;;PARA DE MINAS;-19,86959620;-44,57370930;01/01/2019;19:32:07;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);2;2,00
2019-000086174-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;JACINTO TEOTONIO MENDONCA;;PREENCHIMENTO OPCIONAL;;75;RECANTO DA LAGOA;;;;PARA DE MINAS;-19,86959620;-44,57370930;01/01/2019;19:32:07;OUTROS OBJETOS PESSOAIS (DISCRIMINAR NO HISTORICO);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-000086174-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;JACINTO TEOTONIO MENDONCA;;PREENCHIMENTO OPCIONAL;;75;RECANTO DA LAGOA;;;;PARA DE MINAS;-19,86959620;-44,57370930;01/01/2019;19:32:07;TELEVISAO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-000086302-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;RUA;CHIQUINHO DA QUITA;;PREENCHIMENTO OPCIONAL;;120;VOLTA DO BREJO;;;;POMPEU;-19,21609100;-44,98549960;01/01/2019;19:40:00;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;UNIDADE;APREENDIDO;1;7,00
2019-000090551-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;MIGUEL GONTIJO;;PREENCHIMENTO OPCIONAL;;271;PARAISO;;;;DIVINOPOLIS;-20,16920600;-44,86460360;01/01/2019;20:37:44;TELEVISAO;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000090614-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;ALTAIR GONCALVES FRANCO;;PREENCHIMENTO OPCIONAL;;707;GARCIAS;;;;ITAUNA;-20,09222850;-44,60294910;01/01/2019;21:16:36;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000090614-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;ALTAIR GONCALVES FRANCO;;PREENCHIMENTO OPCIONAL;;707;GARCIAS;;;;ITAUNA;-20,09222850;-44,60294910;01/01/2019;21:16:36;TELEVISAO;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000093752-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;MINAS GERAIS;PREENCHIMENTO OPCIONAL;;1471;INVÁLIDO;SAO JOSE;AP 402;;PARA DE MINAS;;;01/01/2019;21:13:46;BRINCO / BROCHE / ANEL;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);7;0,00
2019-000093752-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;MINAS GERAIS;PREENCHIMENTO OPCIONAL;;1471;INVÁLIDO;SAO JOSE;AP 402;;PARA DE MINAS;;;01/01/2019;21:13:46;COLAR / GARGANTILHA / CORDAO;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);2;0,00
2019-000093752-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;MINAS GERAIS;PREENCHIMENTO OPCIONAL;;1471;INVÁLIDO;SAO JOSE;AP 402;;PARA DE MINAS;;;01/01/2019;21:13:46;MICRO COMPUTADOR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000093752-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;MINAS GERAIS;PREENCHIMENTO OPCIONAL;;1471;INVÁLIDO;SAO JOSE;AP 402;;PARA DE MINAS;;;01/01/2019;21:13:46;OUTROS - FERRAMENTAS EM GERAL;UNIDADE;APREENDIDO;1;0,00
2019-000093752-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;MINAS GERAIS;PREENCHIMENTO OPCIONAL;;1471;INVÁLIDO;SAO JOSE;AP 402;;PARA DE MINAS;;;01/01/2019;21:13:46;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000093752-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;MINAS GERAIS;PREENCHIMENTO OPCIONAL;;1471;INVÁLIDO;SAO JOSE;AP 402;;PARA DE MINAS;;;01/01/2019;21:13:46;OUTROS OBJETOS PESSOAIS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);7;0,00
2019-000093752-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;MINAS GERAIS;PREENCHIMENTO OPCIONAL;;1471;INVÁLIDO;SAO JOSE;AP 402;;PARA DE MINAS;;;01/01/2019;21:13:46;PULSEIRA / BRACELETE;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);3;0,00
2019-000093990-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;ESPIRITO SANTO;PREENCHIMENTO OPCIONAL;;1281;INVÁLIDO;;;;NOVA SERRANA;;;01/01/2019;21:33:44;FOGAO / BOTIJAO DE GAS;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000093990-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;ESPIRITO SANTO;PREENCHIMENTO OPCIONAL;;1281;INVÁLIDO;;;;NOVA SERRANA;;;01/01/2019;21:33:44;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000093990-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;ESPIRITO SANTO;PREENCHIMENTO OPCIONAL;;1281;INVÁLIDO;;;;NOVA SERRANA;;;01/01/2019;21:33:44;TELEVISAO;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000094900-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;U33004;CONSUMADO;POVOADO;INVÁLIDO;BARREIRO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;ONCA DO PITANGUI;;;01/01/2019;20:00:00;BARRA DE FERRO DE PONTA AFIADA - VULGO CHUCHO;PREENCHIMENTO OPCIONAL;APREENDIDO;1;1,00
2019-000094900-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;U33004;CONSUMADO;POVOADO;INVÁLIDO;BARREIRO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;ONCA DO PITANGUI;;;01/01/2019;20:00:00;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;UNIDADE;APREENDIDO;1;2,00
2019-000095792-001;POLICIA MILITAR;INVÁLIDO;60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;ANTONIO HONORIO DOS SANTOS;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;SAO GERALDO IL;;;NOVA SERRANA;;;01/01/2019;21:46:05;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-000096351-001;POLICIA MILITAR;INVÁLIDO;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;ATENAS;PREENCHIMENTO OPCIONAL;;405;INVÁLIDO;PADRE EUSTAQUIO;;;DIVINOPOLIS;;;01/01/2019;20:26:44;FOGAO / BOTIJAO DE GAS;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000096351-001;POLICIA MILITAR;INVÁLIDO;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;ATENAS;PREENCHIMENTO OPCIONAL;;405;INVÁLIDO;PADRE EUSTAQUIO;;;DIVINOPOLIS;;;01/01/2019;20:26:44;IMPRESSORA;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000096351-001;POLICIA MILITAR;INVÁLIDO;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;ATENAS;PREENCHIMENTO OPCIONAL;;405;INVÁLIDO;PADRE EUSTAQUIO;;;DIVINOPOLIS;;;01/01/2019;20:26:44;OUTROS - VESTUARIO EM GERAL;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000096574-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;IPIRANGA;;PREENCHIMENTO OPCIONAL;;725;DA PROVIDENCIA;;;;PARA DE MINAS;-19,86477600;-44,58330900;01/01/2019;21:39:52;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000097917-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;AMAZONAS;PREENCHIMENTO OPCIONAL;;1122;INVÁLIDO;SAO JOSE;;;PARA DE MINAS;;;01/01/2019;21:43:18;BRINCO / BROCHE / ANEL;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000097917-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;AMAZONAS;PREENCHIMENTO OPCIONAL;;1122;INVÁLIDO;SAO JOSE;;;PARA DE MINAS;;;01/01/2019;21:43:18;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);2;60,00
2019-000097917-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;AMAZONAS;PREENCHIMENTO OPCIONAL;;1122;INVÁLIDO;SAO JOSE;;;PARA DE MINAS;;;01/01/2019;21:43:18;MICRO COMPUTADOR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);2;2,00
2019-000097917-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;AMAZONAS;PREENCHIMENTO OPCIONAL;;1122;INVÁLIDO;SAO JOSE;;;PARA DE MINAS;;;01/01/2019;21:43:18;MOEDA ESTRANGEIRA;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000097917-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;AMAZONAS;PREENCHIMENTO OPCIONAL;;1122;INVÁLIDO;SAO JOSE;;;PARA DE MINAS;;;01/01/2019;21:43:18;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-000097917-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;AMAZONAS;PREENCHIMENTO OPCIONAL;;1122;INVÁLIDO;SAO JOSE;;;PARA DE MINAS;;;01/01/2019;21:43:18;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-000104243-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03016;CONSUMADO;RUA;JESUS JOTA;;PREENCHIMENTO OPCIONAL;;1501;PONTE FUNDA;;bloco 02 ap 303;;DIVINOPOLIS;-20,15643730;-44,86144980;01/01/2019;23:24:45;BUCHA DE MACONHA;UNIDADE;APREENDIDO;1;1,00
2019-000104243-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03016;CONSUMADO;RUA;JESUS JOTA;;PREENCHIMENTO OPCIONAL;;1501;PONTE FUNDA;;bloco 02 ap 303;;DIVINOPOLIS;-20,15643730;-44,86144980;01/01/2019;23:24:45;CARTUCHO INTACTO (MUNICAO) DE CALIBRE RESTRITO;UNIDADE;APREENDIDO;1;15,00
2019-000104243-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03016;CONSUMADO;RUA;JESUS JOTA;;PREENCHIMENTO OPCIONAL;;1501;PONTE FUNDA;;bloco 02 ap 303;;DIVINOPOLIS;-20,15643730;-44,86144980;01/01/2019;23:24:45;TELEFONE CELULAR;UNIDADE;APREENDIDO;1;1,00
