UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO;ANO
AC;ACRELANDIA;5004;1085;0;230;16;496;40;0;1;8;2709;312;43;0;37;21;0;0;0;0;0;6;2016
AC;ASSIS BRASIL;1404;240;0;28;0;106;15;0;2;2;897;104;2;0;7;0;0;0;0;0;0;1;2016
AC;BRASILEIA;7736;1835;0;234;74;858;71;0;5;4;3564;888;17;0;48;116;0;0;0;0;3;19;2016
AC;BUJARI;1741;517;0;107;9;224;19;0;9;4;774;35;12;0;18;10;0;0;0;0;2;1;2016
AC;CAPIXABA;1754;494;0;77;2;200;16;0;2;1;812;112;13;0;19;5;0;0;0;0;0;1;2016
AC;CRUZEIRO DO SUL;27807;5524;0;710;59;2267;265;1;30;59;13323;5267;66;0;26;106;0;1;0;0;12;91;2016
AC;EPITACIOLANDIA;5131;1314;0;214;104;598;64;0;2;2;2004;617;14;0;60;125;0;0;0;0;2;11;2016
AC;FEIJO;3086;491;0;109;4;299;31;0;20;2;1623;472;6;0;9;8;0;0;0;0;3;9;2016
AC;JORDAO;86;9;0;3;0;10;0;0;0;0;42;22;0;0;0;0;0;0;0;0;0;0;2016
AC;MANCIO LIMA;3100;490;0;79;5;248;17;0;1;3;1791;441;11;0;1;9;0;0;0;0;0;4;2016
AC;MANOEL URBANO;868;178;0;48;0;106;5;0;2;0;415;85;5;0;23;0;0;0;0;0;0;1;2016
AC;MARECHAL THAUMATURGO;286;8;0;10;0;25;0;0;0;0;207;28;8;0;0;0;0;0;0;0;0;0;2016
AC;PLACIDO DE CASTRO;4030;1132;0;145;12;378;40;0;5;3;1925;316;16;0;33;13;3;0;0;0;6;3;2016
AC;PORTO ACRE;3208;697;0;171;5;339;35;0;4;1;1771;118;35;0;24;6;0;2;0;0;0;0;2016
AC;PORTO WALTER;214;3;0;9;0;18;0;0;0;0;152;28;4;0;0;0;0;0;0;0;0;0;2016
AC;RIO BRANCO;164251;61955;0;4125;471;15890;3264;8;380;224;62738;10291;718;0;2266;800;55;19;0;2;120;925;2016
AC;RODRIGUES ALVES;1236;132;0;16;1;70;2;0;1;0;805;199;7;0;0;1;0;0;0;0;0;2;2016
AC;SANTA ROSA DO PURUS;141;14;0;4;0;16;0;0;0;0;86;15;3;0;3;0;0;0;0;0;0;0;2016
AC;SENA MADUREIRA;7046;1269;0;97;5;687;46;0;15;5;3585;1263;8;0;44;5;0;0;0;0;2;15;2016
AC;SENADOR GUIOMARD;5907;1793;0;344;30;654;56;0;10;9;2477;354;29;0;90;38;1;0;0;0;3;19;2016
AC;TARAUACA;4041;476;0;138;8;317;42;0;8;20;1989;967;25;0;11;10;0;0;0;0;9;21;2016
AC;XAPURI;3479;699;0;70;3;308;18;1;1;4;2077;255;5;0;28;4;1;0;0;0;0;5;2016
AL;AGUA BRANCA;3641;804;0;71;2;484;33;0;0;73;2020;121;11;0;13;8;0;0;0;0;0;1;2016
AL;ANADIA;2399;852;0;43;1;114;76;0;0;42;999;183;38;0;41;9;0;0;0;0;0;1;2016
AL;ARAPIRACA;94237;29272;0;2883;395;6164;1556;1;29;390;37190;13258;379;0;1493;807;10;3;0;0;27;380;2016
AL;ATALAIA;5652;3118;0;200;15;249;148;1;0;47;1262;100;138;0;306;58;0;0;0;0;2;8;2016
AL;BARRA DE SANTO ANTONIO;1720;782;0;31;1;94;39;0;0;4;641;38;22;0;53;10;0;0;0;0;0;5;2016
AL;BARRA DE SAO MIGUEL;1428;710;0;29;1;88;37;0;1;4;454;28;9;0;43;10;0;0;0;0;1;13;2016
AL;BATALHA;3222;964;0;108;2;207;22;0;0;38;1588;226;11;0;39;9;0;0;0;0;1;7;2016
AL;BELEM;1019;304;0;11;0;52;19;0;0;23;552;28;5;0;21;4;0;0;0;0;0;0;2016
AL;BELO MONTE;649;153;0;35;0;50;6;0;0;14;371;9;7;0;1;1;0;0;0;0;0;2;2016
AL;BOCA DA MATA;5039;1757;0;217;29;211;69;0;0;68;1972;394;93;0;135;85;0;0;0;0;1;8;2016
AL;BRANQUINHA;1206;357;0;30;0;68;14;0;1;20;658;21;20;0;13;4;0;0;0;0;0;0;2016
AL;CACIMBINHAS;1794;504;0;66;0;104;19;0;0;46;932;68;12;0;28;11;0;0;0;0;0;4;2016
AL;CAJUEIRO;2636;964;0;89;2;109;49;0;0;8;1119;131;49;0;91;18;0;0;0;0;1;6;2016
AL;CAMPESTRE;502;198;0;31;0;33;33;0;0;53;115;10;9;0;18;0;0;0;0;0;1;1;2016
AL;CAMPO ALEGRE;3902;1526;0;128;33;207;56;2;2;107;1202;323;129;0;111;70;0;0;0;0;1;5;2016
AL;CAMPO GRANDE;2197;473;0;51;0;114;5;0;0;18;1422;84;19;0;8;2;0;0;0;0;0;1;2016
AL;CANAPI;2193;544;0;46;1;188;15;0;0;39;1244;79;22;0;11;3;0;0;0;0;1;0;2016
AL;CAPELA;1728;713;0;65;4;83;36;0;0;5;644;47;59;0;51;20;0;0;0;0;0;1;2016
AL;CARNEIROS;1030;261;0;33;3;80;9;0;0;11;580;23;5;0;19;5;0;0;0;0;0;1;2016
AL;CHA PRETA;1123;269;0;30;0;75;11;0;0;7;698;11;6;0;12;2;0;0;0;0;1;1;2016
AL;COITE DO NOIA;2286;509;0;73;0;122;13;0;0;8;1374;143;26;0;12;4;0;0;0;0;2;0;2016
AL;COLONIA LEOPOLDINA;1358;582;0;81;1;85;64;0;0;22;447;25;33;0;16;1;0;0;0;0;0;1;2016
AL;COQUEIRO SECO;889;411;0;8;0;40;13;0;1;3;374;6;9;0;18;5;0;0;0;0;0;1;2016
AL;CORURIPE;11536;3586;0;339;41;815;140;2;21;78;4489;1140;231;0;433;182;0;0;0;0;1;38;2016
AL;CRAIBAS;4562;1345;0;150;0;335;43;0;0;36;2135;437;28;0;40;9;0;0;0;0;0;4;2016
AL;DELMIRO GOUVEIA;17191;6425;0;545;28;1463;230;1;0;410;6718;1014;67;0;145;92;0;0;0;0;7;46;2016
AL;DOIS RIACHOS;2369;568;0;79;2;128;44;0;0;17;1396;79;13;0;27;12;1;0;0;0;0;3;2016
AL;ESTRELA DE ALAGOAS;3007;830;0;50;1;217;30;0;1;85;1619;99;25;0;30;16;0;0;0;0;0;4;2016
AL;FEIRA GRANDE;3956;747;0;82;1;326;23;0;0;2;2238;474;46;0;9;5;1;0;0;0;1;1;2016
AL;FELIZ DESERTO;547;181;0;10;0;36;4;0;0;4;252;28;11;0;13;6;0;0;0;0;0;2;2016
AL;FLEXEIRAS;1227;559;0;34;0;61;19;0;0;20;427;15;45;0;26;16;0;0;0;0;1;4;2016
AL;GIRAU DO PONCIANO;7347;1971;0;201;6;461;75;0;0;60;3891;545;68;0;41;19;0;0;0;0;1;8;2016
AL;IBATEGUARA;1767;562;0;43;2;143;23;0;0;62;818;75;15;0;22;1;0;0;0;0;0;1;2016
AL;IGACI;4622;1355;0;128;1;342;38;0;1;127;2227;310;38;0;36;18;0;0;0;0;0;1;2016
AL;IGREJA NOVA;3969;820;0;83;2;123;14;0;0;25;2483;239;96;0;41;40;0;1;0;0;0;2;2016
AL;INHAPI;3639;799;0;72;9;275;25;0;0;24;2172;214;7;0;27;13;0;0;0;0;0;2;2016
AL;JACARE DOS HOMENS;804;254;0;37;1;40;3;0;0;7;422;19;11;0;8;1;0;0;0;0;0;1;2016
AL;JACUIPE;489;166;0;12;0;30;30;0;0;13;212;5;16;0;4;0;0;0;0;0;1;0;2016
AL;JAPARATINGA;1069;480;0;15;0;69;42;0;3;24;380;15;13;0;18;7;0;0;0;0;0;3;2016
AL;JARAMATAIA;692;242;0;29;1;59;5;0;0;10;307;23;7;0;3;5;0;0;0;0;0;1;2016
AL;JEQUIA DA PRAIA;1139;387;0;38;5;73;8;0;0;7;511;23;38;0;39;7;0;0;0;0;0;3;2016
AL;JOAQUIM GOMES;2109;793;0;108;3;158;34;0;0;26;821;30;75;0;41;17;0;0;0;0;1;2;2016
AL;JUNDIA;523;192;0;15;0;34;22;0;0;5;227;4;14;0;9;1;0;0;0;0;0;0;2016
AL;JUNQUEIRO;4683;1257;0;192;50;322;35;1;0;25;1907;554;111;0;149;74;3;0;0;0;0;3;2016
AL;LAGOA DA CANOA;4109;1010;0;97;4;251;25;0;0;24;2225;392;31;0;28;18;0;0;0;0;0;4;2016
AL;LIMOEIRO DE ANADIA;4299;1046;0;127;5;374;44;1;0;26;2005;563;46;0;49;13;0;0;0;0;0;0;2016
AL;MACEIO;306553;178312;0;7273;1127;20780;12275;17;259;1159;64810;4115;2141;1;6826;3339;18;36;0;12;109;3944;2016
AL;MAJOR ISIDORO;2868;794;0;91;20;165;33;0;0;33;1519;94;25;0;32;53;0;0;0;0;0;9;2016
AL;MAR VERMELHO;838;196;0;13;0;36;3;0;0;2;539;28;9;0;11;1;0;0;0;0;0;0;2016
AL;MARAGOGI;2980;1296;0;79;0;198;136;0;20;129;891;118;39;0;51;7;0;0;0;0;2;14;2016
AL;MARAVILHA;1890;536;0;57;1;122;11;0;0;45;1041;34;9;0;28;5;0;1;0;0;0;0;2016
AL;MARECHAL DEODORO;8818;4546;0;293;17;603;283;0;32;65;2115;140;154;0;364;91;0;0;0;0;12;103;2016
AL;MARIBONDO;2291;907;0;72;2;179;46;0;5;16;860;70;15;0;82;31;0;0;0;0;0;6;2016
AL;MATA GRANDE;3631;738;0;63;2;488;32;0;0;33;2111;111;12;0;28;10;0;0;0;0;0;3;2016
AL;MATRIZ DE CAMARAGIBE;3330;1286;0;136;0;226;100;0;2;27;1215;49;123;0;117;36;0;0;0;0;2;11;2016
AL;MESSIAS;2083;877;0;67;4;130;74;0;0;47;699;44;90;0;33;13;0;0;0;0;0;5;2016
AL;MINADOR DO NEGRAO;1135;308;0;54;0;80;8;0;0;12;641;10;8;0;9;5;0;0;0;0;0;0;2016
AL;MONTEIROPOLIS;884;236;0;14;1;74;7;0;0;4;503;29;6;0;5;2;0;0;0;0;0;3;2016
AL;MURICI;3494;1061;0;116;6;177;61;0;0;24;1598;231;97;0;90;22;0;0;0;0;1;10;2016
AL;NOVO LINO;1440;671;0;64;1;75;78;0;0;45;388;10;63;0;33;8;0;0;0;0;0;4;2016
AL;OLHO D'AGUA DAS FLORES;4549;1358;0;118;5;355;62;0;0;96;2182;222;30;0;90;18;0;0;0;0;0;13;2016
AL;OLHO D'AGUA DO CASADO;1388;440;0;35;0;99;10;0;0;17;738;32;10;0;3;4;0;0;0;0;0;0;2016
AL;OLHO D'AGUA GRANDE;864;191;0;14;0;33;6;0;0;2;554;47;12;0;4;1;0;0;0;0;0;0;2016
AL;OLIVENCA;2182;579;0;60;0;124;15;0;1;28;1288;47;12;0;18;6;0;0;0;0;0;4;2016
AL;OURO BRANCO;2261;629;0;83;2;124;35;0;0;45;1216;46;30;0;34;16;0;0;0;0;0;1;2016
AL;PALESTINA;452;159;0;11;1;39;9;0;0;14;198;13;5;0;2;1;0;0;0;0;0;0;2016
AL;PALMEIRA DOS INDIOS;22007;7500;0;623;39;1479;345;0;33;273;9597;1454;70;0;322;202;7;0;0;1;2;60;2016
AL;PAO DE ACUCAR;2638;762;0;74;1;177;31;0;0;37;1310;190;14;0;34;3;0;0;0;0;3;2;2016
AL;PARICONHA;1919;400;0;41;1;213;11;0;0;34;1150;38;18;0;6;5;0;0;0;0;1;1;2016
AL;PARIPUEIRA;1567;757;0;59;2;125;41;0;2;5;430;22;18;0;74;15;0;1;0;0;0;16;2016
AL;PASSO DE CAMARAGIBE;1332;566;0;39;2;72;21;0;0;9;527;19;31;0;32;13;0;0;0;0;0;1;2016
AL;PAULO JACINTO;1136;294;0;18;0;90;10;0;0;9;668;24;9;0;8;5;0;0;0;0;0;1;2016
AL;PENEDO;15262;5425;0;243;16;880;226;0;72;64;6215;1477;251;0;257;89;2;1;0;0;2;42;2016
AL;PIACABUCU;1771;596;0;33;0;168;38;0;4;12;669;153;19;0;60;11;0;0;0;0;1;7;2016
AL;PILAR;5775;2822;0;153;22;308;184;0;6;55;1561;304;73;0;219;44;0;0;0;4;1;19;2016
AL;PINDOBA;362;86;0;7;0;25;7;0;0;1;224;3;4;0;5;0;0;0;0;0;0;0;2016
AL;PIRANHAS;4585;1332;0;82;6;307;32;0;0;97;2456;202;16;0;38;9;0;1;0;0;2;5;2016
AL;POCO DAS TRINCHEIRAS;2338;547;0;66;0;156;24;0;0;58;1379;52;24;0;18;13;0;0;0;0;0;1;2016
AL;PORTO CALVO;4402;1466;0;194;10;207;178;0;6;124;1860;128;72;0;122;22;0;0;0;0;4;9;2016
AL;PORTO DE PEDRAS;946;359;0;18;0;55;11;0;1;9;430;24;10;0;24;2;0;0;0;0;1;2;2016
AL;PORTO REAL DO COLEGIO;1888;609;0;31;3;83;21;0;0;32;977;80;21;0;22;4;0;1;0;0;0;4;2016
AL;QUEBRANGULO;1857;458;0;38;0;126;36;0;0;9;1105;50;13;0;12;9;0;0;0;0;0;1;2016
AL;RIO LARGO;12950;6573;0;462;95;696;357;0;14;191;3560;167;203;0;355;234;4;0;0;0;4;35;2016
AL;ROTEIRO;774;326;0;13;1;46;40;0;0;29;266;11;13;0;19;10;0;0;0;0;0;0;2016
AL;SANTA LUZIA DO NORTE;1032;509;0;20;6;59;32;0;0;5;287;6;56;0;35;15;0;0;0;0;0;2;2016
AL;SANTANA DO IPANEMA;14091;3745;0;432;7;893;139;0;1;213;7472;783;39;0;257;66;0;0;0;0;9;35;2016
AL;SANTANA DO MUNDAU;2230;418;0;74;6;120;20;0;0;35;1395;97;11;0;32;20;0;0;0;0;0;2;2016
AL;SAO BRAS;438;150;0;4;0;34;7;0;0;4;217;12;6;0;2;1;0;0;0;0;1;0;2016
AL;SAO JOSE DA LAJE;3197;1224;0;111;1;155;65;0;0;73;1284;146;53;0;49;13;0;0;0;0;3;20;2016
AL;SAO JOSE DA TAPERA;4410;1419;0;127;0;315;53;0;0;75;2107;204;29;0;56;16;0;0;0;0;3;6;2016
AL;SAO LUIS DO QUITUNDE;4132;1557;0;233;2;229;56;0;2;33;1471;116;190;0;182;53;1;0;0;0;0;7;2016
AL;SAO MIGUEL DOS CAMPOS;13380;5168;0;441;85;625;242;0;1;151;4729;1012;160;0;436;283;0;0;0;0;2;45;2016
AL;SAO MIGUEL DOS MILAGRES;1059;397;0;30;0;71;29;0;1;3;432;58;8;0;21;5;0;1;0;0;0;3;2016
AL;SAO SEBASTIAO;6506;1656;0;159;31;326;30;0;1;45;3119;811;134;0;125;61;0;0;0;0;2;6;2016
AL;SATUBA;2072;1159;0;60;29;101;46;0;4;16;530;20;25;0;37;38;0;0;0;0;0;7;2016
AL;SENADOR RUI PALMEIRA;1819;421;0;42;0;151;13;0;1;17;1083;50;15;0;23;2;0;0;0;0;1;0;2016
AL;TANQUE D'ARCA;1057;278;0;14;1;45;34;0;0;18;607;29;10;0;17;4;0;0;0;0;0;0;2016
AL;TAQUARANA;3850;917;0;107;1;249;45;0;0;68;2144;221;40;0;38;12;0;0;0;0;0;8;2016
AL;TEOTONIO VILELA;6770;2057;0;187;39;340;75;1;1;84;2783;671;186;0;239;85;0;0;0;0;0;22;2016
AL;TRAIPU;3070;632;0;98;1;164;14;0;0;15;1991;115;23;0;14;3;0;0;0;0;0;0;2016
AL;UNIAO DOS PALMARES;14581;4304;0;511;22;814;194;0;6;258;7266;653;195;0;259;74;0;0;0;0;3;22;2016
AL;VICOSA;5186;1582;0;140;8;288;83;0;1;30;2738;137;45;0;92;25;2;0;0;0;0;15;2016
AM;ALVARAES;562;12;0;9;0;24;1;0;0;0;378;133;3;0;0;0;0;0;0;0;2;0;2016
AM;AMATURA;270;4;0;3;0;6;2;0;0;0;165;89;1;0;0;0;0;0;0;0;0;0;2016
AM;ANAMA;136;5;0;1;0;5;0;0;2;0;95;21;6;0;0;0;0;0;0;0;1;0;2016
AM;ANORI;426;15;0;7;1;33;3;0;0;1;272;91;3;0;0;0;0;0;0;0;0;0;2016
AM;APUI;3100;270;0;154;11;374;28;0;0;3;1710;485;27;0;5;22;0;0;0;0;3;8;2016
AM;ATALAIA DO NORTE;415;17;0;2;0;25;4;0;0;1;230;135;1;0;0;0;0;0;0;0;0;0;2016
AM;AUTAZES;1807;207;0;37;0;106;24;0;3;4;1008;380;21;0;1;0;0;0;0;0;14;2;2016
AM;BARCELOS;883;92;0;11;0;58;9;0;1;1;470;235;1;0;1;0;0;0;0;0;1;3;2016
AM;BARREIRINHA;542;9;0;9;0;18;1;0;0;0;348;147;6;0;0;1;0;0;0;0;3;0;2016
AM;BENJAMIN CONSTANT;1394;50;0;12;0;31;15;0;0;6;736;533;4;0;0;0;0;0;0;0;5;2;2016
AM;BERURI;348;14;0;2;0;29;1;0;0;0;237;64;0;0;0;0;0;0;0;0;1;0;2016
AM;BOA VISTA DO RAMOS;362;5;0;3;0;13;1;0;0;0;279;59;1;0;0;0;0;0;0;0;1;0;2016
AM;BOCA DO ACRE;2776;465;0;60;14;137;13;1;0;4;1585;441;8;0;7;32;0;0;0;0;7;2;2016
AM;BORBA;842;60;0;20;0;48;11;0;1;0;499;194;6;0;0;0;0;0;0;0;2;1;2016
AM;CAAPIRANGA;238;14;0;9;0;31;1;0;0;1;118;52;8;0;0;0;0;0;0;0;4;0;2016
AM;CANUTAMA;195;9;0;5;0;17;2;0;0;0;116;43;1;0;0;0;0;0;0;0;2;0;2016
AM;CARAUARI;2272;57;0;40;0;85;17;0;0;1;1531;533;1;0;0;0;0;0;0;0;6;1;2016
AM;CAREIRO;1864;345;0;76;1;208;112;0;4;48;846;123;70;0;4;8;0;0;0;0;18;1;2016
AM;CAREIRO DA VARZEA;384;98;0;23;0;30;37;0;3;26;89;26;43;0;0;0;0;0;0;1;7;1;2016
AM;COARI;9806;489;0;135;4;353;51;0;5;7;6205;2497;13;0;2;2;0;0;0;0;33;10;2016
AM;CODAJAS;573;25;0;9;0;36;6;0;1;2;397;92;4;0;0;0;0;0;0;0;0;1;2016
AM;EIRUNEPE;1573;82;0;35;0;78;10;0;0;1;890;471;5;0;0;0;0;0;0;0;1;0;2016
AM;ENVIRA;415;12;0;17;1;31;5;0;0;0;272;73;4;0;0;0;0;0;0;0;0;0;2016
AM;FONTE BOA;1349;14;0;16;0;44;7;0;1;0;1026;239;0;0;1;0;0;0;0;0;1;0;2016
AM;GUAJARA;226;52;0;3;0;60;4;0;0;0;84;15;7;0;0;0;0;0;0;0;0;1;2016
AM;HUMAITA;6501;1019;0;202;29;450;58;0;7;6;2908;1696;25;0;26;40;0;0;0;1;18;16;2016
AM;IPIXUNA;34;9;0;4;0;11;2;0;0;0;5;0;3;0;0;0;0;0;0;0;0;0;2016
AM;IRANDUBA;6001;1568;0;354;25;704;211;2;18;40;2395;431;121;0;27;71;0;0;0;1;14;19;2016
AM;ITACOATIARA;21984;2947;0;393;34;932;166;0;20;38;10041;7108;159;0;27;66;0;1;0;0;41;11;2016
AM;ITAMARATI;266;2;0;11;0;18;2;0;0;0;197;36;0;0;0;0;0;0;0;0;0;0;2016
AM;ITAPIRANGA;646;135;0;18;3;47;4;0;1;2;329;90;6;0;0;6;0;0;0;0;5;0;2016
AM;JAPURA;242;2;0;4;0;14;2;0;0;0;174;42;4;0;0;0;0;0;0;0;0;0;2016
AM;JURUA;409;7;0;10;0;20;2;0;0;0;275;90;4;0;0;0;0;0;0;0;1;0;2016
AM;JUTAI;543;8;0;4;0;26;0;0;1;0;420;84;0;0;0;0;0;0;0;0;0;0;2016
AM;LABREA;1862;120;0;42;1;124;15;0;0;1;1114;425;7;0;1;3;0;0;0;0;4;5;2016
AM;MANACAPURU;14588;2623;0;382;14;1043;303;0;5;89;7107;2788;111;0;13;46;0;1;0;0;43;20;2016
AM;MANAQUIRI;518;70;0;13;0;55;8;0;1;7;303;40;8;0;0;0;0;0;0;0;13;0;2016
AM;MANAUS;668749;347799;0;16524;2770;72999;25073;34;1796;3039;155633;15044;7740;0;2545;11967;6;73;0;70;970;4667;2016
AM;MANICORE;1840;104;0;51;5;118;9;0;1;1;897;629;16;0;2;3;0;0;0;0;1;3;2016
AM;MARAA;443;7;0;5;0;15;5;0;0;1;298;110;0;0;0;0;0;0;0;0;2;0;2016
AM;MAUES;4562;315;0;51;0;182;45;0;8;4;2496;1423;20;0;1;0;0;0;0;0;15;2;2016
AM;NHAMUNDA;523;7;0;8;0;9;3;0;0;0;308;187;1;0;0;0;0;0;0;0;0;0;2016
AM;NOVA OLINDA DO NORTE;1033;48;0;21;0;52;6;0;1;6;567;310;10;0;1;6;0;0;0;0;5;0;2016
AM;NOVO AIRAO;1173;276;0;30;1;116;17;0;0;9;584;125;10;0;1;0;0;0;0;0;3;1;2016
AM;NOVO ARIPUANA;734;26;0;32;0;39;1;0;0;2;485;141;7;0;1;0;0;0;0;0;0;0;2016
AM;PARINTINS;16993;1363;0;164;2;414;97;0;7;6;8672;6142;26;0;1;6;0;3;0;0;77;13;2016
AM;PAUINI;160;13;0;3;0;11;3;0;0;1;99;28;1;0;0;0;0;0;0;0;1;0;2016
AM;PRESIDENTE FIGUEIREDO;6193;1703;0;331;62;813;195;0;7;51;2183;437;93;0;55;238;0;0;0;1;8;16;2016
AM;RIO PRETO DA EVA;3897;798;0;163;17;546;99;0;12;17;1856;266;77;0;5;22;0;0;0;0;7;12;2016
AM;SANTA ISABEL DO RIO NEGRO;350;14;0;10;0;26;6;0;0;3;192;94;3;0;0;0;0;0;0;0;1;1;2016
AM;SANTO ANTONIO DO ICA;796;7;0;7;0;28;4;0;0;0;580;170;0;0;0;0;0;0;0;0;0;0;2016
AM;SAO GABRIEL DA CACHOEIRA;3187;1233;0;95;1;350;62;0;3;13;856;524;30;0;5;0;0;1;0;0;10;4;2016
AM;SAO PAULO DE OLIVENCA;1007;13;0;7;0;21;5;0;0;0;748;207;5;0;0;0;0;0;0;0;1;0;2016
AM;SAO SEBASTIAO DO UATUMA;248;12;0;6;0;8;0;0;0;0;180;37;1;0;0;0;0;0;0;0;4;0;2016
AM;SILVES;325;39;0;13;0;26;9;0;0;6;180;45;4;0;0;0;0;0;0;0;3;0;2016
AM;TABATINGA;7836;831;0;72;0;185;97;0;3;10;3924;2668;6;0;3;0;0;1;0;0;31;5;2016
AM;TAPAUA;476;24;0;5;0;26;5;0;1;0;279;132;2;0;0;0;0;0;0;0;2;0;2016
AM;TEFE;10348;871;0;73;2;340;59;0;1;19;5976;2904;13;0;6;3;1;0;0;0;72;8;2016
AM;TONANTINS;454;2;0;6;0;9;3;0;0;0;325;107;1;0;0;0;0;0;0;0;1;0;2016
AM;UARINI;474;3;0;11;0;18;2;0;0;0;371;61;4;0;0;0;0;0;0;0;4;0;2016
AM;URUCARA;703;27;0;21;0;51;2;0;0;4;403;188;1;0;0;0;0;0;0;0;6;0;2016
AM;URUCURITUBA;526;15;0;7;0;18;6;0;1;0;354;116;2;0;0;0;0;0;0;0;7;0;2016
AP;AMAPA;575;214;0;12;0;30;16;0;4;1;252;42;2;0;0;0;0;0;0;0;2;0;2016
AP;CALCOENE;682;173;0;19;0;40;11;0;1;2;390;38;3;0;5;0;0;0;0;0;0;0;2016
AP;CUTIAS;151;48;0;5;0;10;4;0;0;2;74;8;0;0;0;0;0;0;0;0;0;0;2016
AP;FERREIRA GOMES;555;256;0;5;0;49;21;0;2;4;182;24;5;0;2;0;0;0;0;0;0;5;2016
AP;ITAUBAL;131;32;0;9;0;7;4;0;1;0;71;2;5;0;0;0;0;0;0;0;0;0;2016
AP;LARANJAL DO JARI;4663;1211;0;99;1;262;84;0;9;10;2336;595;18;0;3;8;0;0;0;0;7;20;2016
AP;MACAPA;140915;60226;0;2957;220;16556;3367;13;731;352;44840;8267;879;0;961;490;30;15;0;6;254;751;2016
AP;MAZAGAO;963;351;0;56;1;61;28;0;13;15;359;51;21;0;0;2;0;0;0;0;4;1;2016
AP;OIAPOQUE;2886;855;0;69;6;214;38;0;56;7;1316;270;18;0;4;12;0;0;0;0;4;17;2016
AP;PEDRA BRANCA DO AMAPARI;655;259;0;32;1;51;38;0;0;7;207;30;17;0;6;2;0;0;0;0;4;1;2016
AP;PORTO GRANDE;2052;748;0;55;4;122;71;0;9;5;865;130;15;0;10;10;0;0;0;0;4;4;2016
AP;PRACUUBA;105;36;0;7;0;10;4;0;0;1;42;2;2;0;1;0;0;0;0;0;0;0;2016
AP;SANTANA;24029;9378;0;657;72;2295;468;1;108;47;8095;2043;179;0;127;453;20;0;0;1;39;46;2016
AP;SERRA DO NAVIO;465;242;0;15;0;31;33;0;0;4;118;18;3;0;1;0;0;0;0;0;0;0;2016
AP;TARTARUGALZINHO;507;138;0;26;0;32;17;0;1;5;257;23;5;0;1;0;0;0;0;0;0;2;2016
AP;VITORIA DO JARI;331;95;0;4;0;29;2;0;0;1;158;35;4;0;0;1;0;0;0;0;1;1;2016
BA;ABAIRA;1848;816;0;58;0;228;24;0;0;28;628;44;15;0;1;0;0;0;0;0;0;6;2016
BA;ABARE;2413;554;0;52;0;219;19;0;0;45;1435;46;25;0;16;0;0;0;0;0;2;0;2016
BA;ACAJUTIBA;2424;744;0;73;1;150;32;0;2;16;1128;228;19;0;28;0;0;0;0;0;1;2;2016
BA;ADUSTINA;1455;256;0;14;0;63;7;0;0;9;954;136;12;0;1;1;0;0;0;0;2;0;2016
BA;AGUA FRIA;1992;692;0;30;0;89;39;0;0;17;1013;48;46;0;12;0;0;0;0;0;1;5;2016
BA;AIQUARA;483;153;0;6;0;48;14;0;0;6;238;9;5;0;4;0;0;0;0;0;0;0;2016
BA;ALAGOINHAS;52056;23091;0;1380;260;3479;1299;9;28;353;14821;4860;598;1;998;381;5;0;0;0;35;458;2016
BA;ALCOBACA;3734;1231;0;52;2;338;40;0;12;10;1587;344;34;0;65;1;0;0;0;0;3;15;2016
BA;ALMADINA;628;312;0;17;0;56;12;0;0;2;201;16;6;0;5;0;0;0;0;0;1;0;2016
BA;AMARGOSA;9703;4162;0;332;15;844;205;0;14;86;3415;424;83;0;62;16;0;0;0;0;6;39;2016
BA;AMELIA RODRIGUES;5637;2335;0;213;73;250;233;0;1;124;1668;518;39;0;82;83;1;0;0;1;4;12;2016
BA;AMERICA DOURADA;1936;843;0;38;0;130;10;0;0;16;830;48;14;0;6;0;0;0;0;0;1;0;2016
BA;ANAGE;2517;1007;0;132;2;219;38;0;1;76;908;64;49;0;18;0;0;1;0;0;0;2;2016
BA;ANDARAI;1360;452;0;40;0;133;20;0;0;13;636;31;23;0;6;0;0;1;0;0;1;4;2016
BA;ANDORINHA;2730;946;0;86;7;293;29;0;0;19;1227;45;57;0;13;6;0;0;0;0;0;2;2016
BA;ANGICAL;1886;566;0;39;3;199;18;0;0;12;925;78;26;0;17;1;0;0;0;0;1;1;2016
BA;ANGUERA;1138;378;0;17;1;60;39;0;0;6;579;29;17;0;11;1;0;0;0;0;0;0;2016
BA;ANTAS;1990;526;0;31;1;140;17;0;0;9;1052;174;10;0;23;3;0;0;0;0;0;4;2016
BA;ANTONIO CARDOSO;1347;450;0;9;10;38;21;0;0;34;708;20;24;0;12;20;0;0;0;0;0;1;2016
BA;ANTONIO GONCALVES;1428;503;0;28;4;105;25;0;0;14;689;34;12;0;7;3;0;0;0;0;0;4;2016
BA;APORA;2569;677;0;53;0;111;43;0;0;33;1394;184;43;0;28;1;0;0;0;0;0;2;2016
BA;APUAREMA;961;257;0;25;0;83;29;0;0;6;507;41;10;0;3;0;0;0;0;0;0;0;2016
