UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO;ANO
PB;TAVARES;1190;266;0;27;2;79;17;0;22;12;721;26;12;0;1;2;0;0;0;0;0;3;2016
PB;TEIXEIRA;5790;1619;0;107;3;388;54;0;129;21;3162;260;20;0;12;5;0;0;0;0;2;8;2016
PB;TENORIO;315;140;0;17;2;36;17;0;0;1;95;2;4;0;0;1;0;0;0;0;0;0;2016
PB;TRIUNFO;2239;437;0;21;0;117;18;0;0;3;1492;136;6;0;7;0;0;0;0;0;0;2;2016
PB;UIRAUNA;5434;1063;0;84;10;323;21;0;1;15;3332;533;5;0;21;17;0;0;0;0;1;8;2016
PB;UMBUZEIRO;1115;371;0;69;0;146;62;0;29;22;365;20;24;0;3;0;0;0;0;0;0;4;2016
PB;VARZEA;538;138;0;20;0;37;4;0;1;7;281;41;5;0;4;0;0;0;0;0;0;0;2016
PB;VIEIROPOLIS;1064;244;0;10;0;76;5;0;1;4;667;47;9;0;0;0;0;0;0;0;0;1;2016
PB;VISTA SERRANA;958;145;0;19;0;74;4;0;2;0;537;172;5;0;0;0;0;0;0;0;0;0;2016
PB;ZABELE;282;69;0;17;1;24;3;0;0;8;136;13;8;0;2;1;0;0;0;0;0;0;2016
PE;ABREU E LIMA;26815;13452;0;577;126;1111;1308;0;337;91;8769;263;399;0;230;120;0;0;0;0;4;28;2016
PE;AFOGADOS DA INGAZEIRA;17742;5265;0;509;26;1360;225;0;426;98;8461;840;91;0;330;49;1;0;0;0;6;55;2016
PE;AFRANIO;5171;752;0;227;9;391;41;0;6;30;3458;184;26;0;22;20;0;0;0;0;0;5;2016
PE;AGRESTINA;6131;2469;0;200;17;365;99;0;12;50;2318;429;25;0;114;21;0;0;0;0;0;12;2016
PE;AGUA PRETA;4509;1566;0;169;1;158;62;0;106;65;1955;228;70;0;115;4;0;0;0;0;1;9;2016
PE;AGUAS BELAS;8197;1792;0;365;30;550;69;0;15;74;4540;589;47;0;34;75;0;0;0;0;1;16;2016
PE;ALAGOINHA;2616;1082;0;155;1;184;48;0;49;49;973;34;19;0;15;4;0;0;0;0;2;1;2016
PE;ALIANCA;6620;2866;0;175;13;286;136;0;156;28;2415;268;141;0;114;11;0;0;0;0;1;10;2016
PE;ALTINHO;3966;1347;0;102;3;233;90;0;9;67;1669;342;35;0;50;10;0;0;0;0;2;7;2016
PE;AMARAJI;3143;1135;0;116;4;214;53;0;18;28;1391;103;45;0;24;6;0;0;0;0;1;5;2016
PE;ANGELIM;1789;761;0;48;8;163;17;0;5;36;658;51;7;0;12;18;0;0;0;0;0;5;2016
PE;ARACOIABA;2855;1093;0;82;1;112;142;0;105;17;1130;62;95;0;13;0;0;0;0;0;2;1;2016
PE;ARARIPINA;31462;6799;0;1159;122;2045;270;0;25;74;17894;2576;70;0;165;141;1;2;0;0;55;64;2016
PE;ARCOVERDE;25672;11938;0;1265;131;1980;472;1;723;206;7057;1084;124;0;363;186;0;0;0;0;12;130;2016
PE;BARRA DE GUABIRABA;1831;807;0;74;1;139;25;0;4;21;687;34;15;0;14;8;0;0;0;0;1;1;2016
PE;BARREIROS;8121;3232;0;276;20;328;152;0;333;38;3100;303;79;0;209;24;1;0;0;0;7;19;2016
PE;BELEM DE MARIA;1852;750;0;79;5;105;50;0;10;38;695;67;16;0;33;2;0;0;0;0;0;2;2016
PE;BELEM DE SAO FRANCISCO;4113;1148;0;115;3;305;37;0;6;40;2150;212;21;0;62;4;0;1;0;0;2;7;2016
PE;BELO JARDIM;25386;7938;0;875;90;1572;459;0;756;428;10976;1788;93;0;174;169;0;0;0;0;7;61;2016
PE;BETANIA;2557;484;0;53;0;125;15;0;4;6;1808;36;10;0;12;2;0;0;0;0;1;1;2016
PE;BEZERROS;21316;7286;0;867;71;1133;403;1;155;146;8957;1873;90;0;159;107;0;1;0;0;14;53;2016
PE;BODOCO;8195;1437;0;242;5;572;39;0;18;5;5674;131;20;0;40;9;0;0;0;0;0;3;2016
PE;BOM CONSELHO;11436;2991;0;325;15;793;105;1;26;58;6143;533;43;0;167;211;0;0;0;0;6;19;2016
PE;BOM JARDIM;8909;3758;0;276;2;490;282;0;75;336;3391;186;51;0;50;6;0;0;0;0;0;6;2016
PE;BONITO;7657;3132;0;408;16;615;134;0;25;89;2819;261;44;0;73;21;0;0;0;0;0;20;2016
PE;BREJAO;1578;455;0;72;1;120;17;0;1;21;795;55;15;0;12;8;0;0;0;0;0;6;2016
PE;BREJINHO;1533;419;0;59;2;137;12;0;4;17;815;45;9;0;12;1;0;0;0;0;0;1;2016
PE;BREJO DA MADRE DE DEUS;11870;2490;0;372;7;1177;110;0;26;492;6172;877;18;0;91;16;1;0;0;0;2;19;2016
PE;BUENOS AIRES;2290;856;0;64;5;151;48;0;16;11;1057;37;19;0;17;1;0;0;0;0;1;7;2016
PE;BUIQUE;7350;2365;0;278;13;653;75;0;164;98;3498;81;47;0;40;24;0;0;0;0;3;11;2016
PE;CABO DE SANTO AGOSTINHO;47613;25127;0;1460;473;2206;1564;1;1369;273;12403;525;513;0;766;760;0;0;0;10;11;152;2016
PE;CABROBO;8918;2376;0;259;17;478;61;0;117;14;5165;282;31;0;60;44;0;0;0;0;1;13;2016
PE;CACHOEIRINHA;5828;1897;0;208;11;424;81;0;26;70;2310;642;17;0;88;31;0;0;0;0;1;22;2016
PE;CAETES;4533;1767;0;315;7;367;39;0;7;75;1803;81;37;0;13;12;0;0;0;0;1;9;2016
PE;CALCADO;2672;800;0;65;0;166;20;0;1;15;1323;243;26;0;6;7;0;0;0;0;0;0;2016
PE;CALUMBI;1508;398;0;51;1;112;7;0;1;4;867;45;7;0;14;0;0;0;0;0;0;1;2016
PE;CAMARAGIBE;41190;21869;0;757;104;2173;1750;2;631;233;12352;341;201;0;510;116;0;1;0;0;17;133;2016
PE;CAMOCIM DE SAO FELIX;3246;1528;0;140;1;270;44;0;4;58;1010;136;8;0;31;4;0;0;0;0;1;11;2016
PE;CAMUTANGA;1926;593;0;90;2;81;15;0;2;2;904;86;15;0;89;42;0;0;0;0;0;5;2016
PE;CANHOTINHO;5009;1765;0;221;3;366;45;0;9;95;2190;203;15;0;36;46;0;0;0;0;2;13;2016
PE;CAPOEIRAS;3611;1263;0;272;6;362;34;0;1;54;1494;66;24;0;4;26;0;0;0;0;0;5;2016
PE;CARNAIBA;4695;1128;0;162;21;504;41;0;46;62;2546;76;27;0;55;20;0;0;0;0;1;6;2016
PE;CARNAUBEIRA DA PENHA;1384;264;0;44;0;130;18;0;5;12;882;17;5;0;3;1;0;1;0;0;0;2;2016
PE;CARPINA;28115;10629;0;987;157;1584;1010;3;1250;131;10227;1296;156;0;349;206;0;0;0;0;7;123;2016
PE;CARUARU;154224;63557;0;4733;623;9182;3548;8;647;894;53075;13095;702;1;2268;1062;3;1;0;11;43;771;2016
PE;CASINHAS;2971;610;0;70;0;111;18;0;36;143;1878;79;20;0;5;1;0;0;0;0;0;0;2016
PE;CATENDE;7314;2666;0;200;35;287;108;0;130;71;3049;510;73;0;131;42;0;0;0;0;1;11;2016
PE;CEDRO;2390;660;0;45;0;161;9;0;7;6;1373;95;12;0;14;1;0;1;0;0;2;4;2016
PE;CHA DE ALEGRIA;1855;717;0;55;3;101;50;0;45;21;769;36;38;0;14;6;0;0;0;0;0;0;2016
PE;CHA GRANDE;5450;1943;0;306;20;479;79;0;50;69;2180;234;28;0;30;25;0;0;0;0;1;6;2016
PE;CONDADO;5997;2058;0;134;57;219;153;1;249;14;2446;440;64;0;64;89;0;0;0;0;2;7;2016
PE;CORRENTES;2624;611;0;86;0;163;13;0;1;42;1553;118;12;0;8;12;0;1;0;0;1;3;2016
PE;CORTES;1841;721;0;186;1;121;16;0;7;57;580;22;37;0;76;11;0;0;0;0;1;5;2016
PE;CUMARU;3531;952;0;155;6;224;46;0;15;112;1877;91;19;0;23;8;0;0;0;0;0;3;2016
PE;CUPIRA;7859;2782;0;278;21;571;169;0;26;91;2919;731;20;0;207;22;0;0;0;0;0;22;2016
PE;CUSTODIA;10039;3390;0;369;15;881;91;0;105;78;4534;379;38;0;87;28;0;0;0;0;14;30;2016
PE;DORMENTES;4771;857;0;326;18;324;26;0;12;14;2922;175;32;0;30;30;0;0;0;0;0;5;2016
PE;ESCADA;15866;5823;0;382;123;597;221;2;209;96;6964;914;151;0;217;116;0;0;0;1;7;43;2016
PE;EXU;8233;2362;0;329;15;782;91;0;4;11;4275;220;31;0;74;19;0;3;0;0;1;16;2016
PE;FEIRA NOVA;5485;1342;0;257;53;276;214;0;300;48;2736;143;16;0;47;47;0;0;0;0;1;5;2016
PE;FERNANDO DE NORONHA;1168;488;0;15;2;94;19;0;42;25;298;106;7;0;39;2;1;0;0;0;5;25;2016
PE;FERREIROS;2902;852;0;82;17;146;35;0;14;1;1502;152;49;0;35;15;0;0;0;1;0;1;2016
PE;FLORES;4654;1386;0;121;16;375;49;0;7;42;2484;90;14;0;38;28;0;0;0;0;0;4;2016
PE;FLORESTA;8421;2201;0;498;21;714;78;0;210;26;4088;401;24;0;68;32;42;0;0;0;6;12;2016
PE;FREI MIGUELINHO;3804;1264;0;214;40;342;74;0;4;138;1500;126;22;0;27;49;0;0;0;0;0;4;2016
PE;GAMELEIRA;2860;1290;0;95;0;115;64;0;93;16;969;53;58;0;95;1;0;0;0;0;1;10;2016
PE;GARANHUNS;49154;23214;0;1733;272;3500;894;0;479;314;14796;2320;162;0;433;711;1;1;0;0;17;307;2016
PE;GLORIA DO GOITA;5778;1645;0;203;22;301;98;1;102;61;3008;212;45;0;32;43;0;0;0;0;0;5;2016
PE;GOIANA;26871;9925;0;790;83;1323;870;0;806;212;10265;1689;137;0;427;181;0;1;0;2;6;154;2016
PE;GRANITO;1461;282;0;33;0;110;7;0;0;0;988;18;13;0;8;0;0;0;0;0;1;1;2016
PE;GRAVATA;29516;9886;0;997;113;1903;460;0;626;142;12073;2637;93;0;333;142;1;2;0;2;12;94;2016
PE;IATI;2536;684;0;92;2;231;24;0;0;39;1348;52;28;0;9;26;0;0;0;0;0;1;2016
PE;IBIMIRIM;5764;1740;0;223;2;664;87;0;66;51;2717;125;18;0;53;7;0;0;0;0;4;7;2016
PE;IBIRAJUBA;1383;473;0;56;2;83;13;0;3;13;623;98;7;0;4;8;0;0;0;0;0;0;2016
PE;IGARASSU;26065;13609;0;937;246;1270;1454;0;426;119;6167;316;682;0;463;303;1;0;0;1;9;62;2016
PE;IGUARACI;2267;725;0;136;4;160;22;0;18;29;1088;41;30;0;10;0;0;0;0;0;1;3;2016
PE;ILHA DE ITAMARACA;4195;2055;0;91;3;255;318;0;265;16;1026;40;16;0;74;21;0;0;0;0;1;14;2016
PE;INAJA;2613;659;0;69;0;267;24;0;5;14;1472;69;11;0;13;0;0;1;0;0;6;3;2016
PE;INGAZEIRA;875;263;0;37;0;54;7;0;12;13;456;22;6;0;5;0;0;0;0;0;0;0;2016
PE;IPOJUCA;19832;9399;0;716;327;966;804;7;1048;321;4661;173;300;0;567;381;6;2;0;1;47;106;2016
PE;IPUBI;6208;1285;0;264;39;372;30;0;2;17;3914;156;35;0;27;53;0;0;0;0;0;14;2016
PE;ITACURUBA;658;240;0;32;0;70;9;0;0;2;282;10;7;0;4;0;0;0;0;0;2;0;2016
PE;ITAIBA;5120;1091;0;153;1;423;38;0;7;39;3179;134;20;0;25;5;0;0;0;0;1;4;2016
PE;ITAMBE;14360;3274;0;425;15;628;177;0;23;41;7922;1568;141;0;113;16;0;1;0;0;4;12;2016
PE;ITAPETIM;3264;957;0;88;0;213;19;0;32;5;1768;148;10;0;16;2;0;1;0;0;1;4;2016
PE;ITAPISSUMA;3734;1930;0;117;63;187;291;0;118;35;754;38;32;0;51;114;0;0;0;1;0;3;2016
PE;ITAQUITINGA;2500;805;0;43;0;102;89;0;63;11;1245;81;43;0;15;2;0;0;0;0;0;1;2016
PE;JABOATAO DOS GUARARAPES;187977;99945;0;5609;1564;9119;7747;22;2493;793;51531;1484;2177;0;2143;2081;4;7;0;9;132;1117;2016
PE;JAQUEIRA;1620;508;0;60;0;97;33;0;4;7;771;89;29;0;19;1;0;0;0;0;0;2;2016
PE;JATAUBA;3487;695;0;158;10;413;24;0;1;217;1818;99;16;0;17;8;0;0;0;0;0;11;2016
PE;JATOBA;2065;718;0;54;2;115;16;0;43;25;912;135;14;0;26;3;0;0;0;0;1;1;2016
PE;JOAO ALFREDO;6792;2014;0;229;2;707;151;0;44;641;2775;157;19;0;27;12;0;0;0;0;0;14;2016
PE;JOAQUIM NABUCO;2196;775;0;81;0;83;28;0;46;19;926;83;52;0;89;5;0;1;0;0;4;4;2016
PE;JUCATI;2354;788;0;143;5;141;10;0;1;29;1078;107;26;0;8;18;0;0;0;0;0;0;2016
PE;JUPI;4011;1555;0;229;7;260;36;0;2;43;1563;224;41;0;20;23;0;0;0;0;1;7;2016
PE;JUREMA;2338;893;0;79;0;197;31;0;2;41;925;137;16;0;8;8;0;0;0;0;0;1;2016
PE;LAGOA DO CARRO;2942;1092;0;108;2;156;188;0;152;15;1114;64;15;0;25;2;0;0;0;0;2;7;2016
PE;LAGOA DO ITAENGA;5355;1448;0;424;10;254;154;0;192;43;2437;113;66;0;188;15;0;0;0;1;2;8;2016
PE;LAGOA DO OURO;2332;442;0;49;1;167;6;0;1;32;1547;52;16;0;3;10;0;0;0;0;2;4;2016
PE;LAGOA DOS GATOS;2987;898;0;105;2;230;42;0;6;36;1385;223;8;0;44;6;0;0;0;0;1;1;2016
PE;LAGOA GRANDE;3945;1047;0;163;3;357;30;0;12;9;2116;118;17;0;52;12;0;0;0;0;6;3;2016
PE;LAJEDO;14650;5787;0;600;26;1056;208;0;81;109;4884;1535;58;0;125;126;0;1;0;0;7;47;2016
PE;LIMOEIRO;17575;5521;0;543;37;891;785;2;841;143;7655;793;74;0;170;65;0;0;0;0;4;51;2016
PE;MACAPARANA;7346;1853;0;194;1;461;98;0;14;16;4272;301;62;0;50;3;0;0;0;0;5;16;2016
PE;MACHADOS;3101;863;0;169;3;231;60;0;29;39;1588;46;19;0;24;24;0;0;0;0;2;4;2016
PE;MANARI;2088;419;0;65;1;158;16;0;3;19;1351;26;11;0;13;2;0;0;0;0;0;4;2016
PE;MARAIAL;1887;494;0;128;1;85;32;0;4;18;907;103;25;0;71;16;0;0;0;0;1;2;2016
PE;MIRANDIBA;2508;721;0;130;6;223;23;0;25;7;1302;38;7;0;6;13;0;0;0;0;2;5;2016
PE;MOREILANDIA;1797;369;0;77;1;173;11;0;1;5;1127;19;10;0;3;0;0;0;0;0;0;1;2016
PE;MORENO;15807;7234;0;694;88;899;527;0;200;154;5349;117;155;0;162;109;0;0;0;39;6;74;2016
PE;NAZARE DA MATA;6873;3078;0;244;12;373;218;0;314;29;2192;211;57;0;104;18;0;0;0;0;1;22;2016
PE;OLINDA;135972;77602;0;3126;335;6369;4773;15;1454;448;36720;1056;1372;0;1470;534;13;6;0;2;72;605;2016
PE;OROBO;5641;2066;0;208;8;401;122;0;29;227;2321;138;79;0;17;12;0;0;0;0;1;12;2016
PE;OROCO;3005;664;0;92;0;169;10;0;12;2;1979;44;14;0;16;2;0;0;0;0;1;0;2016
PE;OURICURI;21163;4631;0;703;41;1295;171;0;123;41;13150;562;108;0;211;61;4;0;0;0;12;50;2016
PE;PALMARES;20132;6585;0;506;41;825;227;0;346;109;8856;1555;212;0;742;58;0;1;0;0;15;54;2016
PE;PALMEIRINA;1279;360;0;25;0;75;7;0;2;18;718;56;7;0;4;4;0;0;0;0;3;0;2016
PE;PANELAS;3735;1691;0;98;2;355;66;0;1;66;1120;247;21;0;54;10;0;0;0;0;1;3;2016
PE;PARANATAMA;2292;796;0;119;4;177;11;0;1;35;1032;72;22;0;5;17;0;0;0;0;0;1;2016
PE;PARNAMIRIM;4754;1041;0;246;6;256;27;0;10;5;2973;130;21;0;26;10;0;0;0;0;2;1;2016
PE;PASSIRA;6547;1818;0;266;8;402;112;0;135;132;3390;191;29;0;41;8;0;0;0;0;2;13;2016
PE;PAUDALHO;12393;4427;0;602;42;550;413;0;408;44;5418;221;78;0;110;54;0;0;0;0;6;20;2016
PE;PAULISTA;92437;54801;0;1611;238;3661;4185;0;853;349;24006;800;329;0;943;336;5;0;0;1;49;270;2016
PE;PEDRA;3415;1187;0;173;1;371;47;0;31;57;1447;51;21;0;13;8;0;0;0;0;5;3;2016
PE;PESQUEIRA;17723;6408;0;810;70;1325;293;0;323;124;6988;911;141;0;145;137;0;1;0;0;9;38;2016
PE;PETROLANDIA;9124;2834;0;331;15;784;84;0;329;14;4062;467;68;0;84;36;0;0;0;0;2;14;2016
PE;PETROLINA;128098;47750;0;4291;253;10139;2109;7;2289;293;50885;6004;544;0;1992;918;14;1;0;2;35;572;2016
PE;POCAO;3435;813;0;63;1;194;29;0;9;36;2151;106;13;0;18;0;0;0;0;0;0;2;2016
PE;POMBOS;6847;2313;0;545;42;541;87;0;222;52;2402;460;51;0;74;32;0;0;0;0;4;22;2016
PE;PRIMAVERA;1665;691;0;84;1;100;18;0;3;14;537;42;37;0;128;1;0;0;0;0;2;7;2016
PE;QUIPAPA;2495;935;0;103;2;184;46;0;3;34;1011;95;44;0;22;10;0;0;0;0;0;6;2016
PE;QUIXABA;2733;526;0;50;6;333;20;0;7;31;1694;36;11;0;8;7;0;0;0;0;0;4;2016
PE;RECIFE;661879;385857;0;20044;3067;38938;34444;10;6174;2560;137382;5882;3991;0;7852;5047;36;59;0;226;419;9891;2016
PE;RIACHO DAS ALMAS;5836;1959;0;352;22;416;79;1;5;97;2602;193;28;0;36;33;0;0;0;1;2;10;2016
PE;RIBEIRAO;8110;3618;0;252;10;346;153;0;287;48;2929;122;105;0;214;15;0;0;0;0;2;9;2016
PE;RIO FORMOSO;3830;1774;0;117;5;137;250;0;109;38;1102;34;81;0;154;23;0;0;0;0;3;3;2016
PE;SAIRE;2100;779;0;104;1;174;39;0;4;12;876;68;20;0;15;5;0;0;0;0;1;2;2016
PE;SALGADINHO;935;219;0;20;1;59;14;0;11;56;527;16;5;0;3;1;0;0;0;0;1;2;2016
PE;SALGUEIRO;23751;7671;0;557;80;1562;210;0;591;54;11109;1345;67;0;249;159;1;1;0;1;15;79;2016
PE;SALOA;2601;828;0;68;21;223;15;0;2;42;1277;55;13;0;14;37;0;0;0;0;0;6;2016
PE;SANHARO;4343;1452;0;154;13;318;62;0;41;31;1862;311;38;0;26;27;0;1;0;0;3;4;2016
PE;SANTA CRUZ;2902;473;0;190;6;178;10;0;2;9;1921;60;29;0;12;8;0;0;0;0;0;4;2016
PE;SANTA CRUZ DA BAIXA VERDE;3671;681;0;223;25;235;32;0;6;11;2324;46;11;0;21;51;0;0;0;0;0;5;2016
PE;SANTA CRUZ DO CAPIBARIBE;47039;12916;0;988;113;3217;736;0;162;413;20492;6988;66;0;546;175;1;0;0;0;0;226;2016
PE;SANTA FILOMENA;2441;337;0;116;5;172;11;0;0;2;1722;30;28;0;14;3;0;0;0;0;0;1;2016
PE;SANTA MARIA DA BOA VISTA;8698;2108;0;272;5;621;58;0;41;16;5293;128;71;0;61;16;0;0;0;0;0;8;2016
PE;SANTA MARIA DO CAMBUCA;3193;1033;0;210;4;143;27;0;8;120;1464;140;29;0;7;7;0;0;0;0;0;1;2016
PE;SANTA TEREZINHA;2485;768;0;81;5;287;21;0;1;16;1173;108;8;0;6;6;0;0;0;0;1;4;2016
PE;SAO BENEDITO DO SUL;1222;423;0;29;0;63;35;0;0;16;580;38;17;0;15;4;0;0;0;0;2;0;2016
PE;SAO BENTO DO UNA;13861;3700;0;1003;185;958;156;0;96;92;6403;658;103;0;81;392;0;0;0;0;3;31;2016
PE;SAO CAITANO;9792;3323;0;377;22;404;151;0;226;242;4313;481;38;0;149;47;0;0;0;0;2;17;2016
PE;SAO JOAO;3895;1347;0;120;4;269;40;0;6;53;1848;141;23;0;14;23;0;0;0;0;0;7;2016
PE;SAO JOAQUIM DO MONTE;3481;1199;0;87;0;238;49;0;6;53;1612;175;23;0;31;6;0;0;0;0;0;2;2016
PE;SAO JOSE DA COROA GRANDE;3067;1336;0;69;2;158;73;0;187;15;954;109;35;0;107;8;0;1;0;0;2;11;2016
PE;SAO JOSE DO BELMONTE;8570;2619;0;327;14;758;53;0;25;40;4341;238;35;0;59;40;0;0;0;0;4;17;2016
PE;SAO JOSE DO EGITO;12359;4310;0;538;61;1133;141;0;139;60;5137;507;76;0;97;128;0;0;0;0;2;30;2016
PE;SAO LOURENCO DA MATA;22023;11431;0;449;52;965;1118;3;455;93;6412;165;458;0;278;89;0;0;0;0;12;43;2016
PE;SAO VICENTE FERRER;4059;1051;0;186;4;367;80;0;10;12;2122;182;20;0;10;4;0;0;0;0;0;11;2016
PE;SERRA TALHADA;35008;10487;0;1595;194;2388;332;0;549;117;16488;1917;86;0;365;337;4;0;0;1;15;133;2016
PE;SERRITA;3037;817;0;118;4;220;25;0;15;6;1685;85;17;0;21;13;0;0;0;0;3;8;2016
PE;SERTANIA;15116;3819;0;488;25;811;130;0;113;76;8948;481;60;0;92;54;1;0;0;0;5;13;2016
PE;SIRINHAEM;5874;2779;0;213;6;263;314;0;88;31;1675;84;92;0;297;13;0;0;0;0;1;18;2016
PE;SOLIDAO;1054;246;0;27;0;87;12;0;4;7;613;22;7;0;28;0;0;0;0;0;0;1;2016
PE;SURUBIM;23550;7730;0;861;216;1861;359;0;398;738;9353;1350;93;0;234;279;0;1;0;0;5;72;2016
PE;TABIRA;11072;3321;0;295;6;770;89;0;57;50;5445;694;46;0;253;21;0;0;0;0;4;21;2016
PE;TACAIMBO;2763;954;0;104;3;177;44;0;30;42;1236;115;20;0;27;9;0;0;0;0;0;2;2016
PE;TACARATU;2816;656;0;68;8;291;21;0;20;44;1456;211;12;0;19;6;0;0;0;0;0;4;2016
PE;TAMANDARE;3928;1539;0;78;2;206;117;0;187;32;1429;151;23;0;145;3;0;0;0;1;5;10;2016
PE;TAQUARITINGA DO NORTE;7842;2885;0;326;8;621;117;0;21;95;2812;762;43;0;104;17;0;0;0;0;1;30;2016
PE;TEREZINHA;1381;382;0;26;0;94;8;0;0;9;807;30;8;0;8;6;0;0;0;0;1;2;2016
PE;TERRA NOVA;2318;672;0;78;2;107;15;0;5;2;1368;42;13;0;9;4;0;0;0;0;0;1;2016
PE;TIMBAUBA;25608;6818;0;685;46;1368;373;0;188;36;13356;2181;115;0;281;89;0;0;0;0;3;69;2016
PE;TORITAMA;13763;4985;0;304;14;1083;209;0;20;83;4845;1922;26;0;138;22;0;1;0;0;4;107;2016
PE;TRACUNHAEM;1934;787;0;50;1;70;77;0;61;25;795;29;17;0;19;1;0;0;0;0;0;2;2016
PE;TRINDADE;9226;2017;0;386;148;529;71;0;42;42;5136;613;20;0;60;133;0;0;0;0;6;23;2016
PE;TRIUNFO;6542;1410;0;248;12;581;64;0;10;24;3963;131;14;0;26;45;0;0;0;0;1;13;2016
PE;TUPANATINGA;4072;1016;0;148;4;297;27;0;31;51;2373;77;25;0;14;5;0;0;0;0;0;4;2016
PE;TUPARETAMA;3409;981;0;132;17;198;41;0;28;40;1727;183;17;0;18;23;0;0;0;0;0;4;2016
PE;VENTUROSA;3092;1136;0;199;9;382;46;0;72;42;1035;115;16;0;15;17;0;0;0;0;1;7;2016
PE;VERDEJANTE;1905;538;0;73;4;110;16;0;24;9;1050;40;15;0;11;13;0;0;0;0;1;1;2016
PE;VERTENTE DO LERIO;2626;684;0;87;2;116;12;0;15;119;1510;56;17;0;5;1;0;0;0;0;1;1;2016
PE;VERTENTES;4796;1812;0;214;3;332;85;0;6;97;1885;274;25;0;44;4;0;0;0;0;1;14;2016
PE;VICENCIA;6085;2541;0;289;7;367;116;0;39;15;2394;159;84;0;53;14;0;0;0;0;0;7;2016
PE;VITORIA DE SANTO ANTAO;49069;17421;0;2341;240;2858;889;1;1082;170;18223;4416;355;0;522;320;0;1;0;0;9;221;2016
PE;XEXEU;1825;738;0;76;7;72;30;0;16;10;743;57;41;0;27;6;0;0;0;0;0;2;2016
PI;ACAUA;1392;189;0;93;0;167;8;0;0;12;889;14;19;0;0;1;0;0;0;0;0;0;2016
PI;AGRICOLANDIA;1426;235;0;18;1;75;7;0;1;3;905;172;8;0;1;0;0;0;0;0;0;0;2016
PI;AGUA BRANCA;10581;1710;0;199;8;511;65;0;9;21;6874;1089;22;0;39;9;0;0;0;1;5;19;2016
PI;ALAGOINHA DO PIAUI;1405;404;0;68;0;257;10;0;0;4;548;86;5;0;16;1;0;0;0;0;0;6;2016
PI;ALEGRETE DO PIAUI;546;157;0;59;0;46;6;0;0;5;236;30;4;0;2;0;0;0;0;0;0;1;2016
PI;ALTO LONGA;2468;380;0;51;0;170;14;0;2;12;1676;135;23;0;2;0;0;0;0;0;2;1;2016
PI;ALTOS;12432;2818;0;299;14;563;87;0;76;11;7257;1165;50;0;44;23;0;0;0;0;7;18;2016
PI;ALVORADA DO GURGUEIA;741;138;0;23;1;36;2;0;1;3;464;58;9;0;2;4;0;0;0;0;0;0;2016
PI;AMARANTE;4261;699;0;89;10;230;32;0;42;15;2853;251;23;0;2;7;1;0;0;0;2;5;2016
PI;ANGICAL DO PIAUI;1680;258;0;26;0;97;10;1;6;4;997;262;6;0;4;0;0;0;0;0;6;3;2016
PI;ANISIO DE ABREU;1495;390;0;54;2;160;15;0;0;11;815;30;13;0;2;1;0;0;0;0;0;2;2016
PI;ANTONIO ALMEIDA;651;97;0;30;0;55;2;0;0;3;403;51;6;0;3;0;0;0;0;0;0;1;2016
PI;AROAZES;939;219;0;21;0;46;4;0;4;5;515;114;10;0;1;0;0;0;0;0;0;0;2016
PI;AROEIRAS DO ITAIM;567;77;0;14;0;23;5;0;0;0;410;26;12;0;0;0;0;0;0;0;0;0;2016
PI;ARRAIAL;685;93;0;14;0;39;4;0;1;2;492;34;4;0;1;0;0;0;0;0;1;0;2016
PI;ASSUNCAO DO PIAUI;551;112;0;13;0;104;4;0;0;0;306;9;3;0;0;0;0;0;0;0;0;0;2016
PI;AVELINO LOPES;1474;235;0;24;0;192;37;0;0;6;838;131;5;0;0;0;0;0;0;0;1;5;2016
PI;BAIXA GRANDE DO RIBEIRO;2540;292;0;102;137;197;8;0;1;2;1023;280;18;0;56;417;0;1;0;0;2;4;2016
PI;BARRA D'ALCANTARA;847;133;0;19;0;53;6;0;1;2;443;184;4;0;2;0;0;0;0;0;0;0;2016
PI;BARRAS;11337;1464;0;159;6;489;61;0;27;13;7397;1594;78;0;14;9;4;0;0;0;15;7;2016
PI;BARREIRAS DO PIAUI;246;41;0;5;1;31;2;0;0;1;151;11;2;0;0;1;0;0;0;0;0;0;2016
PI;BARRO DURO;2120;390;0;48;0;143;15;0;1;6;1329;172;6;0;2;0;0;0;0;1;4;3;2016
PI;BATALHA;3840;678;0;97;1;270;34;0;11;5;2294;418;20;0;7;0;0;0;0;0;0;5;2016
PI;BELA VISTA DO PIAUI;560;145;0;14;1;94;10;0;0;1;266;22;6;0;1;0;0;0;0;0;0;0;2016
PI;BELEM DO PIAUI;405;131;0;32;1;35;4;0;0;2;168;27;3;0;1;1;0;0;0;0;0;0;2016
PI;BENEDITINOS;2118;290;0;39;0;140;9;0;2;3;1385;231;15;0;2;0;0;0;0;0;0;2;2016
PI;BERTOLINIA;1145;207;0;25;8;92;5;0;0;11;710;52;13;0;5;16;0;0;0;1;0;0;2016
