UF;MUNICÍPIO;TOTAL;AUTOMÓVEL;BONDE;CAMINHÃO;CAMINHÃO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAFAFORMA;CICLOMOTOR;MICRO-ÔNIBUS;MOTOCICLETA;MOTONETA;ÔNIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEIRA;TRATOR RODAS;TRICICLO;UTILITÁRIO;ANO
MG;GUARARA;591;388;0;32;2;5;65;0;3;5;85;1;1;0;1;2;0;1;0;0;0;0;2001
MG;GUARDA-MOR;732;427;0;58;10;8;128;0;0;0;80;2;10;0;1;8;0;0;0;0;0;0;2001
MG;GUAXUPE;12877;8733;0;637;80;177;1243;2;60;26;1368;218;75;0;126;128;0;4;0;0;0;0;2001
MG;GUIDOVAL;1061;459;0;82;3;11;77;0;2;0;400;17;2;0;5;2;0;1;0;0;0;0;2001
MG;GUIMARANIA;1249;695;0;98;11;10;143;0;4;3;254;5;9;0;14;3;0;0;0;0;0;0;2001
MG;GUIRICEMA;1785;723;0;125;3;7;132;0;6;1;763;2;11;0;10;1;0;1;0;0;0;0;2001
MG;GURINHATA;821;465;0;62;0;15;149;0;1;3;103;5;11;0;7;0;0;0;0;0;0;0;2001
MG;HELIODORA;667;424;0;36;0;13;63;0;0;3;113;5;5;0;4;1;0;0;0;0;0;0;2001
MG;IAPU;1150;574;0;77;4;11;137;0;0;4;313;2;13;0;8;6;0;1;0;0;0;0;2001
MG;IBERTIOGA;355;200;0;30;0;7;53;0;0;4;52;3;2;0;4;0;0;0;0;0;0;0;2001
MG;IBIA;4059;2447;0;263;7;61;463;0;138;10;357;67;42;0;140;59;0;2;0;2;0;1;2001
MG;IBIAI;318;91;0;27;0;2;51;0;0;0;141;0;1;0;5;0;0;0;0;0;0;0;2001
MG;IBIRACATU;105;45;0;2;0;0;9;0;0;1;42;0;6;0;0;0;0;0;0;0;0;0;2001
MG;IBIRACI;2684;1596;0;237;26;101;416;0;6;9;214;4;18;0;41;15;0;1;0;0;0;0;2001
MG;IBIRITE;10492;7390;0;473;21;72;903;1;0;45;1332;20;147;0;68;16;0;4;0;0;0;0;2001
MG;IBITIURA DE MINAS;710;394;0;46;0;11;139;0;3;1;113;1;2;0;0;0;0;0;0;0;0;0;2001
MG;IBITURUNA;217;143;0;21;0;1;39;0;1;3;5;0;1;0;3;0;0;0;0;0;0;0;2001
MG;ICARAI DE MINAS;80;16;0;6;0;1;4;0;0;2;50;0;1;0;0;0;0;0;0;0;0;0;2001
MG;IGARAPE;4477;2723;0;426;107;43;445;0;9;22;462;22;56;0;38;118;0;0;0;6;0;0;2001
MG;IGARATINGA;1595;654;0;181;34;20;124;0;6;3;485;28;8;0;6;37;0;0;0;9;0;0;2001
MG;IGUATAMA;1296;870;0;94;11;28;150;0;0;5;95;10;13;0;8;12;0;0;0;0;0;0;2001
MG;IJACI;563;349;0;85;4;3;54;1;0;2;57;1;3;0;4;0;0;0;0;0;0;0;2001
MG;ILICINEA;1867;1141;0;132;1;20;148;0;1;0;393;4;18;0;8;1;0;0;0;0;0;0;2001
MG;IMBE DE MINAS;491;193;0;22;0;4;39;0;0;1;225;3;4;0;0;0;0;0;0;0;0;0;2001
MG;INCONFIDENTES;1177;804;0;59;0;23;135;2;3;1;123;10;7;0;10;0;0;0;0;0;0;0;2001
MG;INDAIABIRA;378;59;0;15;0;2;31;0;0;2;254;2;12;0;1;0;0;0;0;0;0;0;2001
MG;INDIANOPOLIS;576;302;0;32;2;4;64;0;7;12;132;2;10;0;8;1;0;0;0;0;0;0;2001
MG;INGAI;159;103;0;14;0;3;24;0;0;2;11;0;2;0;0;0;0;0;0;0;0;0;2001
MG;INHAPIM;3449;1636;0;188;20;34;325;0;2;3;1159;15;28;0;16;19;0;4;0;0;0;0;2001
MG;INHAUMA;464;283;0;52;0;9;80;0;1;3;27;0;7;0;2;0;0;0;0;0;0;0;2001
MG;INIMUTABA;507;257;0;15;1;4;70;0;10;2;126;10;2;0;4;6;0;0;0;0;0;0;2001
MG;IPABA;548;350;0;37;0;1;59;0;1;3;82;0;10;0;5;0;0;0;0;0;0;0;2001
MG;IPANEMA;2888;1472;0;122;1;49;228;0;0;4;925;52;14;0;16;3;0;2;0;0;0;0;2001
MG;IPATINGA;54108;37246;0;2014;184;521;3715;11;109;262;8170;325;354;3;911;271;0;8;0;2;1;1;2001
MG;IPIACU;417;169;0;27;1;6;47;0;0;5;146;4;3;0;6;3;0;0;0;0;0;0;2001
MG;IPUIUNA;2146;1345;0;260;12;43;238;0;0;9;202;7;6;0;15;9;0;0;0;0;0;0;2001
MG;IRAI DE MINAS;1127;598;0;125;6;22;136;0;3;1;203;1;6;0;14;12;0;0;0;0;0;0;2001
MG;ITABIRA;20456;15040;0;829;22;305;1638;2;5;72;2110;52;167;1;172;30;1;9;0;1;0;0;2001
MG;ITABIRINHA DE MANTENA;1105;416;0;69;0;8;96;0;0;0;480;20;15;0;1;0;0;0;0;0;0;0;2001
MG;ITABIRITO;9199;6019;0;492;83;73;703;1;4;31;1306;218;113;0;81;73;0;1;0;1;0;0;2001
MG;ITACAMBIRA;33;8;0;7;0;1;9;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;2001
MG;ITACARAMBI;740;220;0;44;0;10;85;0;0;1;347;10;9;0;4;0;0;10;0;0;0;0;2001
MG;ITAGUARA;2966;1406;0;264;105;21;225;0;0;4;776;12;19;0;26;108;0;0;0;0;0;0;2001
MG;ITAIPE;478;169;0;23;0;6;74;0;0;1;186;10;8;0;1;0;0;0;0;0;0;0;2001
MG;ITAJUBA;20162;13912;0;775;34;244;1832;1;79;66;2769;83;116;0;201;42;0;7;0;0;0;1;2001
MG;ITAMARANDIBA;3255;1397;0;262;42;33;416;1;0;4;980;19;42;0;12;44;0;3;0;0;0;0;2001
MG;ITAMARATI DE MINAS;601;375;0;42;6;5;28;0;0;4;133;0;4;0;3;1;0;0;0;0;0;0;2001
MG;ITAMBACURI;1545;776;0;100;0;30;216;0;0;4;340;31;22;0;19;3;0;4;0;0;0;0;2001
MG;ITAMBE DO MATO DENTRO;136;70;0;10;0;1;16;0;0;0;37;0;2;0;0;0;0;0;0;0;0;0;2001
MG;ITAMOGI;2085;1441;0;154;12;12;244;0;4;6;166;5;15;0;13;12;0;1;0;0;0;0;2001
MG;ITAMONTE;2718;1669;0;214;16;40;278;0;1;14;330;68;20;0;47;20;0;1;0;0;0;0;2001
MG;ITANHANDU;2744;1735;0;207;15;39;260;0;9;20;312;24;21;0;79;23;0;0;0;0;0;0;2001
MG;ITANHOMI;1305;565;0;53;0;11;81;0;0;1;564;9;13;0;7;1;0;0;0;0;0;0;2001
MG;ITAOBIM;1458;748;0;128;4;18;242;0;1;11;229;44;11;0;12;10;0;0;0;0;0;0;2001
MG;ITAPAGIPE;2313;1354;0;169;8;13;295;0;16;2;364;40;13;0;31;8;0;0;0;0;0;0;2001
MG;ITAPECERICA;3219;2028;0;213;15;30;292;0;4;8;522;22;39;0;31;15;0;0;0;0;0;0;2001
MG;ITAPEVA;2052;1200;0;196;67;37;166;0;2;0;294;8;5;0;20;57;0;0;0;0;0;0;2001
MG;ITATIAIUCU;1397;805;0;134;57;12;169;0;0;4;127;7;10;0;12;60;0;0;0;0;0;0;2001
MG;ITAU DE MINAS;3433;2139;0;251;156;32;274;0;20;5;271;41;28;0;20;195;0;0;0;1;0;0;2001
MG;ITAUNA;19532;11615;0;959;247;192;1800;3;17;38;3602;340;171;0;257;284;0;5;0;0;1;1;2001
MG;ITAVERAVA;372;177;0;20;0;1;24;0;0;0;145;0;4;0;1;0;0;0;0;0;0;0;2001
MG;ITINGA;299;144;0;24;0;3;41;0;0;9;68;4;6;0;0;0;0;0;0;0;0;0;2001
MG;ITUETA;464;172;0;21;0;13;49;0;0;1;197;4;7;0;0;0;0;0;0;0;0;0;2001
MG;ITUIUTABA;21368;11204;0;1075;147;432;2325;0;260;72;4502;763;117;0;304;158;0;9;0;0;0;0;2001
MG;ITUMIRIM;732;503;0;53;0;2;107;0;0;3;58;1;3;0;2;0;0;0;0;0;0;0;2001
MG;ITURAMA;7474;4118;0;483;26;159;782;0;50;14;1233;173;108;0;279;48;0;0;0;1;0;0;2001
MG;ITUTINGA;504;337;0;30;0;8;62;0;0;5;52;3;1;0;6;0;0;0;0;0;0;0;2001
MG;JABOTICATUBAS;1486;839;0;91;0;13;187;0;0;6;311;5;22;0;9;2;0;1;0;0;0;0;2001
MG;JACINTO;349;187;0;13;0;11;49;0;0;5;69;5;10;0;0;0;0;0;0;0;0;0;2001
MG;JACUI;1838;994;0;72;0;16;105;0;1;4;634;1;9;0;2;0;0;0;0;0;0;0;2001
MG;JACUTINGA;5904;3998;0;252;19;177;642;0;20;16;654;42;23;0;42;19;0;0;0;0;0;0;2001
MG;JAGUARACU;228;160;0;7;1;4;25;0;0;0;23;0;2;0;6;0;0;0;0;0;0;0;2001
MG;JAIBA;1923;494;0;126;1;17;138;0;0;2;1077;31;20;0;14;1;0;2;0;0;0;0;2001
MG;JAMPRUCA;85;31;0;5;1;1;7;0;0;1;29;2;6;0;0;1;0;1;0;0;0;0;2001
MG;JANAUBA;8330;2866;0;519;10;117;741;0;2;8;3578;283;55;0;113;14;0;24;0;0;0;0;2001
MG;JANUARIA;4858;1709;0;187;9;46;623;0;2;4;2010;179;39;0;29;11;0;9;0;0;0;1;2001
MG;JAPARAIBA;635;263;0;44;5;2;56;0;0;2;221;4;17;0;15;6;0;0;0;0;0;0;2001
MG;JAPONVAR;69;27;0;1;0;0;8;0;0;0;26;0;6;0;0;0;0;1;0;0;0;0;2001
MG;JECEABA;531;259;0;22;0;2;42;0;0;3;187;7;6;0;2;0;0;1;0;0;0;0;2001
MG;JENIPAPO DE MINAS;185;41;0;6;0;1;22;0;0;3;105;1;6;0;0;0;0;0;0;0;0;0;2001
MG;JEQUERI;994;612;0;32;3;7;73;0;0;4;249;2;8;0;3;1;0;0;0;0;0;0;2001
MG;JEQUITAI;469;197;0;38;3;3;67;0;0;2;145;2;8;0;1;2;0;1;0;0;0;0;2001
MG;JEQUITIBA;235;149;0;23;0;1;27;0;0;1;19;0;13;0;2;0;0;0;0;0;0;0;2001
MG;JEQUITINHONHA;1083;520;0;36;0;28;121;1;0;5;299;64;3;0;5;0;0;1;0;0;0;0;2001
MG;JESUANIA;663;409;0;49;0;13;84;0;0;2;89;7;2;0;8;0;0;0;0;0;0;0;2001
MG;JOAIMA;593;278;0;37;0;20;108;0;0;2;116;19;10;0;3;0;0;0;0;0;0;0;2001
MG;JOANESIA;512;201;0;7;0;3;33;0;0;3;256;1;4;0;4;0;0;0;0;0;0;0;2001
MG;JOAO MONLEVADE;14017;10531;0;713;76;162;1117;5;13;34;980;43;127;0;156;55;0;3;0;1;0;1;2001
MG;JOAO PINHEIRO;5666;3314;0;508;42;77;922;0;9;6;519;73;92;0;52;52;0;0;0;0;0;0;2001
MG;JOAQUIM FELICIO;225;132;0;21;0;0;44;0;1;1;17;3;5;0;1;0;0;0;0;0;0;0;2001
MG;JORDANIA;297;127;0;11;0;14;28;0;0;7;98;5;5;0;2;0;0;0;0;0;0;0;2001
MG;JOSE GONCALVES DE MINAS;193;53;0;14;1;3;24;0;0;0;94;0;3;0;1;0;0;0;0;0;0;0;2001
MG;JOSE RAYDAN;149;65;0;7;0;3;10;0;0;1;59;1;3;0;0;0;0;0;0;0;0;0;2001
MG;JOSENOPOLIS;44;13;0;8;0;0;10;0;0;3;10;0;0;0;0;0;0;0;0;0;0;0;2001
MG;JUATUBA;1757;1175;0;121;6;20;199;0;12;11;140;14;40;0;12;6;0;0;0;1;0;0;2001
MG;JUIZ DE FORA;103459;78232;0;3627;530;1160;7915;26;56;330;7101;741;1095;0;1809;771;0;44;0;5;0;17;2001
MG;JURAMENTO;69;41;0;8;0;0;6;0;0;1;8;0;5;0;0;0;0;0;0;0;0;0;2001
MG;JURUAIA;1829;895;0;44;0;8;145;0;0;1;711;5;15;0;3;2;0;0;0;0;0;0;2001
MG;JUVENILIA;67;24;0;3;0;1;15;0;0;2;18;0;4;0;0;0;0;0;0;0;0;0;2001
MG;LADAINHA;554;179;0;23;0;3;58;0;0;4;269;11;6;0;1;0;0;0;0;0;0;0;2001
MG;LAGAMAR;829;525;0;46;4;8;97;0;0;6;118;3;10;0;7;5;0;0;0;0;0;0;2001
MG;LAGOA DA PRATA;8899;4678;0;447;60;80;683;0;11;16;1855;714;140;0;126;86;0;0;0;3;0;0;2001
MG;LAGOA DOS PATOS;158;47;0;22;4;5;35;0;0;0;34;0;6;0;0;5;0;0;0;0;0;0;2001
MG;LAGOA DOURADA;1705;804;0;168;13;14;125;0;0;2;515;1;32;0;11;20;0;0;0;0;0;0;2001
MG;LAGOA FORMOSA;2852;1645;0;148;20;31;358;0;3;2;546;6;62;0;10;21;0;0;0;0;0;0;2001
MG;LAGOA GRANDE;720;302;0;52;3;10;59;0;2;0;249;8;28;0;3;4;0;0;0;0;0;0;2001
MG;LAGOA SANTA;7950;5270;0;512;31;110;831;5;3;34;902;67;57;0;107;17;0;1;0;1;1;1;2001
MG;LAJINHA;3269;1845;0;156;2;53;449;0;1;3;695;15;25;0;21;3;0;1;0;0;0;0;2001
MG;LAMBARI;3794;2547;0;201;2;114;320;0;5;16;487;65;12;0;15;6;0;4;0;0;0;0;2001
MG;LAMIM;412;138;0;19;0;3;25;0;0;0;223;2;2;0;0;0;0;0;0;0;0;0;2001
MG;LARANJAL;1134;590;0;107;47;14;84;0;0;2;246;4;2;0;6;32;0;0;0;0;0;0;2001
MG;LASSANCE;276;149;0;21;0;2;51;0;0;0;46;1;4;0;2;0;0;0;0;0;0;0;2001
MG;LAVRAS;19699;13451;0;765;199;262;1852;2;28;50;2314;120;132;0;257;257;0;10;0;0;0;0;2001
MG;LEANDRO FERREIRA;381;214;0;20;0;7;49;0;0;0;86;1;2;0;2;0;0;0;0;0;0;0;2001
MG;LEME DO PRADO;184;55;0;15;0;2;23;0;0;4;74;0;11;0;0;0;0;0;0;0;0;0;2001
MG;LEOPOLDINA;8990;6258;0;480;137;151;644;0;21;23;891;38;67;0;142;135;1;0;0;1;0;1;2001
MG;LIBERDADE;826;563;0;51;1;10;85;0;0;2;102;1;4;0;7;0;0;0;0;0;0;0;2001
MG;LIMA DUARTE;1807;1211;0;141;1;23;206;0;4;4;175;2;24;0;15;0;0;0;0;1;0;0;2001
MG;LIMEIRA DO OESTE;836;411;0;70;4;8;105;0;1;1;203;0;17;0;10;6;0;0;0;0;0;0;2001
MG;LONTRA;89;35;0;4;0;1;11;0;0;1;31;0;3;0;2;0;0;1;0;0;0;0;2001
MG;LUISBURGO;605;263;0;11;0;12;83;0;0;1;216;1;17;0;1;0;0;0;0;0;0;0;2001
MG;LUISLANDIA;87;31;0;1;0;1;20;0;0;0;31;1;2;0;0;0;0;0;0;0;0;0;2001
MG;LUMINARIAS;724;432;0;79;0;3;56;0;0;4;138;0;12;0;0;0;0;0;0;0;0;0;2001
MG;LUZ;2906;1803;0;228;20;51;378;0;0;18;315;29;17;0;26;20;0;1;0;0;0;0;2001
MG;MACHACALIS;373;199;0;18;0;17;42;0;0;0;87;1;4;0;5;0;0;0;0;0;0;0;2001
MG;MACHADO;8115;4788;0;578;16;254;929;1;15;24;1336;49;61;0;47;14;0;3;0;0;0;0;2001
MG;MADRE DE DEUS DE MINAS;494;328;0;38;0;10;52;0;4;2;52;2;3;0;2;1;0;0;0;0;0;0;2001
MG;MALACACHETA;953;487;0;62;0;19;162;0;0;3;191;6;20;0;3;0;0;0;0;0;0;0;2001
MG;MAMONAS;791;132;0;26;0;4;31;0;0;0;585;7;6;0;0;0;0;0;0;0;0;0;2001
MG;MANGA;762;256;0;61;0;13;124;0;0;5;263;13;21;0;4;0;0;2;0;0;0;0;2001
MG;MANHUACU;12040;7325;0;923;63;318;1438;1;3;23;1691;17;81;0;86;68;1;1;0;0;0;1;2001
MG;MANHUMIRIM;4619;2827;0;243;10;74;724;0;2;7;652;4;23;0;37;16;0;0;0;0;0;0;2001
MG;MANTENA;6790;2612;0;346;15;240;614;1;4;7;2591;239;45;0;65;8;0;1;0;0;1;1;2001
MG;MAR DE ESPANHA;1710;1245;0;104;4;31;145;0;1;3;145;5;10;0;11;6;0;0;0;0;0;0;2001
MG;MARAVILHAS;980;487;0;107;3;12;117;0;0;5;231;10;3;0;3;2;0;0;0;0;0;0;2001
MG;MARIA DA FE;1854;1093;0;179;3;76;238;0;0;7;221;1;15;0;17;3;0;1;0;0;0;0;2001
MG;MARIANA;7295;5286;0;250;11;84;658;0;0;30;731;53;123;0;59;4;0;2;0;4;0;0;2001
MG;MARILAC;26;9;0;3;0;3;4;0;0;1;5;0;1;0;0;0;0;0;0;0;0;0;2001
MG;MARIO CAMPOS;929;578;0;92;5;12;149;0;1;2;72;2;8;0;4;4;0;0;0;0;0;0;2001
MG;MARIPA DE MINAS;451;300;0;26;1;1;49;0;0;3;67;1;1;0;1;1;0;0;0;0;0;0;2001
MG;MARLIERIA;318;222;0;12;1;5;32;0;0;2;39;0;5;0;0;0;0;0;0;0;0;0;2001
MG;MARMELOPOLIS;205;83;0;19;0;1;39;0;0;3;55;0;5;0;0;0;0;0;0;0;0;0;2001
MG;MARTINHO CAMPOS;1774;1032;0;183;45;9;172;0;0;7;228;11;23;0;16;48;0;0;0;0;0;0;2001
MG;MARTINS SOARES;661;357;0;34;0;13;112;0;0;2;136;0;6;0;1;0;0;0;0;0;0;0;2001
MG;MATA VERDE;185;44;0;9;0;4;36;0;0;3;88;0;1;0;0;0;0;0;0;0;0;0;2001
MG;MATERLANDIA;163;97;0;4;0;4;16;0;0;1;38;0;3;0;0;0;0;0;0;0;0;0;2001
MG;MATEUS LEME;3448;2078;0;276;21;38;384;0;10;19;474;58;26;0;45;19;0;0;0;0;0;0;2001
MG;MATHIAS LOBATO;216;110;0;25;0;1;17;0;0;2;47;5;3;0;5;1;0;0;0;0;0;0;2001
MG;MATIAS BARBOSA;2212;1280;0;205;120;29;218;0;2;5;157;10;19;0;37;129;0;1;0;0;0;0;2001
MG;MATIAS CARDOSO;110;36;0;7;0;0;11;0;0;1;52;1;1;0;1;0;0;0;0;0;0;0;2001
MG;MATIPO;1988;1046;0;165;25;32;280;0;0;6;383;11;9;0;7;23;0;0;0;0;0;1;2001
MG;MATO VERDE;2701;516;0;90;1;15;190;0;0;2;1821;33;13;0;17;2;0;1;0;0;0;0;2001
MG;MATOZINHOS;4481;2668;0;220;208;48;444;0;9;14;433;26;73;0;65;271;0;1;0;1;0;0;2001
MG;MATUTINA;632;344;0;32;0;33;86;0;3;3;123;2;6;0;0;0;0;0;0;0;0;0;2001
MG;MEDEIROS;470;280;0;17;0;8;85;0;0;2;77;0;1;0;0;0;0;0;0;0;0;0;2001
MG;MEDINA;1036;571;0;61;13;13;173;0;0;6;143;20;18;0;6;12;0;0;0;0;0;0;2001
MG;MENDES PIMENTEL;561;237;0;18;0;10;35;0;0;3;244;2;11;0;0;0;0;1;0;0;0;0;2001
MG;MERCES;1303;709;0;67;3;19;146;0;2;2;329;5;11;0;8;2;0;0;0;0;0;0;2001
MG;MESQUITA;536;301;0;13;2;3;52;0;0;0;150;2;6;0;6;0;0;0;0;1;0;0;2001
MG;MINAS NOVAS;1393;621;0;58;2;8;147;0;0;9;491;4;46;0;5;2;0;0;0;0;0;0;2001
MG;MINDURI;478;322;0;35;0;3;59;0;0;2;51;2;3;0;1;0;0;0;0;0;0;0;2001
MG;MIRABELA;701;370;0;61;0;4;87;0;0;0;161;4;10;0;4;0;0;0;0;0;0;0;2001
MG;MIRADOURO;1261;728;0;72;2;9;82;0;0;3;337;0;11;0;13;4;0;0;0;0;0;0;2001
MG;MIRAI;2399;1292;0;98;4;69;214;0;3;5;682;9;10;0;9;1;0;3;0;0;0;0;2001
MG;MIRAVANIA;56;21;0;6;0;1;5;0;0;0;17;0;6;0;0;0;0;0;0;0;0;0;2001
MG;MOEDA;780;491;0;36;1;12;95;0;0;2;131;0;8;0;3;1;0;0;0;0;0;0;2001
MG;MOEMA;1741;843;0;93;6;14;222;0;1;4;373;53;95;0;31;6;0;0;0;0;0;0;2001
MG;MONJOLOS;26;13;0;1;0;1;4;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;2001
MG;MONSENHOR PAULO;1139;751;0;102;1;10;107;1;0;3;150;2;3;0;9;0;0;0;0;0;0;0;2001
MG;MONTALVANIA;824;306;0;54;0;12;159;0;0;2;264;4;17;0;6;0;0;0;0;0;0;0;2001
MG;MONTE ALEGRE DE MINAS;3433;1699;0;369;15;41;804;0;19;5;370;23;26;0;39;22;0;1;0;0;0;0;2001
MG;MONTE AZUL;3230;863;0;100;0;7;233;0;0;2;1926;76;18;0;5;0;0;0;0;0;0;0;2001
MG;MONTE BELO;2250;1425;0;146;1;21;273;0;0;4;318;9;33;0;7;13;0;0;0;0;0;0;2001
MG;MONTE CARMELO;10404;5682;0;903;42;132;1116;0;56;19;2093;118;48;0;123;67;0;3;0;2;0;0;2001
MG;MONTE FORMOSO;60;18;0;1;0;1;14;0;0;1;20;0;5;0;0;0;0;0;0;0;0;0;2001
MG;MONTE SANTO DE MINAS;5710;3640;0;362;37;79;577;0;7;7;831;57;46;0;36;30;0;1;0;0;0;0;2001
MG;MONTE SIAO;6905;4298;0;165;16;230;618;1;2;10;1358;129;21;0;41;16;0;0;0;0;0;0;2001
MG;MONTES CLAROS;63095;32657;0;2683;204;705;5794;1;105;105;18046;1055;663;0;694;274;1;104;0;1;0;3;2001
MG;MONTEZUMA;474;85;0;21;0;1;54;0;0;3;290;3;13;0;1;0;0;3;0;0;0;0;2001
MG;MORADA NOVA DE MINAS;760;408;0;71;7;14;112;0;0;5;116;9;3;0;6;8;0;1;0;0;0;0;2001
MG;MORRO DA GARCA;183;102;0;18;0;6;26;0;0;3;20;1;7;0;0;0;0;0;0;0;0;0;2001
MG;MORRO DO PILAR;194;129;0;12;0;4;18;0;0;2;28;0;1;0;0;0;0;0;0;0;0;0;2001
MG;MUNHOZ;1046;634;0;59;3;25;93;0;0;3;219;2;7;0;1;0;0;0;0;0;0;0;2001
MG;MURIAE;17683;10850;0;914;247;303;1337;1;2;41;3139;62;127;0;308;344;2;4;0;0;0;2;2001
MG;MUTUM;2482;1185;0;95;2;53;200;0;0;6;899;18;17;0;2;3;0;2;0;0;0;0;2001
MG;MUZAMBINHO;6046;3731;0;276;20;61;678;0;17;10;1130;44;23;0;31;24;0;1;0;0;0;0;2001
MG;NACIP RAYDAN;44;18;0;2;0;0;4;0;0;1;17;1;1;0;0;0;0;0;0;0;0;0;2001
MG;NANUQUE;8313;3869;0;470;9;422;858;0;23;16;2103;313;90;0;116;22;0;0;0;0;2;0;2001
MG;NAQUE;312;186;0;17;6;2;29;0;1;1;51;1;10;0;2;6;0;0;0;0;0;0;2001
MG;NATALANDIA;111;33;0;8;0;5;13;0;0;2;40;1;8;0;1;0;0;0;0;0;0;0;2001
MG;NATERCIA;940;510;0;51;0;22;78;0;0;3;264;2;8;0;2;0;0;0;0;0;0;0;2001
MG;NAZARENO;1091;702;0;101;17;12;101;0;2;5;113;0;11;0;6;21;0;0;0;0;0;0;2001
MG;NEPOMUCENO;3982;2665;0;293;25;35;446;0;1;2;398;6;45;0;35;29;0;2;0;0;0;0;2001
MG;NINHEIRA;149;49;0;9;0;1;11;0;0;2;63;0;11;0;2;1;0;0;0;0;0;0;2001
MG;NOVA BELEM;205;75;0;14;0;2;16;0;0;0;87;6;5;0;0;0;0;0;0;0;0;0;2001
MG;NOVA ERA;2852;2031;0;142;17;39;253;1;1;13;226;10;50;0;43;26;0;0;0;0;0;0;2001
MG;NOVA LIMA;10846;7720;0;438;19;228;926;1;4;82;1230;23;90;0;61;19;0;3;0;2;0;0;2001
MG;NOVA MODICA;148;56;0;9;0;2;10;0;0;2;62;2;5;0;0;0;0;0;0;0;0;0;2001
MG;NOVA PONTE;1357;823;0;124;10;15;173;0;0;26;97;3;26;0;43;14;0;1;0;2;0;0;2001
MG;NOVA PORTEIRINHA;329;90;0;13;0;3;19;0;0;3;183;7;8;0;3;0;0;0;0;0;0;0;2001
MG;NOVA RESENDE;4106;2108;0;194;3;26;279;0;2;2;1447;6;21;0;8;9;0;1;0;0;0;0;2001
MG;NOVA SERRANA;7744;4060;0;209;11;208;848;0;10;14;2121;123;23;0;99;11;0;5;0;0;1;1;2001
MG;NOVA UNIAO;668;387;0;77;3;10;88;0;0;2;82;1;10;0;4;3;0;1;0;0;0;0;2001
MG;NOVO CRUZEIRO;1303;377;0;54;1;19;187;0;0;10;612;7;35;0;0;1;0;0;0;0;0;0;2001
MG;NOVO ORIENTE DE MINAS;176;74;0;14;0;4;25;0;0;2;49;2;6;0;0;0;0;0;0;0;0;0;2001
MG;NOVORIZONTE;129;20;0;14;0;0;9;0;0;0;81;0;5;0;0;0;0;0;0;0;0;0;2001
MG;OLARIA;194;130;0;8;0;3;28;0;0;1;20;0;3;0;0;1;0;0;0;0;0;0;2001
MG;OLHOS-D'AGUA;158;52;0;12;3;2;21;0;0;3;50;0;12;0;0;3;0;0;0;0;0;0;2001
MG;OLIMPIO NORONHA;204;130;0;20;0;6;25;0;0;3;11;3;3;0;3;0;0;0;0;0;0;0;2001
MG;OLIVEIRA;7149;4484;0;515;44;108;770;0;2;19;971;77;48;0;71;38;0;2;0;0;0;0;2001
MG;OLIVEIRA FORTES;143;90;0;9;1;5;16;0;0;0;20;0;2;0;0;0;0;0;0;0;0;0;2001
MG;ONCA DE PITANGUI;238;98;0;12;0;2;23;0;0;3;88;0;10;0;2;0;0;0;0;0;0;0;2001
MG;ORATORIOS;258;118;0;22;0;2;22;0;0;1;77;3;12;0;1;0;0;0;0;0;0;0;2001
MG;ORIZANIA;389;226;0;17;1;5;43;0;0;1;90;2;3;0;0;1;0;0;0;0;0;0;2001
MG;OURO BRANCO;7305;5432;0;270;29;64;520;0;11;40;700;81;51;0;78;23;0;3;0;3;0;0;2001
MG;OURO FINO;7873;5609;0;366;19;89;770;0;2;7;851;14;67;0;46;30;1;2;0;0;0;0;2001
MG;OURO PRETO;12079;8340;0;534;139;178;1083;6;0;72;1209;35;242;0;83;151;0;5;0;1;0;1;2001
MG;OURO VERDE DE MINAS;238;84;0;7;0;5;37;0;0;1;99;5;0;0;0;0;0;0;0;0;0;0;2001
MG;PADRE CARVALHO;26;17;0;1;0;0;3;0;0;1;2;0;2;0;0;0;0;0;0;0;0;0;2001
MG;PADRE PARAISO;992;537;0;61;1;11;156;0;0;33;163;11;13;0;4;2;0;0;0;0;0;0;2001
MG;PAI PEDRO;181;42;0;4;1;2;8;0;0;2;109;3;9;0;1;0;0;0;0;0;0;0;2001
MG;PAINEIRAS;759;423;0;67;0;16;87;0;1;4;150;3;5;0;2;1;0;0;0;0;0;0;2001
MG;PAINS;1377;844;0;144;25;12;135;0;5;6;134;15;13;0;15;29;0;0;0;0;0;0;2001
MG;PAIVA;169;103;0;9;0;2;13;0;0;2;39;0;1;0;0;0;0;0;0;0;0;0;2001
MG;PALMA;887;545;0;51;3;14;56;0;0;1;194;11;2;0;5;5;0;0;0;0;0;0;2001
MG;PALMOPOLIS;146;67;0;6;0;7;8;0;0;2;50;3;3;0;0;0;0;0;0;0;0;0;2001
MG;PAPAGAIOS;2222;887;0;377;22;57;225;0;1;7;479;113;34;0;7;12;0;1;0;0;0;0;2001
MG;PARA DE MINAS;20234;10296;0;1286;111;296;1932;1;130;55;4717;912;145;0;218;127;0;5;0;3;0;0;2001
MG;PARACATU;10547;6530;0;701;86;276;1391;0;46;13;885;172;177;0;143;123;0;3;0;0;0;1;2001
