UF;MUNICÍPIO;TOTAL;AUTOMÓVEL;BONDE;CAMINHÃO;CAMINHÃO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAFAFORMA;CICLOMOTOR;MICRO-ÔNIBUS;MOTOCICLETA;MOTONETA;ÔNIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEIRA;TRATOR RODAS;TRICICLO;UTILITÁRIO;ANO
AC;ACRELANDIA;174;43;0;19;1;2;25;0;0;0;73;5;4;0;1;1;0;0;0;0;0;0;2001
AC;ASSIS BRASIL;49;16;0;5;0;0;7;0;0;0;16;5;0;0;0;0;0;0;0;0;0;0;2001
AC;BRASILEIA;723;159;0;35;1;10;68;0;0;0;283;163;1;0;1;2;0;0;0;0;0;0;2001
AC;BUJARI;42;11;0;6;0;1;8;0;0;2;12;2;0;0;0;0;0;0;0;0;0;0;2001
AC;CAPIXABA;40;16;0;3;0;1;6;0;0;0;12;1;0;0;0;1;0;0;0;0;0;0;2001
AC;CRUZEIRO DO SUL;3321;935;0;154;0;70;405;2;0;9;1363;369;13;0;1;0;0;0;0;0;0;0;2001
AC;EPITACIOLANDIA;312;88;0;21;0;4;30;0;0;0;112;55;2;0;0;0;0;0;0;0;0;0;2001
AC;FEIJO;275;23;0;12;0;7;18;0;0;0;159;56;0;0;0;0;0;0;0;0;0;0;2001
AC;MANCIO LIMA;204;33;0;7;0;3;17;0;0;0;135;7;2;0;0;0;0;0;0;0;0;0;2001
AC;MANOEL URBANO;18;5;0;0;0;2;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;2001
AC;PLACIDO DE CASTRO;256;100;0;19;2;2;36;0;0;0;82;14;0;0;0;1;0;0;0;0;0;0;2001
AC;PORTO ACRE;61;19;0;6;0;1;13;0;0;1;20;1;0;0;0;0;0;0;0;0;0;0;2001
AC;RIO BRANCO;39796;17829;0;2203;182;1342;5230;12;4;69;9723;2255;320;0;392;228;1;4;0;1;0;1;2001
AC;SENA MADUREIRA;552;143;0;23;0;41;52;0;0;1;181;110;1;0;0;0;0;0;0;0;0;0;2001
AC;SENADOR GUIOMARD;483;187;0;51;0;7;72;0;0;0;115;47;0;0;4;0;0;0;0;0;0;0;2001
AC;TARAUACA;424;30;0;10;0;4;19;0;0;0;230;131;0;0;0;0;0;0;0;0;0;0;2001
AC;XAPURI;273;77;0;10;0;4;30;0;0;0;124;27;0;0;1;0;0;0;0;0;0;0;2001
AL;ARAPIRACA;23145;8242;0;1692;151;323;2922;1;0;163;7197;1908;205;0;172;160;3;3;0;0;0;3;2001
AL;ATALAIA;3186;1678;0;402;11;48;497;1;0;67;300;24;63;0;52;42;0;0;0;0;0;1;2001
AL;BOCA DA MATA;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
AL;CAJUEIRO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AL;CAMPO GRANDE;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AL;CORURIPE;2906;975;0;242;10;107;290;0;0;32;725;81;102;0;198;144;0;0;0;0;0;0;2001
AL;DELMIRO GOUVEIA;6899;2757;0;395;36;82;1223;2;0;115;2139;65;22;0;13;50;0;0;0;0;0;0;2001
AL;GIRAU DO PONCIANO;2478;617;0;133;0;23;364;0;0;28;1212;66;27;0;6;1;0;1;0;0;0;0;2001
AL;MACEIO;108440;78296;0;3660;458;2737;9285;62;10;504;8707;612;1291;1;2022;736;11;18;0;2;1;27;2001
AL;MATRIZ DE CAMARAGIBE;4582;1936;0;650;7;48;952;0;0;116;466;18;90;0;259;40;0;0;0;0;0;0;2001
AL;PALMEIRA DOS INDIOS;7890;3309;0;484;9;75;1114;0;0;124;2442;160;75;0;74;21;1;1;0;0;0;1;2001
AL;PENEDO;5749;2562;0;468;30;119;576;0;0;38;1525;133;115;0;121;60;0;2;0;0;0;0;2001
AL;PORTO DE PEDRAS;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AL;QUEBRANGULO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AL;SANTANA DO IPANEMA;6944;2214;0;550;9;59;939;0;0;59;2900;142;28;0;28;16;0;0;0;0;0;0;2001
AL;SAO MIGUEL DOS CAMPOS;5607;2390;0;794;73;118;561;0;0;94;764;19;172;0;267;355;0;0;0;0;0;0;2001
AL;TRAIPU;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
AL;UNIAO DOS PALMARES;5089;2274;0;648;21;48;732;0;0;74;1094;42;59;0;76;19;0;1;0;0;0;1;2001
AL;VICOSA;1789;786;0;183;1;35;231;0;0;24;436;20;23;0;48;2;0;0;0;0;0;0;2001
AM;ALVARAES;4;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
AM;AMATURA;4;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2001
AM;ANAMA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AM;ANORI;12;0;0;0;0;0;1;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;2001
AM;APUI;36;6;0;7;0;0;9;0;0;0;9;4;1;0;0;0;0;0;0;0;0;0;2001
AM;ATALAIA DO NORTE;6;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;2001
AM;AUTAZES;76;6;0;2;0;1;5;0;0;0;38;24;0;0;0;0;0;0;0;0;0;0;2001
AM;BARCELOS;65;5;0;4;0;7;12;0;0;0;16;20;0;0;1;0;0;0;0;0;0;0;2001
AM;BARREIRINHA;26;0;0;0;0;2;3;0;0;0;10;11;0;0;0;0;0;0;0;0;0;0;2001
AM;BENJAMIN CONSTANT;40;4;0;0;0;0;7;0;0;0;13;16;0;0;0;0;0;0;0;0;0;0;2001
AM;BERURI;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2001
AM;BOA VISTA DO RAMOS;18;0;0;0;0;0;0;0;0;0;12;6;0;0;0;0;0;0;0;0;0;0;2001
AM;BOCA DO ACRE;219;96;0;9;0;2;13;0;0;2;59;37;1;0;0;0;0;0;0;0;0;0;2001
AM;BORBA;53;6;0;3;0;2;8;0;0;0;25;9;0;0;0;0;0;0;0;0;0;0;2001
AM;CAAPIRANGA;5;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AM;CANUTAMA;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
AM;CARAUARI;82;8;0;8;0;1;12;0;0;1;46;6;0;0;0;0;0;0;0;0;0;0;2001
AM;CAREIRO;61;12;0;12;0;4;13;0;0;1;11;4;4;0;0;0;0;0;0;0;0;0;2001
AM;CAREIRO DA VARZEA;14;2;0;1;0;0;2;0;0;1;6;1;1;0;0;0;0;0;0;0;0;0;2001
AM;COARI;1208;85;0;20;0;4;47;0;0;1;779;271;1;0;0;0;0;0;0;0;0;0;2001
AM;CODAJAS;61;3;0;2;0;0;1;0;0;0;49;6;0;0;0;0;0;0;0;0;0;0;2001
AM;EIRUNEPE;29;4;0;5;0;0;6;0;0;0;9;5;0;0;0;0;0;0;0;0;0;0;2001
AM;ENVIRA;13;1;0;3;0;1;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;2001
AM;FONTE BOA;20;1;0;3;0;0;5;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0;2001
AM;GUAJARA;3;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
AM;HUMAITA;770;238;0;45;5;7;60;0;0;0;248;157;3;0;0;7;0;0;0;0;0;0;2001
AM;IPIXUNA;3;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AM;IRANDUBA;472;160;0;36;3;7;68;0;0;3;151;35;7;0;0;2;0;0;0;0;0;0;2001
AM;ITACOATIARA;4142;863;0;147;18;40;256;1;2;10;1630;1093;37;0;9;35;0;1;0;0;0;0;2001
AM;ITAMARATI;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AM;ITAPIRANGA;17;4;0;1;0;0;2;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;2001
AM;JAPURA;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AM;JURUA;5;0;0;2;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
AM;JUTAI;5;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;2001
AM;LABREA;41;3;0;8;0;2;6;0;0;0;18;3;1;0;0;0;0;0;0;0;0;0;2001
AM;MANACAPURU;1779;740;0;85;1;21;248;0;1;8;392;236;37;0;0;9;0;1;0;0;0;0;2001
AM;MANAQUIRI;10;1;0;1;0;0;3;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;2001
AM;MANAUS;185647;112497;0;7996;864;5887;26086;25;182;810;20356;2380;2783;0;708;4896;1;83;0;37;15;41;2001
AM;MANICORE;45;7;0;4;0;0;4;0;0;0;18;12;0;0;0;0;0;0;0;0;0;0;2001
AM;MARAA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AM;MAUES;766;126;0;20;0;11;58;0;0;0;373;178;0;0;0;0;0;0;0;0;0;0;2001
AM;NHAMUNDA;27;1;0;2;0;0;2;0;0;0;16;6;0;0;0;0;0;0;0;0;0;0;2001
AM;NOVA OLINDA DO NORTE;58;2;0;2;0;2;1;0;1;0;30;18;2;0;0;0;0;0;0;0;0;0;2001
AM;NOVO AIRAO;57;17;0;9;0;0;13;0;0;0;10;8;0;0;0;0;0;0;0;0;0;0;2001
AM;NOVO ARIPUANA;32;3;0;2;0;0;4;0;0;0;17;2;4;0;0;0;0;0;0;0;0;0;2001
AM;PARINTINS;3051;417;0;62;0;19;142;1;1;2;1406;994;3;0;0;0;0;4;0;0;0;0;2001
AM;PAUINI;10;1;0;3;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2001
AM;PRESIDENTE FIGUEIREDO;866;339;0;95;10;39;157;0;1;7;146;45;15;0;3;9;0;0;0;0;0;0;2001
AM;RIO PRETO DA EVA;244;108;0;21;0;7;45;0;0;1;47;7;8;0;0;0;0;0;0;0;0;0;2001
AM;SANTA ISABEL DO RIO NEGRO;12;1;0;2;0;0;5;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;2001
AM;SANTO ANTONIO DO ICA;23;0;0;1;0;1;5;0;0;0;9;7;0;0;0;0;0;0;0;0;0;0;2001
AM;SAO GABRIEL DA CACHOEIRA;744;429;0;40;0;20;89;0;0;3;88;72;2;0;0;0;0;1;0;0;0;0;2001
AM;SAO PAULO DE OLIVENCA;17;1;0;0;0;1;2;0;0;0;7;6;0;0;0;0;0;0;0;0;0;0;2001
AM;SAO SEBASTIAO DO UATUMA;7;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;2001
AM;SILVES;16;1;0;5;0;1;6;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;2001
AM;TABATINGA;629;314;0;21;0;2;80;0;0;1;129;81;0;0;0;0;0;1;0;0;0;0;2001
AM;TAPAUA;8;0;0;0;1;0;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;2001
AM;TEFE;1726;256;0;19;0;6;67;0;0;0;1017;359;0;0;1;1;0;0;0;0;0;0;2001
AM;TONANTINS;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2001
AM;UARINI;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
AM;URUCARA;40;2;0;3;0;1;3;0;0;0;24;6;1;0;0;0;0;0;0;0;0;0;2001
AM;URUCURITUBA;24;0;0;4;0;0;7;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;2001
AP;AMAPA;39;19;0;4;0;3;5;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;2001
AP;CALCOENE;23;4;0;0;0;1;9;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;2001
AP;CUTIAS;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AP;FERREIRA GOMES;10;5;0;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2001
AP;ITAUBAL;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2001
AP;LARANJAL DO JARI;233;137;0;10;0;3;12;0;0;2;44;23;2;0;0;0;0;0;0;0;0;0;2001
AP;MACAPA;29122;15675;0;1329;47;1589;3455;11;28;79;5475;893;304;0;136;91;9;0;0;0;0;1;2001
AP;MAZAGAO;60;32;0;8;0;2;11;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;2001
AP;OIAPOQUE;190;52;0;14;0;8;29;0;2;3;74;6;2;0;0;0;0;0;0;0;0;0;2001
AP;PORTO GRANDE;105;41;0;10;0;6;26;0;0;0;15;6;1;0;0;0;0;0;0;0;0;0;2001
AP;PRACUUBA;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AP;SANTANA;3304;1356;0;309;19;119;622;0;1;15;528;218;40;0;18;58;1;0;0;0;0;0;2001
AP;SERRA DO NAVIO;13;5;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
AP;TARTARUGALZINHO;14;5;0;3;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2001
BA;ABAIRA;297;151;0;21;0;1;81;0;0;1;34;1;7;0;0;0;0;0;0;0;0;0;2001
BA;ABARE;129;48;0;2;0;1;18;0;0;1;55;0;4;0;0;0;0;0;0;0;0;0;2001
BA;ACAJUTIBA;369;171;0;20;1;4;37;0;0;2;122;9;0;0;1;2;0;0;0;0;0;0;2001
BA;ADUSTINA;191;44;0;9;0;1;9;0;0;5;119;3;1;0;0;0;0;0;0;0;0;0;2001
BA;AGUA FRIA;171;91;0;9;0;1;34;0;0;3;24;0;8;0;1;0;0;0;0;0;0;0;2001
BA;AIQUARA;80;49;0;6;0;0;11;0;0;0;13;1;0;0;0;0;0;0;0;0;0;0;2001
BA;ALAGOINHAS;11542;7197;0;646;46;136;1179;4;0;85;1649;206;171;0;167;53;1;0;0;0;2;0;2001
BA;ALCOBACA;412;183;0;12;1;17;64;0;1;3;98;24;6;0;3;0;0;0;0;0;0;0;2001
BA;ALMADINA;100;66;0;6;0;2;21;0;0;1;3;0;1;0;0;0;0;0;0;0;0;0;2001
BA;AMARGOSA;2139;1102;0;135;1;38;294;0;0;7;457;69;27;0;8;1;0;0;0;0;0;0;2001
BA;AMELIA RODRIGUES;1139;560;0;115;9;11;212;0;0;10;166;12;10;0;21;13;0;0;0;0;0;0;2001
BA;AMERICA DOURADA;131;71;0;9;0;1;24;0;0;1;21;1;2;0;1;0;0;0;0;0;0;0;2001
BA;ANAGE;349;169;0;31;1;7;51;0;0;5;69;1;12;0;2;1;0;0;0;0;0;0;2001
BA;ANDARAI;112;49;0;14;0;1;29;0;0;1;17;0;1;0;0;0;0;0;0;0;0;0;2001
BA;ANDORINHA;326;161;0;23;0;1;48;0;0;2;76;0;14;0;0;1;0;0;0;0;0;0;2001
BA;ANGICAL;164;65;0;7;0;1;45;0;0;9;30;6;1;0;0;0;0;0;0;0;0;0;2001
BA;ANGUERA;147;58;0;7;0;2;39;0;0;5;28;0;4;0;4;0;0;0;0;0;0;0;2001
BA;ANTAS;336;110;0;15;0;4;37;0;0;3;156;4;3;0;4;0;0;0;0;0;0;0;2001
BA;ANTONIO CARDOSO;123;59;0;1;0;1;20;0;0;13;17;0;11;0;0;1;0;0;0;0;0;0;2001
BA;ANTONIO GONCALVES;198;108;0;10;0;3;32;0;0;1;41;1;2;0;0;0;0;0;0;0;0;0;2001
BA;APORA;346;134;0;15;2;1;30;0;0;4;143;7;8;0;2;0;0;0;0;0;0;0;2001
BA;APUAREMA;107;21;0;12;0;4;27;0;0;0;38;3;2;0;0;0;0;0;0;0;0;0;2001
BA;ARACAS;215;112;0;24;3;4;41;0;0;7;14;2;6;0;2;0;0;0;0;0;0;0;2001
BA;ARACATU;246;82;0;39;2;1;43;0;0;2;66;1;6;0;1;3;0;0;0;0;0;0;2001
BA;ARACI;1052;569;0;82;3;10;204;0;0;3;136;9;22;0;10;4;0;0;0;0;0;0;2001
BA;ARAMARI;153;104;0;8;4;2;15;0;0;1;12;1;0;0;1;5;0;0;0;0;0;0;2001
BA;ARATACA;55;31;0;5;0;1;12;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;2001
BA;ARATUIPE;143;81;0;6;0;0;26;0;0;0;24;0;2;0;4;0;0;0;0;0;0;0;2001
BA;AURELINO LEAL;150;85;0;13;0;0;26;0;0;1;19;3;1;0;2;0;0;0;0;0;0;0;2001
BA;BAIANOPOLIS;216;65;0;21;0;3;33;0;0;2;85;3;4;0;0;0;0;0;0;0;0;0;2001
BA;BAIXA GRANDE;420;206;0;31;0;0;102;0;0;4;66;2;5;0;4;0;0;0;0;0;0;0;2001
BA;BANZAE;242;87;0;8;0;0;36;0;0;2;90;3;16;0;0;0;0;0;0;0;0;0;2001
BA;BARRA;356;115;0;17;1;9;46;0;0;3;125;34;2;0;3;1;0;0;0;0;0;0;2001
BA;BARRA DA ESTIVA;1020;284;0;75;2;10;177;0;0;7;433;12;11;0;7;2;0;0;0;0;0;0;2001
BA;BARRA DO CHOCA;587;273;0;49;1;8;115;0;0;19;105;8;7;0;2;0;0;0;0;0;0;0;2001
BA;BARRA DO MENDES;306;136;0;21;1;6;90;0;0;1;48;3;0;0;0;0;0;0;0;0;0;0;2001
BA;BARRA DO ROCHA;68;31;0;5;0;2;21;1;0;1;6;0;0;0;1;0;0;0;0;0;0;0;2001
BA;BARREIRAS;16174;6650;0;1319;273;543;2219;1;12;29;3506;874;158;0;202;382;0;3;0;0;1;2;2001
BA;BARRO ALTO;192;76;0;13;0;2;36;0;0;0;55;5;4;0;0;1;0;0;0;0;0;0;2001
BA;BARRO PRETO;95;56;0;10;0;7;14;0;0;1;4;0;3;0;0;0;0;0;0;0;0;0;2001
BA;BARROCAS;163;104;0;8;0;0;13;0;0;0;34;4;0;0;0;0;0;0;0;0;0;0;2001
BA;BELMONTE;309;124;0;7;0;11;27;0;0;0;105;31;2;0;2;0;0;0;0;0;0;0;2001
BA;BELO CAMPO;364;166;0;40;2;3;71;0;0;3;70;2;5;0;0;2;0;0;0;0;0;0;2001
BA;BIRITINGA;334;189;0;6;0;3;39;0;0;5;79;0;11;0;2;0;0;0;0;0;0;0;2001
BA;BOA NOVA;77;39;0;7;0;0;19;0;0;1;7;0;4;0;0;0;0;0;0;0;0;0;2001
BA;BOA VISTA DO TUPIM;276;95;0;30;0;1;77;0;0;1;65;1;4;0;2;0;0;0;0;0;0;0;2001
BA;BOM JESUS DA LAPA;3408;1205;0;193;17;72;413;0;0;18;1270;147;32;0;23;15;0;2;0;0;0;1;2001
BA;BOM JESUS DA SERRA;122;39;0;6;0;0;46;0;0;12;12;0;7;0;0;0;0;0;0;0;0;0;2001
BA;BONINAL;341;121;0;30;5;2;102;0;0;4;58;3;9;0;2;5;0;0;0;0;0;0;2001
BA;BONITO;151;70;0;19;0;2;43;0;0;0;10;2;3;0;2;0;0;0;0;0;0;0;2001
BA;BOQUIRA;567;249;0;44;1;5;115;0;0;3;123;5;22;0;0;0;0;0;0;0;0;0;2001
BA;BOTUPORA;191;88;0;12;0;4;36;0;0;1;41;1;8;0;0;0;0;0;0;0;0;0;2001
BA;BREJOES;402;171;0;58;0;6;88;0;0;0;68;1;8;0;2;0;0;0;0;0;0;0;2001
BA;BREJOLANDIA;185;36;0;14;0;1;35;0;0;2;95;0;2;0;0;0;0;0;0;0;0;0;2001
BA;BROTAS DE MACAUBAS;174;71;0;8;1;6;60;0;0;1;22;0;4;0;0;1;0;0;0;0;0;0;2001
BA;BRUMADO;7488;3120;0;597;164;75;933;0;0;41;2199;44;95;0;23;192;1;3;0;0;1;0;2001
BA;BUERAREMA;546;319;0;56;1;10;106;0;0;2;37;5;4;0;5;1;0;0;0;0;0;0;2001
BA;BURITIRAMA;48;11;0;5;1;3;18;0;0;1;3;0;5;0;0;0;0;1;0;0;0;0;2001
BA;CAATIBA;22;13;0;1;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
BA;CABACEIRAS DO PARAGUACU;248;105;0;19;3;4;29;0;0;4;71;1;6;0;3;3;0;0;0;0;0;0;2001
BA;CACHOEIRA;1043;639;0;60;2;8;186;0;0;18;73;10;32;0;13;2;0;0;0;0;0;0;2001
BA;CACULE;1349;448;0;142;9;12;249;0;0;7;426;28;8;0;9;11;0;0;0;0;0;0;2001
BA;CAEM;203;109;0;8;1;1;29;0;0;1;47;1;4;0;1;1;0;0;0;0;0;0;2001
BA;CAETANOS;71;15;0;3;0;2;25;0;0;1;24;0;1;0;0;0;0;0;0;0;0;0;2001
BA;CAETITE;2852;1287;0;264;19;36;633;0;0;20;500;36;27;0;9;21;0;0;0;0;0;0;2001
BA;CAFARNAUM;177;107;0;12;0;3;29;0;0;1;20;2;3;0;0;0;0;0;0;0;0;0;2001
BA;CAIRU;41;21;0;4;0;3;3;0;0;0;7;1;0;0;2;0;0;0;0;0;0;0;2001
BA;CALDEIRAO GRANDE;200;104;0;13;0;3;28;0;0;1;47;0;4;0;0;0;0;0;0;0;0;0;2001
BA;CAMACAN;1110;517;0;119;0;33;209;1;0;3;178;16;23;0;9;2;0;0;0;0;0;0;2001
BA;CAMACARI;12443;6520;0;786;215;362;1174;37;0;161;2339;226;326;0;121;171;1;0;0;2;1;1;2001
BA;CAMAMU;477;233;0;42;0;10;90;1;1;7;79;5;3;0;4;1;0;1;0;0;0;0;2001
BA;CAMPO ALEGRE DE LOURDES;208;54;0;16;0;2;38;0;0;4;94;0;0;0;0;0;0;0;0;0;0;0;2001
BA;CAMPO FORMOSO;1888;1085;0;100;7;42;301;0;0;5;281;9;41;0;7;10;0;0;0;0;0;0;2001
BA;CANAPOLIS;105;27;0;6;0;1;21;0;0;1;42;0;7;0;0;0;0;0;0;0;0;0;2001
BA;CANARANA;597;227;0;66;3;3;118;0;0;2;171;1;2;0;1;3;0;0;0;0;0;0;2001
BA;CANAVIEIRAS;811;317;0;37;0;23;119;0;0;4;272;23;4;0;11;0;0;0;0;0;1;0;2001
BA;CANDEAL;117;48;0;11;0;0;30;0;0;3;20;1;2;0;2;0;0;0;0;0;0;0;2001
BA;CANDEIAS;4843;2709;0;345;179;48;569;1;0;75;409;55;162;0;64;225;0;0;0;1;0;1;2001
BA;CANDIBA;466;175;0;31;0;3;89;0;0;2;152;5;7;0;2;0;0;0;0;0;0;0;2001
BA;CANDIDO SALES;773;318;0;144;5;10;174;0;0;7;86;11;9;0;3;6;0;0;0;0;0;0;2001
BA;CANSANCAO;1011;454;0;58;15;4;185;0;0;2;248;3;12;0;14;15;0;0;0;0;0;1;2001
BA;CANUDOS;316;107;0;17;0;2;74;0;0;4;103;1;8;0;0;0;0;0;0;0;0;0;2001
BA;CAPELA DO ALTO ALEGRE;430;91;0;32;1;1;29;0;0;3;246;1;19;0;6;1;0;0;0;0;0;0;2001
BA;CAPIM GROSSO;2054;826;0;236;24;14;230;0;0;10;599;51;15;0;22;26;0;1;0;0;0;0;2001
BA;CARAIBAS;94;19;0;15;0;1;34;0;0;6;17;0;2;0;0;0;0;0;0;0;0;0;2001
BA;CARAVELAS;391;201;0;10;0;19;54;0;0;2;68;9;22;0;6;0;0;0;0;0;0;0;2001
BA;CARDEAL DA SILVA;51;24;0;5;0;1;13;0;0;2;4;1;1;0;0;0;0;0;0;0;0;0;2001
BA;CARINHANHA;411;117;0;45;2;7;76;0;0;1;152;4;4;0;2;1;0;0;0;0;0;0;2001
BA;CASA NOVA;1001;346;0;104;0;10;262;0;0;21;220;4;29;0;5;0;0;0;0;0;0;0;2001
BA;CASTRO ALVES;809;453;0;70;2;10;133;0;0;2;89;10;24;0;15;1;0;0;0;0;0;0;2001
BA;CATOLANDIA;46;20;0;4;0;1;8;0;0;2;9;0;2;0;0;0;0;0;0;0;0;0;2001
BA;CATU;2677;1450;0;206;31;53;324;0;0;34;352;48;54;0;62;60;0;1;0;2;0;0;2001
BA;CATURAMA;157;82;0;4;0;0;43;0;0;0;24;1;3;0;0;0;0;0;0;0;0;0;2001
BA;CENTRAL;451;253;0;41;0;4;74;0;0;1;76;0;2;0;0;0;0;0;0;0;0;0;2001
BA;CHORROCHO;64;26;0;3;0;3;7;0;0;1;22;0;2;0;0;0;0;0;0;0;0;0;2001
BA;CICERO DANTAS;1092;421;0;51;1;8;158;0;0;4;359;64;14;0;11;0;0;0;0;0;0;1;2001
BA;CIPO;707;254;0;31;0;4;48;0;0;1;281;84;0;0;4;0;0;0;0;0;0;0;2001
BA;COARACI;793;473;0;61;2;22;163;0;0;0;48;2;9;0;13;0;0;0;0;0;0;0;2001
BA;COCOS;275;98;0;31;0;7;68;0;0;1;65;2;2;0;1;0;0;0;0;0;0;0;2001
BA;CONCEICAO DA FEIRA;723;305;0;102;13;7;118;0;3;23;109;18;7;0;4;14;0;0;0;0;0;0;2001
BA;CONCEICAO DO ALMEIDA;571;298;0;35;0;19;127;0;0;12;67;2;6;0;4;1;0;0;0;0;0;0;2001
BA;CONCEICAO DO COITE;3014;1611;0;250;18;27;409;0;0;25;565;54;18;0;16;19;1;0;0;0;0;1;2001
BA;CONCEICAO DO JACUIPE;1359;628;0;112;4;19;243;0;0;48;243;35;7;0;10;10;0;0;0;0;0;0;2001
BA;CONDE;196;107;0;17;0;6;30;0;0;3;30;1;1;0;1;0;0;0;0;0;0;0;2001
BA;CONDEUBA;544;229;0;47;0;5;116;0;0;13;117;5;10;0;1;1;0;0;0;0;0;0;2001
BA;CONTENDAS DO SINCORA;52;21;0;2;0;0;6;0;0;2;19;2;0;0;0;0;0;0;0;0;0;0;2001
BA;CORACAO DE MARIA;678;292;0;62;18;3;128;0;1;17;100;5;19;0;7;26;0;0;0;0;0;0;2001
BA;CORDEIROS;159;46;0;10;0;2;30;0;0;6;61;1;3;0;0;0;0;0;0;0;0;0;2001
BA;CORIBE;312;87;0;12;0;8;100;0;0;7;93;0;3;0;1;0;0;1;0;0;0;0;2001
BA;CORONEL JOAO SA;243;24;0;7;0;2;5;0;0;0;198;3;4;0;0;0;0;0;0;0;0;0;2001
BA;CORRENTINA;674;193;0;48;3;9;150;0;0;3;211;30;15;0;0;12;0;0;0;0;0;0;2001
BA;COTEGIPE;167;47;0;9;0;2;33;0;0;6;63;6;1;0;0;0;0;0;0;0;0;0;2001
BA;CRAVOLANDIA;91;54;0;6;0;1;21;0;0;1;7;0;1;0;0;0;0;0;0;0;0;0;2001
BA;CRISOPOLIS;500;138;0;38;0;1;43;0;0;3;261;10;6;0;0;0;0;0;0;0;0;0;2001
BA;CRISTOPOLIS;217;83;0;22;0;3;63;0;0;1;39;3;3;0;0;0;0;0;0;0;0;0;2001
BA;CRUZ DAS ALMAS;5398;2598;0;428;35;65;527;0;6;37;1339;222;32;0;75;33;0;1;0;0;0;0;2001
BA;CURACA;269;64;0;19;0;2;63;0;0;12;96;0;12;0;1;0;0;0;0;0;0;0;2001
BA;DARIO MEIRA;78;42;0;5;0;0;23;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;2001
