Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Situação Arma;Tipo Arma;Data Fato;Horário Fato;Qtde  Armas de Fogo
2019-014223886-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;E03012;CONSUMADO;RUA;INVÁLIDO;CEARA;PREENCHIMENTO OPCIONAL;;274;INVÁLIDO;SAO JOSE;;;PARA DE MINAS;;;APREENDIDO;REVOLVER;27/03/2019;21:36:01;1
2019-014286826-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;E03014;CONSUMADO;POVOADO;MEDEIROS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ITATIAIUCU;-20,26850830;-44,46697780;APREENDIDO;GARRUCHA;28/03/2019;09:15:00;1
2019-014305473-001;POLICIA MILITAR;60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;PADRE JOSE LUIZ;;MANOEL ALVES FILHO;;;INVÁLIDO;;;;NOVA SERRANA;-19,86706510;-45,00754400;APREENDIDO;PISTOLA;28/03/2019;11:27:19;1
2019-014374410-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;SERGIPE;;MARANHAO;;;CENTRO;;;;DIVINOPOLIS;-20,14576470;-44,89667970;APREENDIDO;REVOLVER;28/03/2019;17:03:09;1
2019-014470603-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03016;CONSUMADO;RUA;INVÁLIDO;MARIA ANGÉLICA XAVIER;PREENCHIMENTO OPCIONAL;;17;INVÁLIDO;SÃO JOSÉ DOS ROSAS;;;SANTO ANTONIO DO MONTE;-20,13133333;-45,17147222;APREENDIDO;CARABINA / RIFLE;29/03/2019;08:30:00;1
2019-014478876-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;LAGOA PAPAMEL;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;PROXIMO FAZENDA DO QUINZINHO VEREDAS;POMPEU;-19,17880556;-44,72861111;APREENDIDO;CARABINA / RIFLE;29/03/2019;06:25:00;1
2019-014478876-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;LAGOA PAPAMEL;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;PROXIMO FAZENDA DO QUINZINHO VEREDAS;POMPEU;-19,17880556;-44,72861111;APREENDIDO;ESPINGARDA / ESCOPETA;29/03/2019;06:25:00;1
2019-014478876-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;LAGOA PAPAMEL;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;PROXIMO FAZENDA DO QUINZINHO VEREDAS;POMPEU;-19,17880556;-44,72861111;APREENDIDO;ESPINGARDA POLVEIRA;29/03/2019;06:25:00;2
2019-014482272-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;ESGALGADO - PROP. FRANCISCO ANTONIO ROSA (NENEM GRANDE);PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;DORES DO INDAIA;-19,32183333;-45,65913889;APREENDIDO;ESPINGARDA / ESCOPETA;29/03/2019;09:00:00;1
2019-014509355-001;POLICIA MILITAR;63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;CAMPO ALEGRE;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;BAMBUI;-20,13697222;-46,12405556;APREENDIDO;ESPINGARDA / ESCOPETA;29/03/2019;11:00:00;1
2019-014509355-001;POLICIA MILITAR;63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;CAMPO ALEGRE;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;BAMBUI;-20,13697222;-46,12405556;APREENDIDO;GARRUCHA;29/03/2019;11:00:00;1
2019-014548995-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;POVOADO;PARTIDARIO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;Sítio Limeira;ITAPECERICA;-20,37415450;-45,05200230;APREENDIDO;ESPINGARDA POLVEIRA;29/03/2019;16:07:03;1
2019-014706971-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;NILO WEBER DE CAMPOS PORTO;;PREENCHIMENTO OPCIONAL;;65;PARQUE CIDADE JARDIM;;;;POMPEU;-19,23958700;-44,99511470;APREENDIDO;REVOLVER;30/03/2019;15:20:00;1
2019-014766212-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;ALAMEDA;ANGELIM;;PREENCHIMENTO OPCIONAL;;0;SERRA VERDE;;;;PARA DE MINAS;-19,88553080;-44,60307780;APREENDIDO;REVOLVER;30/03/2019;21:03:18;1
2019-014787080-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03016;CONSUMADO;RUA;FRANCISCO REZENDE;;PREENCHIMENTO OPCIONAL;;1190;MARILIA;;;;LAGOA DA PRATA;-20,02094690;-45,52174820;APREENDIDO;REVOLVER;31/03/2019;02:27:57;1
2019-014878828-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;DO ALTO;;PAPAGAIOS;;;ARITANA;;;;POMPEU;-19,23418980;-44,98669250;APREENDIDO;ESPINGARDA / ESCOPETA;31/03/2019;17:50:00;1
2019-014986231-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;POVOADO;FUMO BRAVO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ABAETE;-19,12953650;-45,32439700;APREENDIDO;ESPINGARDA / ESCOPETA;01/04/2019;11:30:00;1
2019-014986231-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;POVOADO;FUMO BRAVO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ABAETE;-19,12953650;-45,32439700;APREENDIDO;ESPINGARDA POLVEIRA;01/04/2019;11:30:00;1
2019-015074406-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03016;CONSUMADO;RUA;FRANCISCO CARVALHO;;PREENCHIMENTO OPCIONAL;;576;NITEROI;;;;DIVINOPOLIS;-20,14425460;-44,87765870;APREENDIDO;PISTOLA;01/04/2019;17:57:51;1
2019-015207210-001;POLICIA MILITAR;60 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;A21000;CONSUMADO;LOTEAMENTO;CHACREAMENTO AGUA BRANCA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;NOVA SERRANA;-19,80927800;-45,01172200;APREENDIDO;REVOLVER;02/04/2019;13:35:00;1
2019-015368690-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;SARGENTO VALERIO;;PREENCHIMENTO OPCIONAL;;415;PORTO VELHO;;;;DIVINOPOLIS;-20,15271360;-44,88185750;APREENDIDO;ESPINGARDA POLVEIRA;03/04/2019;13:15:38;1
2019-015401650-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;E03014;CONSUMADO;RUA;CAPELINHA;;PREENCHIMENTO OPCIONAL;;122;NOVO HORIZONTE;;;;PERDIGAO;-19,95033600;-45,09377640;APREENDIDO;ESPINGARDA / ESCOPETA;03/04/2019;15:30:00;1
2019-015401650-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;E03014;CONSUMADO;RUA;CAPELINHA;;PREENCHIMENTO OPCIONAL;;122;NOVO HORIZONTE;;;;PERDIGAO;-19,95033600;-45,09377640;APREENDIDO;GARRUCHA;03/04/2019;15:30:00;1
2019-015554200-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;FAZENDA;ASSENTAMENTO PAULISTA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;LOTE 23;;POMPEU;-19,43813900;-44,92885800;APREENDIDO;ESPINGARDA / ESCOPETA;04/04/2019;10:50:00;1
2019-015640610-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;A05000;CONSUMADO;POVOADO;FRAZAO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;CLAUDIO;-20,52002800;-44,76330600;APREENDIDO;ESPINGARDA POLVEIRA;04/04/2019;18:10:00;2
2019-015740190-001;POLICIA MILITAR;60 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;I04033;CONSUMADO;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;1;INVÁLIDO;;;;NOVA SERRANA;-19,88998330;-44,91289950;APREENDIDO;OUTROS - TIPO DE ARMA;05/04/2019;11:00:00;1
2019-015857494-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;2 BPE/2 RPM;I04033;CONSUMADO;RUA;MANOEL FALEIRO;;PREENCHIMENTO OPCIONAL;;127;SANTA EDWIGES DOIS;;;;ITAUNA;-20,09824090;-44,58733300;APREENDIDO;REVOLVER;05/04/2019;23:39:46;2
2019-015869928-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;RUA;NOVO ESPACO;;PREENCHIMENTO OPCIONAL;;43;BOM JESUS;;;;ITAPECERICA;-20,47212060;-45,10233200;APREENDIDO;REVOLVER;06/04/2019;01:15:00;1
2019-016074143-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;ROSA FONSECA E SILVA;;PREENCHIMENTO OPCIONAL;;681;SANTA ROSA;;;;DIVINOPOLIS;-20,16587590;-44,86148750;APREENDIDO;PISTOLA;07/04/2019;15:32:14;1
2019-016101568-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;E03016;CONSUMADO;RUA;CHILE;;PREENCHIMENTO OPCIONAL;;425;SÃO SEBASTIÃO;;;;FORMIGA;-20,44934510;-45,44953270;APREENDIDO;ESPINGARDA / ESCOPETA;07/04/2019;18:44:14;1
2019-016141860-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;B01121;TENTADO;DISTRITO;CACHOEIRINHA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;R:JOSE OLIMPIO CORRE;Bar do Ze do Lau;CORREGO DANTA;-19,71666700;-46,02472200;APREENDIDO;REVOLVER;07/04/2019;20:20:00;1
2019-016349738-002;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;A05000;CONSUMADO;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;603;DISTRITO DE MARILANDIA;;;;ITAPECERICA;-20,36493470;-44,93581680;APREENDIDO;CARABINA / RIFLE;09/04/2019;11:15:00;1
2019-016349738-002;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;A05000;CONSUMADO;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;603;DISTRITO DE MARILANDIA;;;;ITAPECERICA;-20,36493470;-44,93581680;APREENDIDO;ESPINGARDA / ESCOPETA;09/04/2019;11:15:00;1
2019-016349738-002;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;A05000;CONSUMADO;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;603;DISTRITO DE MARILANDIA;;;;ITAPECERICA;-20,36493470;-44,93581680;APREENDIDO;REVOLVER;09/04/2019;11:15:00;1
2019-016593520-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;NIQUELINA;;PREENCHIMENTO OPCIONAL;;249;NITEROI;;;;DIVINOPOLIS;-20,13853880;-44,87278600;APREENDIDO;GARRUCHA;10/04/2019;11:54:01;1
2019-016653105-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;AMARO LANARI JUNIOR;XAVANTES;PREENCHIMENTO OPCIONAL;;671.000;JARDIM DOS CANDIDES;JARDIM DOS CANDIDES;;;DIVINOPOLIS;-20,12986880;-44,83652490;APREENDIDO;PISTOLA;10/04/2019;16:21:31;1
2019-016830510-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;A11000;CONSUMADO;RUA;INVÁLIDO;TABELIAO JOAQUIM JERONIMO;PREENCHIMENTO OPCIONAL;;22;INVÁLIDO;BEIJA FLOR;;;NOVA SERRANA;;;RECUPERADO;PISTOLA;11/04/2019;16:31:13;1
2019-016902670-001;POLICIA MILITAR;60 BPM/7 RPM;60 BPM/7 RPM;E03012;CONSUMADO;RUA;GETULIO VARGAS;;PREENCHIMENTO OPCIONAL;;45;BEIJA FLOR;;;;NOVA SERRANA;-19,87624310;-44,98147580;APREENDIDO;PISTOLA;12/04/2019;00:14:59;1
2019-017074833-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04035;CONSUMADO;RUA;RAUL CAMPOS;;PREENCHIMENTO OPCIONAL;;616;NOSSA SENHORA DE FATIMA;;;;POMPEU;-19,22535490;-45,00846980;APREENDIDO;REVOLVER;12/04/2019;21:50:00;1
2019-017078359-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;AVENIDA;MONTE LIBANO;;PREENCHIMENTO OPCIONAL;;210;MANOEL VALINHAS II;;;;DIVINOPOLIS;-20,13003300;-44,86399750;APREENDIDO;OUTROS - TIPO DE ARMA;12/04/2019;23:00:33;1
2019-017078359-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;AVENIDA;MONTE LIBANO;;PREENCHIMENTO OPCIONAL;;210;MANOEL VALINHAS II;;;;DIVINOPOLIS;-20,13003300;-44,86399750;APREENDIDO;REVOLVER;12/04/2019;23:00:33;1
2019-017107324-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;FLORIANO PEIXOTO;;PREENCHIMENTO OPCIONAL;;48;CENTRO;;;;NOVA SERRANA;-19,87645650;-44,98661360;APREENDIDO;PISTOLA;13/04/2019;04:28:38;1
2019-017131665-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;AVENIDA;PROFESSOR JOSE TIBURCIO RIBEIRO;;PREENCHIMENTO OPCIONAL;;315;IBITIRA;;;;MARTINHO CAMPOS;-19,42532150;-45,15434100;APREENDIDO;GARRUCHA;13/04/2019;08:20:00;1
2019-017195807-001;POLICIA MILITAR;60 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;I04033;CONSUMADO;RUA;PIAUI;;PREENCHIMENTO OPCIONAL;;1260;PLANALTO;;;;NOVA SERRANA;-19,86207100;-44,97560940;APREENDIDO;REVOLVER;13/04/2019;18:23:26;1
2019-017218922-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;CATALUNHA;;PREENCHIMENTO OPCIONAL;;640;PARAISO;;;;DIVINOPOLIS;-20,17394700;-44,86506650;APREENDIDO;REVOLVER;13/04/2019;22:31:32;1
2019-017222570-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;DOM CRISTIANO;;PREENCHIMENTO OPCIONAL;;29;SAO FRANCISCO;;;;CARMO DO CAJURU;-20,17614560;-44,77863430;APREENDIDO;ESPINGARDA POLVEIRA;13/04/2019;22:56:16;1
2019-017225075-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03012;CONSUMADO;RUA;INVÁLIDO;GERALDO CAMPOS ALMEIDA;PREENCHIMENTO OPCIONAL;;372;INVÁLIDO;;;;PARA DE MINAS;;;APREENDIDO;ESPINGARDA / ESCOPETA;13/04/2019;22:49:34;1
2019-017256900-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;K99000;CONSUMADO;ESTRADA;INVÁLIDO;VARZEA DO PARI/BALNEARIO ZÉ CORNELIO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;DISTRITO DE TORNEIROS;;SITIO DO BOCA;PARA DE MINAS;-19,87955556;-44,75516667;APREENDIDO;PISTOLA;14/04/2019;00:50:00;1
2019-017301687-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;A21000;CONSUMADO;RUA;AMADOR ALVES;;PREENCHIMENTO OPCIONAL;;424;ZONA 02;;;;PAINEIRAS;-18,90844580;-45,53590940;APREENDIDO;REVOLVER;14/04/2019;15:00:00;1
2019-017513186-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;RUA;GERALDO QUEIROZ CANCADO;;PREENCHIMENTO OPCIONAL;;181;CONJUNTO HABITACIONAL GERALDO SABIA;;;;BOM DESPACHO;-19,74385570;-45,24094800;APREENDIDO;REVOLVER;15/04/2019;18:16:33;1
2019-017549110-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;A03000;CONSUMADO;RUA;PADRE MARINHO;;PREENCHIMENTO OPCIONAL;;1792;SÃO GERALDO;;;;MARTINHO CAMPOS;-19,33731780;-45,24550260;APREENDIDO;REVOLVER;15/04/2019;20:45:00;1
2019-017687345-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;ALMIRANTE TAMANDARE;;PREENCHIMENTO OPCIONAL;;1620;MONSENHOR ALFREDO DHOR;;;;LAGOA DA PRATA;-20,01594010;-45,52123450;APREENDIDO;REVOLVER;16/04/2019;17:18:00;1
2019-017774026-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;Y10001;CONSUMADO;FABRICA;MINERACAO AGRIMIG;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;SÍTIO BOCAININHA;ARCOS;-20,31202800;-45,59036100;APREENDIDO;CARABINA / RIFLE;17/04/2019;08:03:57;1
2019-017777361-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;RUA;MEDEIROS;;PREENCHIMENTO OPCIONAL;;15;AÇUDES;;;;BAMBUI;-20,02015370;-45,97452910;APREENDIDO;REVOLVER;17/04/2019;08:00:00;1
2019-017786691-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;RUA;JOSE RODRIGUES DA MOTA;;PREENCHIMENTO OPCIONAL;;83;CENTENARIO;;;;BAMBUI;-20,01661510;-45,96553560;APREENDIDO;REVOLVER;17/04/2019;08:30:00;1
2019-017800132-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;Y10001;CONSUMADO;FAZENDA;CERVO;CERVO;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;ZONA RURAL;;;MEDEIROS;-19,93527778;-46,39955556;APREENDIDO;ESPINGARDA POLVEIRA;17/04/2019;07:20:00;1
2019-017930530-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;GONCALVES DIAS;;PREENCHIMENTO OPCIONAL;;1120;PORTO VELHO;;;;DIVINOPOLIS;-20,14452000;-44,87940980;APREENDIDO;REVOLVER;17/04/2019;23:21:51;1
2019-018176431-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;JAIR DE CARVALHO;;PREENCHIMENTO OPCIONAL;;220.000;MONSENHOR ALFREDO DHOR;MONSENHOR ALFREDO DHOR;;;LAGOA DA PRATA;-20,01757110;-45,52218330;APREENDIDO;REVOLVER;19/04/2019;14:48:55;1
2019-018196630-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;PRESIDENTE GETULIO VARGAS;;PREENCHIMENTO OPCIONAL;;133;VARZEA DAS FLORES;;;;POMPEU;-19,23109970;-44,99351590;APREENDIDO;REVOLVER;19/04/2019;14:30:00;2
2019-018241859-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;TENENTE ANTONIO JOAQUIM DE BARROS;;PREENCHIMENTO OPCIONAL;;1226;CENTRO;;;;POMPEU;-19,22086760;-44,99423820;APREENDIDO;REVOLVER;19/04/2019;21:30:00;1
2019-018312972-001;POLICIA MILITAR;2 GP/4 PEL/107 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03014;CONSUMADO;FAZENDA;INVÁLIDO;MATA DOS LEMOS;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;ENTRADA PELA MG 050, PRÓXIMO À PARADA 134;PEDRA DO INDAIA;-20,31088889;-45,22363889;APREENDIDO;ESPINGARDA / ESCOPETA;20/04/2019;09:30:00;1
2019-018455870-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;B01121;CONSUMADO;RUA;DIVINOPOLIS;;TOME DE SOUSA;;;INVÁLIDO;;;;LAGOA DA PRATA;-20,01043510;-45,54651260;APREENDIDO;REVOLVER;21/04/2019;10:04:35;1
2019-018464332-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;BELO HORIZONTE;;PREENCHIMENTO OPCIONAL;;1004;AMERICO SILVA;;;;LAGOA DA PRATA;-20,01083100;-45,54756860;APREENDIDO;REVOLVER;21/04/2019;13:06:57;1
2019-018636431-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;AVENIDA;LAERTON PAULINELLI;;PREENCHIMENTO OPCIONAL;;2197;INVÁLIDO;;;PRÓXIMO AO CLUBE DO CAVALO;LUZ;-19,78614800;-45,66743990;APREENDIDO;ESPINGARDA POLVEIRA;22/04/2019;11:40:00;1
2019-018878567-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;60 BPM/7 RPM;K99000;CONSUMADO;RODOVIA;INVÁLIDO;BR 352;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;BRUMADO;;;PITANGUI;;;APREENDIDO;PISTOLA;23/04/2019;17:07:47;3
2019-019022991-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03012;CONSUMADO;RODOVIA;MG 164;;PREENCHIMENTO OPCIONAL;;123;INVÁLIDO;;;;BOM DESPACHO;-19,58668840;-45,30221690;APREENDIDO;ESPINGARDA / ESCOPETA;24/04/2019;11:32:47;1
2019-019065956-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;MIGUEL COSTA DA SILVA;;PREENCHIMENTO OPCIONAL;;34;IBITIRA;;;;MARTINHO CAMPOS;-19,41919390;-45,15293760;APREENDIDO;OUTROS - TIPO DE ARMA;24/04/2019;10:00:00;1
2019-019087523-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;DA AGUADA;;PREENCHIMENTO OPCIONAL;;645;INVÁLIDO;;;;PAPAGAIOS;-19,43411870;-44,74704920;APREENDIDO;ESPINGARDA / ESCOPETA;24/04/2019;14:10:00;1
2019-019132636-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;TOGALMA SOARES MACIEL;;PREENCHIMENTO OPCIONAL;;101;CRUZ DAS ALMAS;;CASA;;POMPEU;-19,22340900;-44,98586560;APREENDIDO;OUTROS - TIPO DE ARMA;24/04/2019;19:45:00;1
2019-019163377-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E03016;CONSUMADO;RUA;CELSO GONCALVES;;PREENCHIMENTO OPCIONAL;;337;CENTRO;;;;PIMENTA;-20,48223130;-45,80199740;APREENDIDO;REVOLVER;24/04/2019;23:30:00;1
2019-019187363-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;POVOADO;FURTADOS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,06888970;-45,03601010;APREENDIDO;REVOLVER;25/04/2019;05:43:57;1
2019-019187586-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;POVOADO;LAGOA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;CASA 42;;DIVINOPOLIS;-20,07625070;-45,00903800;APREENDIDO;ESPINGARDA / ESCOPETA;25/04/2019;05:47:48;1
