Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Situação Arma;Tipo Arma;Data Fato;Horário Fato;Qtde  Armas de Fogo
2019-052489454-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;AVENIDA;GENESIO FONSECA SILVA;;PREENCHIMENTO OPCIONAL;;166;DISTRITO INDUSTRIAL III;;;CASA 2º ANDAR;PARA DE MINAS;-19,83356470;-44,62382670;APREENDIDO;REVOLVER;25/10/2019;21:15:00;1
2019-052602239-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;SITIO;AGUADA DO PINTO;AGUADA DO PINTO;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;ZONA RURAL;;;POMPEU;-19,22524820;-44,97554860;APREENDIDO;REVOLVER;26/10/2019;16:30:00;1
2019-052731710-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03016;CONSUMADO;RODOVIA;MG 164;;PREENCHIMENTO OPCIONAL;;147;INVÁLIDO;;;;BOM DESPACHO;-19,78419150;-45,25788900;APREENDIDO;REVOLVER;27/10/2019;17:43:52;1
2019-052925834-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;MANGUEIRA;;PREENCHIMENTO OPCIONAL;;271;FLORESTA;;NºCORRETO 280;;DIVINOPOLIS;-20,19060850;-44,93349170;APREENDIDO;ESPINGARDA / ESCOPETA;28/10/2019;19:38:24;1
2019-053363457-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;52;INVÁLIDO;;PROXIMO A MARILANDIA;;ITAPECERICA;-20,30723890;-44,92697380;APREENDIDO;REVOLVER;31/10/2019;00:51:14;1
2019-053685324-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;ANTONIO MARTINS;;PREENCHIMENTO OPCIONAL;;1556;MORADA DO SOL;;;;NOVA SERRANA;-19,88329780;-44,97711310;APREENDIDO;REVOLVER;01/11/2019;14:04:13;1
2019-053709576-001;POLICIA MILITAR;INVÁLIDO;51 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;INVÁLIDO;SERJOBES MARINHO;PREENCHIMENTO OPCIONAL;;701;INVÁLIDO;;;;ITAUNA;;;APREENDIDO;OUTROS - TIPO DE ARMA;01/11/2019;17:24:02;2
2019-053739087-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;A08000;CONSUMADO;RUA;PROFESSOR SINFRONIO MENDES;;PREENCHIMENTO OPCIONAL;;1015;MARILIA;;;;LAGOA DA PRATA;-20,02339730;-45,51984060;APREENDIDO;REVOLVER;01/11/2019;20:25:42;1
2019-053752543-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03012;CONSUMADO;FAZENDA;MG 060;DO PO¿O;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;;;;POMPEU;-19,08120020;-44,95465870;APREENDIDO;ESPINGARDA POLVEIRA;01/11/2019;22:13:33;2
2019-053917142-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03016;CONSUMADO;RUA;VICENTINA DE FREITAS;;PREENCHIMENTO OPCIONAL;;370;RANCHO ALEGRE;;;;DIVINOPOLIS;-20,12797290;-44,92027110;APREENDIDO;PISTOLA;03/11/2019;01:55:18;1
2019-054181005-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03012;CONSUMADO;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;119;SAO CAETANO;;;;DIVINOPOLIS;-20,10903440;-44,84716730;APREENDIDO;REVOLVER;04/11/2019;16:38:39;1
2019-054235344-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01157;CONSUMADO;RUA;ANTONIO CANDIDO SANTOS;;PREENCHIMENTO OPCIONAL;;34;RECANTO DA LAGOA;;;BAR DO DIONÍSIO;PARA DE MINAS;-19,86717070;-44,57417270;APREENDIDO;GARRUCHA;04/11/2019;20:45:00;1
2019-054364082-001;POLICIA MILITAR;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;E99000;CONSUMADO;RUA;CORONEL LAURINDO NOGUEIRA;;PREENCHIMENTO OPCIONAL;;240;CENTRO;;;;ITAUNA;-20,07793180;-44,57594190;APREENDIDO;REVOLVER;05/11/2019;15:28:45;1
2019-054523470-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;JOAQUIM MANOEL PEREIRA;;PREENCHIMENTO OPCIONAL;;951;DAVANUZE;;;;DIVINOPOLIS;-20,16466850;-44,84742780;APREENDIDO;REVOLVER;06/11/2019;11:38:53;1
2019-054535421-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;POVOADO;FORMIGUINHA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;CLAUDIO;-20,42702800;-44,86250000;APREENDIDO;ESPINGARDA / ESCOPETA;06/11/2019;13:43:36;1
2019-054550012-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;JOSE TEIXEIRA LEITE;10;PREENCHIMENTO OPCIONAL;;142.000;CONJUNTO HABITACIONAL DONA BRANCA;CONJUNTO HABITACIONAL DONA BRANCA;;;BOM DESPACHO;-19,74663070;-45,27206050;APREENDIDO;REVOLVER;06/11/2019;14:44:34;1
2019-054632502-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;AVENIDA;BRASILIA;;PREENCHIMENTO OPCIONAL;;634;BELA VISTA;;;;DIVINOPOLIS;-20,17656220;-44,90691970;APREENDIDO;PISTOLA;06/11/2019;21:59:41;1
2019-054783175-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;SARGENTO VALERIO;;PREENCHIMENTO OPCIONAL;;1322;PORTO VELHO;;;;DIVINOPOLIS;-20,14423150;-44,87859480;APREENDIDO;REVOLVER;07/11/2019;17:37:59;1
2019-054809792-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;POVOADO;CACHOEIRINHA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,08847270;-44,93826030;APREENDIDO;ESPINGARDA / ESCOPETA;07/11/2019;19:58:54;2
2019-054834153-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;E03014;CONSUMADO;PRACA;FREI CONCORDIO;;PREENCHIMENTO OPCIONAL;;0;SAO FRANCISCO;;;;PARA DE MINAS;-19,86629370;-44,59680160;APREENDIDO;REVOLVER;07/11/2019;22:57:12;1
2019-054837551-001;POLICIA MILITAR;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;C01158;CONSUMADO;AVENIDA;JOVE SOARES;;PREENCHIMENTO OPCIONAL;;1187;CENTRO;;;PROXIMO AO BAR GULA E GOLE;ITAUNA;-20,07845010;-44,57980930;APREENDIDO;PISTOLA;07/11/2019;22:55:00;1
2019-054853645-001;POLICIA MILITAR;60 BPM/7 RPM;60 BPM/7 RPM;E03012;CONSUMADO;ROTATORIA;AVENIDA AECIO CUNHA;;PREENCHIMENTO OPCIONAL;;0;SANTO EXPEDITO;;;;NOVA SERRANA;-19,88693290;-44,96717220;APREENDIDO;ESPINGARDA POLVEIRA;08/11/2019;00:30:00;1
2019-054853686-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;2 CIA ROTAM/BTL ROTAM/CPE;B01121;TENTADO;RUA;MATEUS LEME;;PREENCHIMENTO OPCIONAL;;258;PORTO VELHO;;;;DIVINOPOLIS;-20,14221940;-44,87848650;APREENDIDO;PISTOLA;08/11/2019;02:24:32;4
2019-054860597-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;2 CIA ROTAM/BTL ROTAM/CPE;B01121;TENTADO;RUA;EPITACIO PESSOA;;PREENCHIMENTO OPCIONAL;;43;PORTO VELHO;;;;DIVINOPOLIS;-20,14370990;-44,87901080;APREENDIDO;REVOLVER;08/11/2019;04:58:45;1
2019-054885168-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;POVOADO;QUARENTA E NOVE;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,25211090;-44,91503820;APREENDIDO;ESPINGARDA / ESCOPETA;08/11/2019;07:25:45;1
2019-054885168-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;POVOADO;QUARENTA E NOVE;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,25211090;-44,91503820;APREENDIDO;REVOLVER;08/11/2019;07:25:45;2
2019-054920550-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;POVOADO;CORREGO DO PAIOL;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;FAZENDA PARI;;DIVINOPOLIS;-20,19578550;-44,86764850;APREENDIDO;ESPINGARDA / ESCOPETA;08/11/2019;13:17:25;1
2019-054920550-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;POVOADO;CORREGO DO PAIOL;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;FAZENDA PARI;;DIVINOPOLIS;-20,19578550;-44,86764850;APREENDIDO;ESPINGARDA POLVEIRA;08/11/2019;13:17:25;1
2019-054995248-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03014;CONSUMADO;RUA;ALMIR DE BARROS RIBEIRO;;PREENCHIMENTO OPCIONAL;;196;RESIDENCIAL LUIS NOGUEIRA;;;;SAO GONCALO DO PARA;-19,97123100;-44,86278930;APREENDIDO;ESPINGARDA / ESCOPETA;08/11/2019;19:28:33;1
2019-055159097-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;ACESSO;ZONA RURAL;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA BURITIS;SANTO ANTONIO DO MONTE;-20,09831350;-45,30736200;APREENDIDO;CARABINA / RIFLE;09/11/2019;20:00:00;1
2019-055590983-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;NOVE;;PREENCHIMENTO OPCIONAL;;51.0000;BELVEDERE I;;;;DIVINOPOLIS;-20,17100250;-44,89741870;APREENDIDO;REVOLVER;12/11/2019;10:57:01;1
2019-055679858-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;FAZENDA;FAZENDA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;capoeira grande;;JAPARAIBA;-20,12978300;-45,50370400;APREENDIDO;REVOLVER;12/11/2019;16:50:00;1
2019-055690663-001;POLICIA MILITAR;51 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;94;INVÁLIDO;;;;ITAUNA;-20,07191530;-44,63384170;APREENDIDO;PISTOLA;12/11/2019;18:55:35;1
2019-055694724-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03012;CONSUMADO;FAZENDA;MG 060 - ACESSO AO RIO SAO FRANCISCO;MARRUAS;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;ZONA RURAL;;;POMPEU;-19,19839990;-45,05801310;APREENDIDO;ESPINGARDA / ESCOPETA;12/11/2019;19:24:59;1
2019-055694724-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03012;CONSUMADO;FAZENDA;MG 060 - ACESSO AO RIO SAO FRANCISCO;MARRUAS;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;ZONA RURAL;;;POMPEU;-19,19839990;-45,05801310;APREENDIDO;ESPINGARDA POLVEIRA;12/11/2019;19:24:59;1
2019-055694947-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03012;CONSUMADO;FAZENDA;CERCADO;CERCADO;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;ZONA RURAL;;;POMPEU;-19,31598210;-44,78382860;APREENDIDO;ESPINGARDA / ESCOPETA;12/11/2019;18:30:00;1
2019-055713800-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;A99000;CONSUMADO;RUA;CONTORNO;;PREENCHIMENTO OPCIONAL;;200;SAO LUIS;;;PRAINHA DE CARMO DO CAJURU;CARMO DO CAJURU;-20,18157370;-44,77761620;APREENDIDO;CARABINA / RIFLE;12/11/2019;21:22:03;1
2019-056049311-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;SITIO;BETANIA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;ANTIGA FÁBRICA DO ILTON;PEDRA DO INDAIA;-20,33916700;-45,29102800;APREENDIDO;OUTROS - TIPO DE ARMA;14/11/2019;14:00:00;1
2019-056272018-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;CAPITAO OLIMPIO;;PREENCHIMENTO OPCIONAL;;764;DOS CRISTOS;;;;POMPEU;-19,22367190;-45,00803320;APREENDIDO;GARRUCHA;15/11/2019;18:10:00;1
2019-056442710-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03015;CONSUMADO;RUA;JUCA MANTIBA;;PREENCHIMENTO OPCIONAL;;407;SOL NASCENTE;;N¿ CORRETO: 395;;LAGOA DA PRATA;-20,04603780;-45,52902230;APREENDIDO;REVOLVER;16/11/2019;21:04:43;1
2019-056519122-001;POLICIA MILITAR;NAO INFORMADO;118 CIA PM/7 BPM/7 RPM;A21000;CONSUMADO;FAZENDA;INVÁLIDO;OLARIA (BURITI GRANDE);PREENCHIMENTO OPCIONAL;;;INVÁLIDO;BURITI GRANDE;;;MARTINHO CAMPOS;;;APREENDIDO;ESPINGARDA / ESCOPETA;17/11/2019;10:30:00;1
2019-056583543-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;PARAJARA DOS SANTOS;;PREENCHIMENTO OPCIONAL;;173.000;CRUZ DAS ALMAS;VOLTA DO BREJO;;;POMPEU;-19,22026090;-44,98546750;APREENDIDO;GARRUCHA;17/11/2019;21:30:00;1
2019-056779968-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;AVENIDA;RECIFE;;PREENCHIMENTO OPCIONAL;;0;VIVENDAS DO LAGO;;;;PIMENTA;-20,55061600;-45,80176530;APREENDIDO;ESPINGARDA POLVEIRA;18/11/2019;21:00:00;1
2019-057119585-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;LAVINIA FONSECA;;PREENCHIMENTO OPCIONAL;;991;SAGRADA FAMILIA;;;;DIVINOPOLIS;-20,16463920;-44,85433020;APREENDIDO;REVOLVER;20/11/2019;16:58:01;1
2019-057145358-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;ALONSO EPIFANIO;;PREENCHIMENTO OPCIONAL;;1931;SANTA TEREZA;;FUNDOS;BAR/RESIDÊNCIA PRÓXIMO AO AEROPORTO;DIVINOPOLIS;-20,16642510;-44,87356900;APREENDIDO;REVOLVER;20/11/2019;19:47:29;1
2019-057164160-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;CRISANTEMOS;;PREENCHIMENTO OPCIONAL;;160.000;SANTA CRUZ;SANTA CRUZ;;;POMPEU;-19,20116080;-45,00103070;APREENDIDO;ESPINGARDA / ESCOPETA;20/11/2019;21:30:00;1
2019-057177849-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03014;CONSUMADO;RUA;SAO FRANCISCO;;PREENCHIMENTO OPCIONAL;;73;TAVARES;;;;PARA DE MINAS;-19,83869320;-44,51781180;APREENDIDO;REVOLVER;20/11/2019;23:43:18;2
2019-057334890-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;FAZENDA;CAMPINA VERDE;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;POMPEU;-18,95625380;-44,86887530;APREENDIDO;ESPINGARDA / ESCOPETA;21/11/2019;15:30:00;1
2019-057365245-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;G01311;CONSUMADO;RUA;CARIJOS;;PREENCHIMENTO OPCIONAL;;233;CENTRO;;;;MOEMA;-19,84421480;-45,41343770;APREENDIDO;PISTOLA;21/11/2019;16:09:04;1
2019-057595545-001;POLICIA MILITAR;60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;AVENIDA;RIPAS;SAO PEDRO;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;RIPAS;;;NOVA SERRANA;-19,92224570;-44,92644010;APREENDIDO;PISTOLA;23/11/2019;01:30:00;1
2019-057595545-001;POLICIA MILITAR;60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;AVENIDA;RIPAS;SAO PEDRO;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;RIPAS;;;NOVA SERRANA;-19,92224570;-44,92644010;APREENDIDO;REVOLVER;23/11/2019;01:30:00;8
2019-057795262-001;POLICIA MILITAR;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;ZEZE LIMA;;PREENCHIMENTO OPCIONAL;;861;CENTRO;;;;ITAUNA;-20,07465730;-44,57256240;APREENDIDO;REVOLVER;24/11/2019;18:03:22;1
2019-058187750-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;E03012;CONSUMADO;RUA;GOMES DA SILVA;;PREENCHIMENTO OPCIONAL;;0;SAO FRANCISCO;;;;PITANGUI;-19,67995830;-44,88564840;APREENDIDO;PISTOLA;26/11/2019;17:49:22;1
2019-058210378-001;POLICIA MILITAR;INVÁLIDO;280 CIA PM/60 BPM/7 RPM;E99000;CONSUMADO;RUA;INVÁLIDO;A;PREENCHIMENTO OPCIONAL;DEZ;;INVÁLIDO;PROLONGAMENTO ITAPOA;;;NOVA SERRANA;;;APREENDIDO;OUTROS - TIPO DE ARMA;26/11/2019;19:20:50;1
2019-058451430-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;PONTAL;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;MARTINHO CAMPOS;-19,21277778;-45,15611111;APREENDIDO;ESPINGARDA / ESCOPETA;28/11/2019;05:33:41;1
2019-058452917-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;JACARE;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;CASA;VARGEM GRANDE;PAPAGAIOS;-19,49861111;-44,78055556;APREENDIDO;ESPINGARDA / ESCOPETA;28/11/2019;05:58:33;1
2019-058452917-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;JACARE;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;CASA;VARGEM GRANDE;PAPAGAIOS;-19,49861111;-44,78055556;APREENDIDO;GARRUCHA;28/11/2019;05:58:33;1
2019-058452917-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;JACARE;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;CASA;VARGEM GRANDE;PAPAGAIOS;-19,49861111;-44,78055556;APREENDIDO;OUTROS - TIPO DE ARMA;28/11/2019;05:58:33;1
2019-058458955-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM MAMB/BPM MAMB/CPMAMB;M31099;CONSUMADO;ACESSO RURAL;INVÁLIDO;COLONIA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;ONCA DO PITANGUI;;;APREENDIDO;ESPINGARDA / ESCOPETA;28/11/2019;07:13:51;1
2019-058459189-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;RUA;JOAQUIM FERREIRA RESENDE;;PREENCHIMENTO OPCIONAL;;37;NOVO HORIZONTE;;;;FORMIGA;-20,46240050;-45,44738610;APREENDIDO;ESPINGARDA / ESCOPETA;28/11/2019;07:17:45;2
2019-058504733-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03014;CONSUMADO;FAZENDA;INVÁLIDO;PASTO GRANDE;PREENCHIMENTO OPCIONAL;;;INVÁLIDO;;FAZENDA;;MARTINHO CAMPOS;;;APREENDIDO;ESPINGARDA / ESCOPETA;28/11/2019;11:44:16;1
2019-058573975-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;SITIO;AGUADA DO PINTO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;POMPEU;-19,22524820;-44,97554860;APREENDIDO;ESPINGARDA / ESCOPETA;28/11/2019;16:40:00;1
2019-058581956-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;AVENIDA;AUTORAMA;;PREENCHIMENTO OPCIONAL;;451;CATALAO;;;;DIVINOPOLIS;-20,15139410;-44,90534720;APREENDIDO;PISTOLA;28/11/2019;17:34:09;2
2019-058626400-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;PADRE MOACIR CANDIDO RODRIGUES;CANUTO JOSE FERNANDES;PREENCHIMENTO OPCIONAL;;120.000;SAO LUIS;;;;CARMO DO CAJURU;-20,18328040;-44,77815690;APREENDIDO;PISTOLA;28/11/2019;22:09:15;1
2019-058693355-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;AVENIDA;ANTONIO OLIMPIO DE MORAIS;;PREENCHIMENTO OPCIONAL;;545;CENTRO;;;;DIVINOPOLIS;-20,14323200;-44,88849310;APREENDIDO;PISTOLA;29/11/2019;09:50:38;1
2019-058725757-001;POLICIA MILITAR;2 GP/1 PEL/141 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;I04033;CONSUMADO;ESTRADA;INVÁLIDO;CEDRO DO ABAETE/ TIROS;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;CEDRO DO ABAETE;-19,15750000;-45,75725000;APREENDIDO;PISTOLA;29/11/2019;09:00:00;2
2019-058725757-001;POLICIA MILITAR;2 GP/1 PEL/141 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;I04033;CONSUMADO;ESTRADA;INVÁLIDO;CEDRO DO ABAETE/ TIROS;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;CEDRO DO ABAETE;-19,15750000;-45,75725000;APREENDIDO;REVOLVER;29/11/2019;09:00:00;1
2019-058841048-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03014;CONSUMADO;RUA;UBERABA;;GOVERNADOR MAGALHAES PINTO;;;ESPIRITO SANTO;;;;DIVINOPOLIS;-20,13310790;-44,86999630;APREENDIDO;REVOLVER;29/11/2019;23:01:13;1
2019-058852139-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;I04033;CONSUMADO;LUGAREJO;MORRO DAS BALAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;FORMIGA;-20,40297960;-45,45492590;APREENDIDO;REVOLVER;30/11/2019;00:18:21;1
2019-058867228-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;ABAETE;;PREENCHIMENTO OPCIONAL;;207;AEROPORTO;;;;DORES DO INDAIA;-19,45336360;-45,58551360;APREENDIDO;OUTROS - TIPO DE ARMA;30/11/2019;03:30:00;1
2019-058955834-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;LUIZ GONZAGA MORAIS;;PREENCHIMENTO OPCIONAL;;85;SANTA LUZIA;;;;CLAUDIO;-20,43890340;-44,78462930;APREENDIDO;REVOLVER;30/11/2019;18:39:50;1
2019-059048479-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;E03014;CONSUMADO;RUA;GERALDO ANTONIO DE LACERDA;;PREENCHIMENTO OPCIONAL;;369;CIDADE NOVA I;;;;NOVA SERRANA;-19,89504900;-44,95070260;APREENDIDO;REVOLVER;01/12/2019;12:13:53;1
